gene_id,Toxin_Nontoxin,Toxin_Class,Icenc-SB0587.genes.results
Icenc-SB0587_Sequestosome1_Icenc-SB0587,Nontoxin,Nontoxin,357.5
Icenc-SB0587_Septin7_Icenc-SB0587,Nontoxin,Nontoxin,101.01
Icenc-SB0587_Septin6_Icenc-SB0587,Nontoxin,Nontoxin,19.66
Icenc-SB0587_Septin2-2_Icenc-SB0587,Nontoxin,Nontoxin,14.89
Icenc-SB0587_Septin2-1_Icenc-SB0587,Nontoxin,Nontoxin,29.73
Icenc-SB0587_Septin10_Icenc-SB0587,Nontoxin,Nontoxin,14.75
Icenc-SB0587_SemialdehydeDH_Icenc-SB0587,Nontoxin,Nontoxin,144.02
Icenc-SB0587_Semaphorin3C_Icenc-SB0587,Nontoxin,Nontoxin,11.98
Icenc-SB0587_Selen1X_Icenc-SB0587,Nontoxin,Nontoxin,63.13
Icenc-SB0587_SecretoryCarrier1_Icenc-SB0587,Nontoxin,Nontoxin,5.09
Icenc-SB0587_Secernin3_Icenc-SB0587,Nontoxin,Nontoxin,28.65
Icenc-SB0587_SecCarrierMem4_Icenc-SB0587,Nontoxin,Nontoxin,7.34
Icenc-SB0587_SEC63_Icenc-SB0587,Nontoxin,Nontoxin,152.5
Icenc-SB0587_Sec61g_Icenc-SB0587,Nontoxin,Nontoxin,2962.92
Icenc-SB0587_Sec61b_Icenc-SB0587,Nontoxin,Nontoxin,1955.1
Icenc-SB0587_Sec61-a_Icenc-SB0587,Nontoxin,Nontoxin,1430.3
Icenc-SB0587_Sec24D_Icenc-SB0587,Nontoxin,Nontoxin,51.97
Icenc-SB0587_Sec23A_Icenc-SB0587,Nontoxin,Nontoxin,139.47
Icenc-SB0587_SEC23-B_Icenc-SB0587,Nontoxin,Nontoxin,31.93
Icenc-SB0587_Sec22b-B_Icenc-SB0587,Nontoxin,Nontoxin,206.46
Icenc-SB0587_SEC14-2_Icenc-SB0587,Nontoxin,Nontoxin,13.28
Icenc-SB0587_SEC14-1_Icenc-SB0587,Nontoxin,Nontoxin,59.53
Icenc-SB0587_SEC13_Icenc-SB0587,Nontoxin,Nontoxin,192.18
Icenc-SB0587_SEC11C_Icenc-SB0587,Nontoxin,Nontoxin,57.65
Icenc-SB0587_SEC11A_Icenc-SB0587,Nontoxin,Nontoxin,108.13
Icenc-SB0587_Sec1_Icenc-SB0587,Nontoxin,Nontoxin,92.74
Icenc-SB0587_SDR39U1_Icenc-SB0587,Nontoxin,Nontoxin,8.36
Icenc-SB0587_SDA1_Icenc-SB0587,Nontoxin,Nontoxin,22.21
Icenc-SB0587_Scy1_Icenc-SB0587,Nontoxin,Nontoxin,33.87
Icenc-SB0587_SC35B1_Icenc-SB0587,Nontoxin,Nontoxin,90.93
Icenc-SB0587_SBDS_Icenc-SB0587,Nontoxin,Nontoxin,75.65
Icenc-SB0587_SAR1b_Icenc-SB0587,Nontoxin,Nontoxin,118.15
Icenc-SB0587_SAPRibonucleoprotein_Icenc-SB0587,Nontoxin,Nontoxin,126.05
Icenc-SB0587_SAP18_Icenc-SB0587,Nontoxin,Nontoxin,113.47
Icenc-SB0587_SAMetSyn1_Icenc-SB0587,Nontoxin,Nontoxin,23.81
Icenc-SB0587_SaccharopineDH_Icenc-SB0587,Nontoxin,Nontoxin,43.87
Icenc-SB0587_SAAL1_Icenc-SB0587,Nontoxin,Nontoxin,25.77
Icenc-SB0587_S4aC3Dehydro_Icenc-SB0587,Nontoxin,Nontoxin,9.17
Icenc-SB0587_S100-A10_Icenc-SB0587,Nontoxin,Nontoxin,250.25
Icenc-SB0587_s-adenosylmethionineDecarb_Icenc-SB0587,Nontoxin,Nontoxin,43.07
Icenc-SB0587_rxrb_Icenc-SB0587,Nontoxin,Nontoxin,79.35
Icenc-SB0587_RWD2A_Icenc-SB0587,Nontoxin,Nontoxin,10.44
Icenc-SB0587_RWD1_Icenc-SB0587,Nontoxin,Nontoxin,159.39
Icenc-SB0587_RWD-4_Icenc-SB0587,Nontoxin,Nontoxin,32.38
Icenc-SB0587_RuvB2_Icenc-SB0587,Nontoxin,Nontoxin,15.94
Icenc-SB0587_RuvB1_Icenc-SB0587,Nontoxin,Nontoxin,14.41
Icenc-SB0587_RUNFYVE1_Icenc-SB0587,Nontoxin,Nontoxin,84.19
Icenc-SB0587_RTKa2_Icenc-SB0587,Nontoxin,Nontoxin,39.01
Icenc-SB0587_RRP43_Icenc-SB0587,Nontoxin,Nontoxin,19.08
Icenc-SB0587_rRNAMethyltransferase3_Icenc-SB0587,Nontoxin,Nontoxin,23.6
Icenc-SB0587_rRNAMat_Icenc-SB0587,Nontoxin,Nontoxin,4.92
Icenc-SB0587_RpSA_Icenc-SB0587,Nontoxin,Nontoxin,1273.89
Icenc-SB0587_RpS9_Icenc-SB0587,Nontoxin,Nontoxin,2280.95
Icenc-SB0587_RpS8_Icenc-SB0587,Nontoxin,Nontoxin,2569.9
Icenc-SB0587_RpS7_Icenc-SB0587,Nontoxin,Nontoxin,2096.17
Icenc-SB0587_RpS6Kin-a3_Icenc-SB0587,Nontoxin,Nontoxin,21.71
Icenc-SB0587_RpS6_Icenc-SB0587,Nontoxin,Nontoxin,2763.94
Icenc-SB0587_RpS5_Icenc-SB0587,Nontoxin,Nontoxin,1427.29
Icenc-SB0587_RpS4_Icenc-SB0587,Nontoxin,Nontoxin,3359.06
Icenc-SB0587_RpS3a_Icenc-SB0587,Nontoxin,Nontoxin,2936.18
Icenc-SB0587_RpS3_Icenc-SB0587,Nontoxin,Nontoxin,3193.32
Icenc-SB0587_RpS29_Icenc-SB0587,Nontoxin,Nontoxin,9391.5
Icenc-SB0587_RpS27a_Icenc-SB0587,Nontoxin,Nontoxin,2662.94
Icenc-SB0587_RpS27_Icenc-SB0587,Nontoxin,Nontoxin,2130.66
Icenc-SB0587_RpS23_Icenc-SB0587,Nontoxin,Nontoxin,1895.39
Icenc-SB0587_RpS21_Icenc-SB0587,Nontoxin,Nontoxin,1142.4
Icenc-SB0587_RpS20_Icenc-SB0587,Nontoxin,Nontoxin,4065.89
Icenc-SB0587_RpS19_Icenc-SB0587,Nontoxin,Nontoxin,1721.88
Icenc-SB0587_RpS17_Icenc-SB0587,Nontoxin,Nontoxin,2594.77
Icenc-SB0587_RpS16_Icenc-SB0587,Nontoxin,Nontoxin,1603.01
Icenc-SB0587_RpS15a_Icenc-SB0587,Nontoxin,Nontoxin,4106.82
Icenc-SB0587_RpS15_Icenc-SB0587,Nontoxin,Nontoxin,2388.74
Icenc-SB0587_RpS14_Icenc-SB0587,Nontoxin,Nontoxin,2237.88
Icenc-SB0587_RpS12_Icenc-SB0587,Nontoxin,Nontoxin,3386.12
Icenc-SB0587_RpS11_Icenc-SB0587,Nontoxin,Nontoxin,2470.08
Icenc-SB0587_RpS10_Icenc-SB0587,Nontoxin,Nontoxin,2726.95
Icenc-SB0587_RPPPKin1_Icenc-SB0587,Nontoxin,Nontoxin,74.8
Icenc-SB0587_RpL9_Icenc-SB0587,Nontoxin,Nontoxin,1579.47
Icenc-SB0587_RpL8_Icenc-SB0587,Nontoxin,Nontoxin,1858.85
Icenc-SB0587_RpL7-2_Icenc-SB0587,Nontoxin,Nontoxin,46.78
Icenc-SB0587_RpL7-1_Icenc-SB0587,Nontoxin,Nontoxin,3068.23
Icenc-SB0587_RpL6_Icenc-SB0587,Nontoxin,Nontoxin,2210.87
Icenc-SB0587_RpL5_Icenc-SB0587,Nontoxin,Nontoxin,2198.73
Icenc-SB0587_RpL40_Icenc-SB0587,Nontoxin,Nontoxin,1443.95
Icenc-SB0587_RpL39_Icenc-SB0587,Nontoxin,Nontoxin,5543.05
Icenc-SB0587_RpL38_Icenc-SB0587,Nontoxin,Nontoxin,1661.73
Icenc-SB0587_Rpl37a_Icenc-SB0587,Nontoxin,Nontoxin,3122.53
Icenc-SB0587_RpL37_Icenc-SB0587,Nontoxin,Nontoxin,3705.94
Icenc-SB0587_RpL36a_Icenc-SB0587,Nontoxin,Nontoxin,3059.69
Icenc-SB0587_RpL36_Icenc-SB0587,Nontoxin,Nontoxin,1533.68
Icenc-SB0587_RpL35a_Icenc-SB0587,Nontoxin,Nontoxin,1976.15
Icenc-SB0587_RpL35_Icenc-SB0587,Nontoxin,Nontoxin,2457.2
Icenc-SB0587_RpL34_Icenc-SB0587,Nontoxin,Nontoxin,1763.61
Icenc-SB0587_RpL31_Icenc-SB0587,Nontoxin,Nontoxin,2007.59
Icenc-SB0587_RpL30_Icenc-SB0587,Nontoxin,Nontoxin,3160.8
Icenc-SB0587_RpL3_Icenc-SB0587,Nontoxin,Nontoxin,998.89
Icenc-SB0587_RpL27a_Icenc-SB0587,Nontoxin,Nontoxin,2592.82
Icenc-SB0587_RpL26_Icenc-SB0587,Nontoxin,Nontoxin,3386.78
Icenc-SB0587_RpL24_Icenc-SB0587,Nontoxin,Nontoxin,2396.58
Icenc-SB0587_RpL23_Icenc-SB0587,Nontoxin,Nontoxin,5182.63
Icenc-SB0587_RpL22-2_Icenc-SB0587,Nontoxin,Nontoxin,50.93
Icenc-SB0587_RpL21_Icenc-SB0587,Nontoxin,Nontoxin,3504.6
Icenc-SB0587_RpL18a_Icenc-SB0587,Nontoxin,Nontoxin,3696.79
Icenc-SB0587_RpL18_Icenc-SB0587,Nontoxin,Nontoxin,3333.06
Icenc-SB0587_RpL17_Icenc-SB0587,Nontoxin,Nontoxin,2441.02
Icenc-SB0587_RpL15_Icenc-SB0587,Nontoxin,Nontoxin,2828.01
Icenc-SB0587_RpL13a_Icenc-SB0587,Nontoxin,Nontoxin,4063.68
Icenc-SB0587_RpL13_Icenc-SB0587,Nontoxin,Nontoxin,2000.12
Icenc-SB0587_RpL12_Icenc-SB0587,Nontoxin,Nontoxin,1420.74
Icenc-SB0587_RpL11_Icenc-SB0587,Nontoxin,Nontoxin,3750.45
Icenc-SB0587_RpL10_Icenc-SB0587,Nontoxin,Nontoxin,2440.13
Icenc-SB0587_RPF2_Icenc-SB0587,Nontoxin,Nontoxin,33.46
Icenc-SB0587_RPAC2_Icenc-SB0587,Nontoxin,Nontoxin,57.53
Icenc-SB0587_RPABC5_Icenc-SB0587,Nontoxin,Nontoxin,134.43
Icenc-SB0587_RPABC4_Icenc-SB0587,Nontoxin,Nontoxin,122.58
Icenc-SB0587_ROSM1_Icenc-SB0587,Nontoxin,Nontoxin,283.74
Icenc-SB0587_RnDPR_Icenc-SB0587,Nontoxin,Nontoxin,14.58
Icenc-SB0587_RNAPolyIIIRepressor-MAF1_Icenc-SB0587,Nontoxin,Nontoxin,140.43
Icenc-SB0587_RNAPolyII-Transcription7_Icenc-SB0587,Nontoxin,Nontoxin,16.26
Icenc-SB0587_RNAPolyI-RPA49_Icenc-SB0587,Nontoxin,Nontoxin,10.57
Icenc-SB0587_RNAPolyI-RPA12-1_Icenc-SB0587,Nontoxin,Nontoxin,20.57
Icenc-SB0587_RNAPolyAssoc-RTF1_Icenc-SB0587,Nontoxin,Nontoxin,12.76
Icenc-SB0587_RNAPolTran-p15_Icenc-SB0587,Nontoxin,Nontoxin,189.87
Icenc-SB0587_RnaPolIIIH_Icenc-SB0587,Nontoxin,Nontoxin,13.47
Icenc-SB0587_RNAPolIII-RPC4_Icenc-SB0587,Nontoxin,Nontoxin,15.66
Icenc-SB0587_RNAPolIII-RPC3_Icenc-SB0587,Nontoxin,Nontoxin,13.04
Icenc-SB0587_RNAPolIIE_Icenc-SB0587,Nontoxin,Nontoxin,62.11
Icenc-SB0587_RNAPolII8_Icenc-SB0587,Nontoxin,Nontoxin,67.08
Icenc-SB0587_RNAPolII20_Icenc-SB0587,Nontoxin,Nontoxin,12.61
Icenc-SB0587_RNAPolII-RPB7_Icenc-SB0587,Nontoxin,Nontoxin,201.78
Icenc-SB0587_RNAPolII-RPB4_Icenc-SB0587,Nontoxin,Nontoxin,62.79
Icenc-SB0587_RNAPolII-RPB3_Icenc-SB0587,Nontoxin,Nontoxin,83.13
Icenc-SB0587_RNAPolII-RPB11-a_Icenc-SB0587,Nontoxin,Nontoxin,152.9
Icenc-SB0587_RNAPolII-3_Icenc-SB0587,Nontoxin,Nontoxin,47.7
Icenc-SB0587_RNAPolIELL2_Icenc-SB0587,Nontoxin,Nontoxin,58.94
Icenc-SB0587_RNAPhosphateCyclase_Icenc-SB0587,Nontoxin,Nontoxin,37.27
Icenc-SB0587_RnaMeT3_Icenc-SB0587,Nontoxin,Nontoxin,10.68
Icenc-SB0587_RNAHelicaseDDX19B_Icenc-SB0587,Nontoxin,Nontoxin,70.05
Icenc-SB0587_RNAHelicaseDDX1_Icenc-SB0587,Nontoxin,Nontoxin,68.48
Icenc-SB0587_RNAHelicase-DHX16_Icenc-SB0587,Nontoxin,Nontoxin,24.92
Icenc-SB0587_RNAHelicase-DDX6-1_Icenc-SB0587,Nontoxin,Nontoxin,12.96
Icenc-SB0587_RNAHelicase-DDX39_Icenc-SB0587,Nontoxin,Nontoxin,59.09
Icenc-SB0587_RNABinding7-1_Icenc-SB0587,Nontoxin,Nontoxin,19.62
Icenc-SB0587_RNABinding47_Icenc-SB0587,Nontoxin,Nontoxin,34.57
Icenc-SB0587_RNABinding-2_Icenc-SB0587,Nontoxin,Nontoxin,7.87
Icenc-SB0587_RNABind8A_Icenc-SB0587,Nontoxin,Nontoxin,170.53
Icenc-SB0587_RMD5-A_Icenc-SB0587,Nontoxin,Nontoxin,24.12
Icenc-SB0587_RLP24_Icenc-SB0587,Nontoxin,Nontoxin,161.62
Icenc-SB0587_RINGFinger103_Icenc-SB0587,Nontoxin,Nontoxin,59.98
Icenc-SB0587_RINGFinger-121_Icenc-SB0587,Nontoxin,Nontoxin,108.29
Icenc-SB0587_RINGBox2_Icenc-SB0587,Nontoxin,Nontoxin,106.67
Icenc-SB0587_RING24_Icenc-SB0587,Nontoxin,Nontoxin,5.9
Icenc-SB0587_RING2_Icenc-SB0587,Nontoxin,Nontoxin,4.16
Icenc-SB0587_RING146_Icenc-SB0587,Nontoxin,Nontoxin,51.68
Icenc-SB0587_RING11_Icenc-SB0587,Nontoxin,Nontoxin,45.52
Icenc-SB0587_RING-SPRY_Icenc-SB0587,Nontoxin,Nontoxin,17.64
Icenc-SB0587_RING-126_Icenc-SB0587,Nontoxin,Nontoxin,20.25
Icenc-SB0587_Rieske_Icenc-SB0587,Nontoxin,Nontoxin,388.36
Icenc-SB0587_RibS10_Icenc-SB0587,Nontoxin,Nontoxin,59.28
Icenc-SB0587_RibRNA36_Icenc-SB0587,Nontoxin,Nontoxin,11.77
Icenc-SB0587_RibPhos3Epi_Icenc-SB0587,Nontoxin,Nontoxin,20.25
Icenc-SB0587_RibosePPKin2_Icenc-SB0587,Nontoxin,Nontoxin,59.98
Icenc-SB0587_RibonucleosideM2_Icenc-SB0587,Nontoxin,Nontoxin,9.58
Icenc-SB0587_RibonucleoproteinComp_Icenc-SB0587,Nontoxin,Nontoxin,27.51
Icenc-SB0587_RibonucleoproteinB_Icenc-SB0587,Nontoxin,Nontoxin,55.58
Icenc-SB0587_RibonucleoproteinA_Icenc-SB0587,Nontoxin,Nontoxin,90.69
Icenc-SB0587_Ribonucleoprotein2-H-ACA_Icenc-SB0587,Nontoxin,Nontoxin,75.14
Icenc-SB0587_Ribonucleoprotein-IMP3_Icenc-SB0587,Nontoxin,Nontoxin,24.01
Icenc-SB0587_RibonucleaseP-p14-1_Icenc-SB0587,Nontoxin,Nontoxin,13.53
Icenc-SB0587_RibonucleaseInh_Icenc-SB0587,Nontoxin,Nontoxin,417.41
Icenc-SB0587_RibonucleaseH1_Icenc-SB0587,Nontoxin,Nontoxin,116.12
Icenc-SB0587_Ribonuclease-k_Icenc-SB0587,Nontoxin,Nontoxin,265.97
Icenc-SB0587_Ribonuclease-H2-A_Icenc-SB0587,Nontoxin,Nontoxin,19.32
Icenc-SB0587_ribokinase_Icenc-SB0587,Nontoxin,Nontoxin,13.89
Icenc-SB0587_RiboflavinKin_Icenc-SB0587,Nontoxin,Nontoxin,18.76
Icenc-SB0587_RibDiRedM2B_Icenc-SB0587,Nontoxin,Nontoxin,10.27
Icenc-SB0587_rhoQ2_Icenc-SB0587,Nontoxin,Nontoxin,3.09
Icenc-SB0587_RhombDom1_Icenc-SB0587,Nontoxin,Nontoxin,21.37
Icenc-SB0587_RhoGuanineNucExc3_Icenc-SB0587,Nontoxin,Nontoxin,2.36
Icenc-SB0587_RhoGTPBinding-RhoC_Icenc-SB0587,Nontoxin,Nontoxin,12.12
Icenc-SB0587_rhoGTPBinding-RhoB_Icenc-SB0587,Nontoxin,Nontoxin,16.56
Icenc-SB0587_rhoGTPase18_Icenc-SB0587,Nontoxin,Nontoxin,95.55
Icenc-SB0587_RhoGTPase1-2_Icenc-SB0587,Nontoxin,Nontoxin,15.94
Icenc-SB0587_RhoGTPase1-1_Icenc-SB0587,Nontoxin,Nontoxin,14.38
Icenc-SB0587_rhoDissInh1_Icenc-SB0587,Nontoxin,Nontoxin,229.6
Icenc-SB0587_RhoA_Icenc-SB0587,Nontoxin,Nontoxin,342.78
Icenc-SB0587_Rheb_Icenc-SB0587,Nontoxin,Nontoxin,84.01
Icenc-SB0587_RFT1_Icenc-SB0587,Nontoxin,Nontoxin,7.93
Icenc-SB0587_RetinolBinding5_Icenc-SB0587,Nontoxin,Nontoxin,20.05
Icenc-SB0587_RetinalDH1-2_Icenc-SB0587,Nontoxin,Nontoxin,16.46
Icenc-SB0587_Reticulon3_Icenc-SB0587,Nontoxin,Nontoxin,336.02
Icenc-SB0587_Reticulocalbin1_Icenc-SB0587,Nontoxin,Nontoxin,338.4
Icenc-SB0587_RetBind5_Icenc-SB0587,Nontoxin,Nontoxin,7.67
Icenc-SB0587_RER1_Icenc-SB0587,Nontoxin,Nontoxin,500.65
Icenc-SB0587_Replication-C4_Icenc-SB0587,Nontoxin,Nontoxin,11.97
Icenc-SB0587_Replication-A_Icenc-SB0587,Nontoxin,Nontoxin,89.63
Icenc-SB0587_RepA32_Icenc-SB0587,Nontoxin,Nontoxin,25.02
Icenc-SB0587_ReninReceptor_Icenc-SB0587,Nontoxin,Nontoxin,197.28
Icenc-SB0587_RegNucPre-mRNA-1B_Icenc-SB0587,Nontoxin,Nontoxin,96.85
Icenc-SB0587_RegG2_Icenc-SB0587,Nontoxin,Nontoxin,344.34
Icenc-SB0587_RefFacC_Icenc-SB0587,Nontoxin,Nontoxin,13.61
Icenc-SB0587_RecIntSerThrKin4_Icenc-SB0587,Nontoxin,Nontoxin,15.2
Icenc-SB0587_RecExpEnh4_Icenc-SB0587,Nontoxin,Nontoxin,53.82
Icenc-SB0587_RecExpEnh3_Icenc-SB0587,Nontoxin,Nontoxin,23.16
Icenc-SB0587_ReceptorExpEnh5_Icenc-SB0587,Nontoxin,Nontoxin,221.11
Icenc-SB0587_RecBindingCancer_Icenc-SB0587,Nontoxin,Nontoxin,454.92
Icenc-SB0587_RCC1BTB1_Icenc-SB0587,Nontoxin,Nontoxin,13
Icenc-SB0587_RasSuppressor-1_Icenc-SB0587,Nontoxin,Nontoxin,38.59
Icenc-SB0587_RasRab35_Icenc-SB0587,Nontoxin,Nontoxin,34.22
Icenc-SB0587_RasRab2_Icenc-SB0587,Nontoxin,Nontoxin,25.5
Icenc-SB0587_RasGTPBindingA_Icenc-SB0587,Nontoxin,Nontoxin,128.05
Icenc-SB0587_RasGTPaseBinding-2_Icenc-SB0587,Nontoxin,Nontoxin,26.6
Icenc-SB0587_rasGEF1A_Icenc-SB0587,Nontoxin,Nontoxin,12.56
Icenc-SB0587_Ras8_Icenc-SB0587,Nontoxin,Nontoxin,7.27
Icenc-SB0587_Rapamycin2-MAPKAP1_Icenc-SB0587,Nontoxin,Nontoxin,13.46
Icenc-SB0587_Rap-1A_Icenc-SB0587,Nontoxin,Nontoxin,129.18
Icenc-SB0587_RanGTPase1_Icenc-SB0587,Nontoxin,Nontoxin,32.6
Icenc-SB0587_RANBinding_Icenc-SB0587,Nontoxin,Nontoxin,105.48
Icenc-SB0587_ralBP1-Eps1_Icenc-SB0587,Nontoxin,Nontoxin,22.27
Icenc-SB0587_ralABinding1_Icenc-SB0587,Nontoxin,Nontoxin,4.88
Icenc-SB0587_Ral-B_Icenc-SB0587,Nontoxin,Nontoxin,17.55
Icenc-SB0587_RadicalFringe_Icenc-SB0587,Nontoxin,Nontoxin,47.88
Icenc-SB0587_RAD51C_Icenc-SB0587,Nontoxin,Nontoxin,7.58
Icenc-SB0587_RAD21_Icenc-SB0587,Nontoxin,Nontoxin,35.16
Icenc-SB0587_RacBstKin_Icenc-SB0587,Nontoxin,Nontoxin,44.67
Icenc-SB0587_RAC-a_Icenc-SB0587,Nontoxin,Nontoxin,11.07
Icenc-SB0587_RABRAS5_Icenc-SB0587,Nontoxin,Nontoxin,34.5
Icenc-SB0587_rabInh-b_Icenc-SB0587,Nontoxin,Nontoxin,295.83
Icenc-SB0587_RabGDPDisInh-a_Icenc-SB0587,Nontoxin,Nontoxin,56.08
Icenc-SB0587_Rab9A-1_Icenc-SB0587,Nontoxin,Nontoxin,82.94
Icenc-SB0587_Rab8B_Icenc-SB0587,Nontoxin,Nontoxin,34.53
Icenc-SB0587_RAB8_Icenc-SB0587,Nontoxin,Nontoxin,92.08
Icenc-SB0587_Rab7a_Icenc-SB0587,Nontoxin,Nontoxin,263.8
Icenc-SB0587_Rab5B_Icenc-SB0587,Nontoxin,Nontoxin,35.82
Icenc-SB0587_Rab5A_Icenc-SB0587,Nontoxin,Nontoxin,25.99
Icenc-SB0587_Rab4A_Icenc-SB0587,Nontoxin,Nontoxin,140.88
Icenc-SB0587_Rab3a_Icenc-SB0587,Nontoxin,Nontoxin,94.95
Icenc-SB0587_RAB35_Icenc-SB0587,Nontoxin,Nontoxin,50.74
Icenc-SB0587_Rab3_Icenc-SB0587,Nontoxin,Nontoxin,12.34
Icenc-SB0587_Rab27B_Icenc-SB0587,Nontoxin,Nontoxin,6.05
Icenc-SB0587_Rab24_Icenc-SB0587,Nontoxin,Nontoxin,90.99
Icenc-SB0587_Rab23_Icenc-SB0587,Nontoxin,Nontoxin,21.72
Icenc-SB0587_Rab14_Icenc-SB0587,Nontoxin,Nontoxin,141.72
Icenc-SB0587_Rab11B_Icenc-SB0587,Nontoxin,Nontoxin,20.17
Icenc-SB0587_RAB11a-2_Icenc-SB0587,Nontoxin,Nontoxin,92.24
Icenc-SB0587_Rab11A-1_Icenc-SB0587,Nontoxin,Nontoxin,125.59
Icenc-SB0587_Rab-4b_Icenc-SB0587,Nontoxin,Nontoxin,83.77
Icenc-SB0587_Rab-3D_Icenc-SB0587,Nontoxin,Nontoxin,67.09
Icenc-SB0587_Rab-2A_Icenc-SB0587,Nontoxin,Nontoxin,571.88
Icenc-SB0587_Rab-28_Icenc-SB0587,Nontoxin,Nontoxin,51.57
Icenc-SB0587_Rab-1b_Icenc-SB0587,Nontoxin,Nontoxin,168.76
Icenc-SB0587_Rab-1A-2_Icenc-SB0587,Nontoxin,Nontoxin,397.74
Icenc-SB0587_Rab-1A-1_Icenc-SB0587,Nontoxin,Nontoxin,218.88
Icenc-SB0587_Rab-18_Icenc-SB0587,Nontoxin,Nontoxin,176.14
Icenc-SB0587_Rab-10_Icenc-SB0587,Nontoxin,Nontoxin,213.67
Icenc-SB0587_r3h-2-1_Icenc-SB0587,Nontoxin,Nontoxin,14.83
Icenc-SB0587_R-Ras2_Icenc-SB0587,Nontoxin,Nontoxin,39.41
Icenc-SB0587_QuinoneOxidoreductase1_Icenc-SB0587,Nontoxin,Nontoxin,8.64
Icenc-SB0587_PyruvateDHKinase-3_Icenc-SB0587,Nontoxin,Nontoxin,30.69
Icenc-SB0587_PyruvateDH_Icenc-SB0587,Nontoxin,Nontoxin,89.01
Icenc-SB0587_PyrrolineCR2_Icenc-SB0587,Nontoxin,Nontoxin,44.15
Icenc-SB0587_PyroPep1_Icenc-SB0587,Nontoxin,Nontoxin,3.68
Icenc-SB0587_PurinePhosphorylase_Icenc-SB0587,Nontoxin,Nontoxin,7.28
Icenc-SB0587_PTP-b_Icenc-SB0587,Nontoxin,Nontoxin,46.32
Icenc-SB0587_PTEN_Icenc-SB0587,Nontoxin,Nontoxin,40.6
Icenc-SB0587_PTB-Cubilin-LRP1_Icenc-SB0587,Nontoxin,Nontoxin,2.9
Icenc-SB0587_PSerSyn1_Icenc-SB0587,Nontoxin,Nontoxin,21.19
Icenc-SB0587_PRPPSyn2_Icenc-SB0587,Nontoxin,Nontoxin,36.76
Icenc-SB0587_Prp31_Icenc-SB0587,Nontoxin,Nontoxin,41.21
Icenc-SB0587_ProtRed_Icenc-SB0587,Nontoxin,Nontoxin,92.4
Icenc-SB0587_Proteosome12_Icenc-SB0587,Nontoxin,Nontoxin,143.58
Icenc-SB0587_ProteasomeY_Icenc-SB0587,Nontoxin,Nontoxin,235.3
Icenc-SB0587_ProteasomeReg6_Icenc-SB0587,Nontoxin,Nontoxin,100.57
Icenc-SB0587_ProteasomeReg4_Icenc-SB0587,Nontoxin,Nontoxin,358.25
Icenc-SB0587_ProteasomeMat_Icenc-SB0587,Nontoxin,Nontoxin,1059.89
Icenc-SB0587_ProteasomeDSS1_Icenc-SB0587,Nontoxin,Nontoxin,848.32
Icenc-SB0587_ProteasomeChap1_Icenc-SB0587,Nontoxin,Nontoxin,21.56
Icenc-SB0587_ProteasomeB4_Icenc-SB0587,Nontoxin,Nontoxin,389.27
Icenc-SB0587_ProteasomeActivator-3_Icenc-SB0587,Nontoxin,Nontoxin,80.51
Icenc-SB0587_ProteasomeAct2_Icenc-SB0587,Nontoxin,Nontoxin,170.19
Icenc-SB0587_ProteasomeAct1_Icenc-SB0587,Nontoxin,Nontoxin,164.76
Icenc-SB0587_Proteasome7-2_Icenc-SB0587,Nontoxin,Nontoxin,145.23
Icenc-SB0587_Proteasome14_Icenc-SB0587,Nontoxin,Nontoxin,53.42
Icenc-SB0587_Proteasome13_Icenc-SB0587,Nontoxin,Nontoxin,93.51
Icenc-SB0587_Proteasome-b7_Icenc-SB0587,Nontoxin,Nontoxin,474.33
Icenc-SB0587_Proteasome-b3_Icenc-SB0587,Nontoxin,Nontoxin,551.78
Icenc-SB0587_Proteasome-b2_Icenc-SB0587,Nontoxin,Nontoxin,500.21
Icenc-SB0587_Proteasome-b1_Icenc-SB0587,Nontoxin,Nontoxin,464.08
Icenc-SB0587_Proteasome-a6_Icenc-SB0587,Nontoxin,Nontoxin,446.44
Icenc-SB0587_Proteasome-a5_Icenc-SB0587,Nontoxin,Nontoxin,256.29
Icenc-SB0587_Proteasome-a4_Icenc-SB0587,Nontoxin,Nontoxin,314.08
Icenc-SB0587_Proteasome-a3_Icenc-SB0587,Nontoxin,Nontoxin,576.9
Icenc-SB0587_Proteasome-a2_Icenc-SB0587,Nontoxin,Nontoxin,767.96
Icenc-SB0587_Proteasome-a1_Icenc-SB0587,Nontoxin,Nontoxin,270.27
Icenc-SB0587_Proteasome-6A_Icenc-SB0587,Nontoxin,Nontoxin,279.46
Icenc-SB0587_Protease8_Icenc-SB0587,Nontoxin,Nontoxin,230.47
Icenc-SB0587_Protease6B_Icenc-SB0587,Nontoxin,Nontoxin,82.87
Icenc-SB0587_Prot26S1_Icenc-SB0587,Nontoxin,Nontoxin,160.48
Icenc-SB0587_ProSynthCoTr_Icenc-SB0587,Nontoxin,Nontoxin,25.92
Icenc-SB0587_ProstaglandinRed2_Icenc-SB0587,Nontoxin,Nontoxin,20.38
Icenc-SB0587_ProstaglandinESyn3_Icenc-SB0587,Nontoxin,Nontoxin,751.32
Icenc-SB0587_ProRichNRC2_Icenc-SB0587,Nontoxin,Nontoxin,84.3
Icenc-SB0587_ProRich15_Icenc-SB0587,Nontoxin,Nontoxin,111.43
