gene_id,Toxin_Nontoxin,Toxin_Class,Icenc-SB0587.genes.results
Icenc-SB0587_TMP41A_Icenc-SB0587,Nontoxin,Nontoxin,3.84
Icenc-SB0587_TMP39A_Icenc-SB0587,Nontoxin,Nontoxin,70.56
Icenc-SB0587_TMP2830_Icenc-SB0587,Nontoxin,Nontoxin,26.98
Icenc-SB0587_TMP2-1_Icenc-SB0587,Nontoxin,Nontoxin,65.23
Icenc-SB0587_TMP185A_Icenc-SB0587,Nontoxin,Nontoxin,41.69
Icenc-SB0587_TMP180-2_Icenc-SB0587,Nontoxin,Nontoxin,40.31
Icenc-SB0587_TMP180-1_Icenc-SB0587,Nontoxin,Nontoxin,31.5
Icenc-SB0587_TMP165_Icenc-SB0587,Nontoxin,Nontoxin,135.75
Icenc-SB0587_TMP161B_Icenc-SB0587,Nontoxin,Nontoxin,15.06
Icenc-SB0587_TMP161A_Icenc-SB0587,Nontoxin,Nontoxin,20.69
Icenc-SB0587_TMP14C-2_Icenc-SB0587,Nontoxin,Nontoxin,9.55
Icenc-SB0587_TMP14C-1_Icenc-SB0587,Nontoxin,Nontoxin,378.15
Icenc-SB0587_TMP147_Icenc-SB0587,Nontoxin,Nontoxin,99.34
Icenc-SB0587_TMP127_Icenc-SB0587,Nontoxin,Nontoxin,13.21
Icenc-SB0587_TMP125_Icenc-SB0587,Nontoxin,Nontoxin,20.35
Icenc-SB0587_TMP115_Icenc-SB0587,Nontoxin,Nontoxin,35.81
Icenc-SB0587_TMP111_Icenc-SB0587,Nontoxin,Nontoxin,421.83
Icenc-SB0587_TMP106C_Icenc-SB0587,Nontoxin,Nontoxin,49.29
Icenc-SB0587_TMP-Channel7_Icenc-SB0587,Nontoxin,Nontoxin,82.55
Icenc-SB0587_TMP-C2orf18_Icenc-SB0587,Nontoxin,Nontoxin,25.24
Icenc-SB0587_TMP-9_Icenc-SB0587,Nontoxin,Nontoxin,39.2
Icenc-SB0587_TMP-63A_Icenc-SB0587,Nontoxin,Nontoxin,13.16
Icenc-SB0587_TMP-51_Icenc-SB0587,Nontoxin,Nontoxin,25.17
Icenc-SB0587_TMP-50B_Icenc-SB0587,Nontoxin,Nontoxin,18.82
Icenc-SB0587_TMP-19_Icenc-SB0587,Nontoxin,Nontoxin,12.7
Icenc-SB0587_TMP-188_Icenc-SB0587,Nontoxin,Nontoxin,5.29
Icenc-SB0587_TMP-144_Icenc-SB0587,Nontoxin,Nontoxin,28.51
Icenc-SB0587_TMP-135_Icenc-SB0587,Nontoxin,Nontoxin,21.95
Icenc-SB0587_TMP-120A_Icenc-SB0587,Nontoxin,Nontoxin,16.53
Icenc-SB0587_TMP-106B_Icenc-SB0587,Nontoxin,Nontoxin,57.37
Icenc-SB0587_TmEmp24b_Icenc-SB0587,Nontoxin,Nontoxin,599.8
Icenc-SB0587_TMBAXInh4_Icenc-SB0587,Nontoxin,Nontoxin,243.15
Icenc-SB0587_Tm63C_Icenc-SB0587,Nontoxin,Nontoxin,106.72
Icenc-SB0587_Tm17_Icenc-SB0587,Nontoxin,Nontoxin,16.4
Icenc-SB0587_Tm100_Icenc-SB0587,Nontoxin,Nontoxin,0.66
Icenc-SB0587_TIP41_Icenc-SB0587,Nontoxin,Nontoxin,25.02
Icenc-SB0587_Tim9_Icenc-SB0587,Nontoxin,Nontoxin,25.23
Icenc-SB0587_Tim8A_Icenc-SB0587,Nontoxin,Nontoxin,45.7
Icenc-SB0587_Tim23_Icenc-SB0587,Nontoxin,Nontoxin,293.55
Icenc-SB0587_TIM_Icenc-SB0587,Nontoxin,Nontoxin,271.68
Icenc-SB0587_TIF6_Icenc-SB0587,Nontoxin,Nontoxin,146.57
Icenc-SB0587_TIF5_Icenc-SB0587,Nontoxin,Nontoxin,777.47
Icenc-SB0587_TIF3-G_Icenc-SB0587,Nontoxin,Nontoxin,313.71
Icenc-SB0587_TIF2-3_Icenc-SB0587,Nontoxin,Nontoxin,335.07
Icenc-SB0587_TIF2-2_Icenc-SB0587,Nontoxin,Nontoxin,196.85
Icenc-SB0587_TIF1_Icenc-SB0587,Nontoxin,Nontoxin,2685.51
Icenc-SB0587_TIF-TFIID-7_Icenc-SB0587,Nontoxin,Nontoxin,39.74
Icenc-SB0587_TIF-IIA2_Icenc-SB0587,Nontoxin,Nontoxin,278.65
Icenc-SB0587_TIF-elf2B-g_Icenc-SB0587,Nontoxin,Nontoxin,38.51
Icenc-SB0587_TIF-5A-2_Icenc-SB0587,Nontoxin,Nontoxin,54.69
Icenc-SB0587_TIF-5A-1_Icenc-SB0587,Nontoxin,Nontoxin,484.44
Icenc-SB0587_TIF-4E1_Icenc-SB0587,Nontoxin,Nontoxin,540.05
Icenc-SB0587_TIF-4AIII_Icenc-SB0587,Nontoxin,Nontoxin,122.94
Icenc-SB0587_TIF-3L_Icenc-SB0587,Nontoxin,Nontoxin,171.62
Icenc-SB0587_TIF-3K_Icenc-SB0587,Nontoxin,Nontoxin,763.18
Icenc-SB0587_TIF-3I_Icenc-SB0587,Nontoxin,Nontoxin,801.46
Icenc-SB0587_TIF-3E_Icenc-SB0587,Nontoxin,Nontoxin,1021.48
Icenc-SB0587_TIF-3D_Icenc-SB0587,Nontoxin,Nontoxin,269.56
Icenc-SB0587_TIF-2D_Icenc-SB0587,Nontoxin,Nontoxin,21.69
Icenc-SB0587_TIF-2-1-1_Icenc-SB0587,Nontoxin,Nontoxin,122.99
Icenc-SB0587_ThyTF1asc26_Icenc-SB0587,Nontoxin,Nontoxin,60.48
Icenc-SB0587_Thymosin-b15A_Icenc-SB0587,Nontoxin,Nontoxin,4964.71
Icenc-SB0587_ThymicStromal_Icenc-SB0587,Nontoxin,Nontoxin,8.73
Icenc-SB0587_THUMP-3_Icenc-SB0587,Nontoxin,Nontoxin,20.36
Icenc-SB0587_Threonyl-tRNASyn_Icenc-SB0587,Nontoxin,Nontoxin,94.56
Icenc-SB0587_THO7_Icenc-SB0587,Nontoxin,Nontoxin,101.13
Icenc-SB0587_THO5_Icenc-SB0587,Nontoxin,Nontoxin,130.81
Icenc-SB0587_THO3_Icenc-SB0587,Nontoxin,Nontoxin,17.23
Icenc-SB0587_THO-4_Icenc-SB0587,Nontoxin,Nontoxin,294.45
Icenc-SB0587_ThioSMet_Icenc-SB0587,Nontoxin,Nontoxin,86.8
Icenc-SB0587_ThioredoxinReductase3_Icenc-SB0587,Nontoxin,Nontoxin,27.41
Icenc-SB0587_ThioredoxinInt_Icenc-SB0587,Nontoxin,Nontoxin,149.66
Icenc-SB0587_Thioredoxin9_Icenc-SB0587,Nontoxin,Nontoxin,129.87
Icenc-SB0587_Thioredoxin4A_Icenc-SB0587,Nontoxin,Nontoxin,48.71
Icenc-SB0587_Thioredoxin17_Icenc-SB0587,Nontoxin,Nontoxin,126.72
Icenc-SB0587_Thioredoxin-2_Icenc-SB0587,Nontoxin,Nontoxin,20.85
Icenc-SB0587_Thioredoxin-1_Icenc-SB0587,Nontoxin,Nontoxin,3546.44
Icenc-SB0587_THAP7_Icenc-SB0587,Nontoxin,Nontoxin,8.88
Icenc-SB0587_TGFBegr_Icenc-SB0587,Nontoxin,Nontoxin,31.51
Icenc-SB0587_TFMafF_Icenc-SB0587,Nontoxin,Nontoxin,25.21
Icenc-SB0587_TFIIH-XPB_Icenc-SB0587,Nontoxin,Nontoxin,16.32
Icenc-SB0587_TFIIE1_Icenc-SB0587,Nontoxin,Nontoxin,8.33
Icenc-SB0587_TFIID12_Icenc-SB0587,Nontoxin,Nontoxin,38.28
Icenc-SB0587_TFE4F1_Icenc-SB0587,Nontoxin,Nontoxin,11.91
Icenc-SB0587_TF-Y-g1_Icenc-SB0587,Nontoxin,Nontoxin,53.93
Icenc-SB0587_TF-SOX10_Icenc-SB0587,Nontoxin,Nontoxin,24.96
Icenc-SB0587_TF-LIM-LMO4_Icenc-SB0587,Nontoxin,Nontoxin,29.97
Icenc-SB0587_TF-IIH-5_Icenc-SB0587,Nontoxin,Nontoxin,39.92
Icenc-SB0587_TF-IIH-1_Icenc-SB0587,Nontoxin,Nontoxin,11.58
Icenc-SB0587_TF-IIF2_Icenc-SB0587,Nontoxin,Nontoxin,70.27
Icenc-SB0587_TF-IIE-2_Icenc-SB0587,Nontoxin,Nontoxin,45.64
Icenc-SB0587_TF-E3_Icenc-SB0587,Nontoxin,Nontoxin,15
Icenc-SB0587_TF-Dp1_Icenc-SB0587,Nontoxin,Nontoxin,18.12
Icenc-SB0587_TF-BTF3-2_Icenc-SB0587,Nontoxin,Nontoxin,921.72
Icenc-SB0587_TF-BTF3-1_Icenc-SB0587,Nontoxin,Nontoxin,365.28
Icenc-SB0587_TF-ATF4_Icenc-SB0587,Nontoxin,Nontoxin,743.06
Icenc-SB0587_TF-ATF1_Icenc-SB0587,Nontoxin,Nontoxin,13.88
Icenc-SB0587_TF-AP-1_Icenc-SB0587,Nontoxin,Nontoxin,92.66
Icenc-SB0587_TF-a-globinCP2_Icenc-SB0587,Nontoxin,Nontoxin,11.38
Icenc-SB0587_TEX261_Icenc-SB0587,Nontoxin,Nontoxin,77.88
Icenc-SB0587_Tetratricopeptide35_Icenc-SB0587,Nontoxin,Nontoxin,99.01
Icenc-SB0587_Tetratricopeptide27_Icenc-SB0587,Nontoxin,Nontoxin,11.76
Icenc-SB0587_Tetratricopeptide22_Icenc-SB0587,Nontoxin,Nontoxin,15.95
Icenc-SB0587_Tetratricopeptide1_Icenc-SB0587,Nontoxin,Nontoxin,63.37
Icenc-SB0587_Tetraspanin6_Icenc-SB0587,Nontoxin,Nontoxin,9.38
Icenc-SB0587_Tetraspanin31_Icenc-SB0587,Nontoxin,Nontoxin,9.91
Icenc-SB0587_Tetraspanin3-2_Icenc-SB0587,Nontoxin,Nontoxin,322.84
Icenc-SB0587_Tetraspanin15_Icenc-SB0587,Nontoxin,Nontoxin,12.24
Icenc-SB0587_Tetraspanin14_Icenc-SB0587,Nontoxin,Nontoxin,25.79
Icenc-SB0587_Tetraspanin13_Icenc-SB0587,Nontoxin,Nontoxin,188.06
Icenc-SB0587_Testin_Icenc-SB0587,Nontoxin,Nontoxin,27.72
Icenc-SB0587_TERATPase_Icenc-SB0587,Nontoxin,Nontoxin,49.3
Icenc-SB0587_TEFB1_Icenc-SB0587,Nontoxin,Nontoxin,312.76
Icenc-SB0587_TCTP_Icenc-SB0587,Nontoxin,Nontoxin,11214.67
Icenc-SB0587_TComplex1g_Icenc-SB0587,Nontoxin,Nontoxin,201.01
Icenc-SB0587_TComplex1eta_Icenc-SB0587,Nontoxin,Nontoxin,175.87
Icenc-SB0587_TComplex1e_Icenc-SB0587,Nontoxin,Nontoxin,392.61
Icenc-SB0587_TComplex1a_Icenc-SB0587,Nontoxin,Nontoxin,335.79
Icenc-SB0587_TComplex1-z_Icenc-SB0587,Nontoxin,Nontoxin,240.97
Icenc-SB0587_TComplex-1d_Icenc-SB0587,Nontoxin,Nontoxin,367.78
Icenc-SB0587_Tcomp1theta_Icenc-SB0587,Nontoxin,Nontoxin,250.99
Icenc-SB0587_tcomp1b_Icenc-SB0587,Nontoxin,Nontoxin,195.29
Icenc-SB0587_tcellImm_Icenc-SB0587,Nontoxin,Nontoxin,68.59
Icenc-SB0587_TCAM1_Icenc-SB0587,Nontoxin,Nontoxin,1631.07
Icenc-SB0587_TBC1m5_Icenc-SB0587,Nontoxin,Nontoxin,13.73
Icenc-SB0587_TBC1fm7_Icenc-SB0587,Nontoxin,Nontoxin,15.52
Icenc-SB0587_TBC1fm22B_Icenc-SB0587,Nontoxin,Nontoxin,10.48
Icenc-SB0587_TBC1-22A_Icenc-SB0587,Nontoxin,Nontoxin,10.39
Icenc-SB0587_TBC1-17_Icenc-SB0587,Nontoxin,Nontoxin,25.71
Icenc-SB0587_TBC1-15_Icenc-SB0587,Nontoxin,Nontoxin,22.63
Icenc-SB0587_Tax1Binding-3_Icenc-SB0587,Nontoxin,Nontoxin,45.33
Icenc-SB0587_TaurineTrans_Icenc-SB0587,Nontoxin,Nontoxin,9.81
Icenc-SB0587_TATDN3_Icenc-SB0587,Nontoxin,Nontoxin,13.73
Icenc-SB0587_TATAbp_Icenc-SB0587,Nontoxin,Nontoxin,7.58
Icenc-SB0587_Tafazzin_Icenc-SB0587,Nontoxin,Nontoxin,26.91
Icenc-SB0587_SYS1_Icenc-SB0587,Nontoxin,Nontoxin,9.38
Icenc-SB0587_Syntenin1-1_Icenc-SB0587,Nontoxin,Nontoxin,130.83
Icenc-SB0587_SyntaxinBinding2_Icenc-SB0587,Nontoxin,Nontoxin,24.95
Icenc-SB0587_SyntaxinBinding-3_Icenc-SB0587,Nontoxin,Nontoxin,29.2
Icenc-SB0587_syntaxin8_Icenc-SB0587,Nontoxin,Nontoxin,80.71
Icenc-SB0587_Syntaxin6_Icenc-SB0587,Nontoxin,Nontoxin,7.66
Icenc-SB0587_Syntaxin5_Icenc-SB0587,Nontoxin,Nontoxin,86.44
Icenc-SB0587_Syntaxin4_Icenc-SB0587,Nontoxin,Nontoxin,16.16
Icenc-SB0587_Syntaxin12_Icenc-SB0587,Nontoxin,Nontoxin,26.13
Icenc-SB0587_SynembrynB_Icenc-SB0587,Nontoxin,Nontoxin,46.77
Icenc-SB0587_Syndecan4_Icenc-SB0587,Nontoxin,Nontoxin,90.93
Icenc-SB0587_Synaptojanin2_Icenc-SB0587,Nontoxin,Nontoxin,34.65
Icenc-SB0587_Synaptogyrin2_Icenc-SB0587,Nontoxin,Nontoxin,387.15
Icenc-SB0587_Synaptobrevin_Icenc-SB0587,Nontoxin,Nontoxin,27.96
Icenc-SB0587_SwitchAssoc-70_Icenc-SB0587,Nontoxin,Nontoxin,41.99
Icenc-SB0587_SWI-SNFRegulator-E1_Icenc-SB0587,Nontoxin,Nontoxin,57.92
Icenc-SB0587_SWI-SNF-2_Icenc-SB0587,Nontoxin,Nontoxin,21.18
Icenc-SB0587_SWEET1_Icenc-SB0587,Nontoxin,Nontoxin,166.27
Icenc-SB0587_SurvivalMotorNeuron1_Icenc-SB0587,Nontoxin,Nontoxin,75.5
Icenc-SB0587_Surfeit4-1_Icenc-SB0587,Nontoxin,Nontoxin,96.3
Icenc-SB0587_SuppVarieg39_Icenc-SB0587,Nontoxin,Nontoxin,7.59
Icenc-SB0587_SuppCytSig4_Icenc-SB0587,Nontoxin,Nontoxin,7.35
Icenc-SB0587_SuppCytokin6_Icenc-SB0587,Nontoxin,Nontoxin,5.46
Icenc-SB0587_SuperoxideDismutaseMn_Icenc-SB0587,Nontoxin,Nontoxin,90.25
Icenc-SB0587_SUMO-UBC9-B_Icenc-SB0587,Nontoxin,Nontoxin,117.26
Icenc-SB0587_SulphoglucosamineSulphohydrolase_Icenc-SB0587,Nontoxin,Nontoxin,15.44
Icenc-SB0587_SulfurTransferase_Icenc-SB0587,Nontoxin,Nontoxin,68.89
Icenc-SB0587_Sulfotransferase1A1_Icenc-SB0587,Nontoxin,Nontoxin,49.75
Icenc-SB0587_Sulfatase2_Icenc-SB0587,Nontoxin,Nontoxin,8.21
Icenc-SB0587_Succinyltransferase_Icenc-SB0587,Nontoxin,Nontoxin,131.43
Icenc-SB0587_SuccinylCoALig-b_Icenc-SB0587,Nontoxin,Nontoxin,170.99
Icenc-SB0587_SuccCoALig_Icenc-SB0587,Nontoxin,Nontoxin,251.75
Icenc-SB0587_StructMaint3_Icenc-SB0587,Nontoxin,Nontoxin,39.16
Icenc-SB0587_StromMemGTPase_Icenc-SB0587,Nontoxin,Nontoxin,67.27
Icenc-SB0587_StromalMembrane2-2_Icenc-SB0587,Nontoxin,Nontoxin,11.52
Icenc-SB0587_StressER1_Icenc-SB0587,Nontoxin,Nontoxin,1798.69
Icenc-SB0587_StessInduced1_Icenc-SB0587,Nontoxin,Nontoxin,108.76
Icenc-SB0587_SterolReductase_Icenc-SB0587,Nontoxin,Nontoxin,31.58
Icenc-SB0587_SterolrebTF1_Icenc-SB0587,Nontoxin,Nontoxin,172.91
Icenc-SB0587_STEAP3_Icenc-SB0587,Nontoxin,Nontoxin,7.68
Icenc-SB0587_STE20-2_Icenc-SB0587,Nontoxin,Nontoxin,203.22
Icenc-SB0587_STE20-1_Icenc-SB0587,Nontoxin,Nontoxin,22.38
Icenc-SB0587_Stathmin_Icenc-SB0587,Nontoxin,Nontoxin,46.67
Icenc-SB0587_stAR3_Icenc-SB0587,Nontoxin,Nontoxin,78.11
Icenc-SB0587_ST3Gal-IV_Icenc-SB0587,Nontoxin,Nontoxin,1.99
Icenc-SB0587_SS182_Icenc-SB0587,Nontoxin,Nontoxin,94.58
Icenc-SB0587_SqualeneSyn_Icenc-SB0587,Nontoxin,Nontoxin,45.86
Icenc-SB0587_SPRYSOCS3_Icenc-SB0587,Nontoxin,Nontoxin,24.5
Icenc-SB0587_Sprouty1_Icenc-SB0587,Nontoxin,Nontoxin,24.96
Icenc-SB0587_Sprouty-2_Icenc-SB0587,Nontoxin,Nontoxin,11.21
Icenc-SB0587_Sprouty_Icenc-SB0587,Nontoxin,Nontoxin,13.68
Icenc-SB0587_Splicing3B-5_Icenc-SB0587,Nontoxin,Nontoxin,73.92
Icenc-SB0587_Spinster1_Icenc-SB0587,Nontoxin,Nontoxin,13.22
Icenc-SB0587_SpindlinZ_Icenc-SB0587,Nontoxin,Nontoxin,45.81
Icenc-SB0587_SpindleAssembly-MAD2B_Icenc-SB0587,Nontoxin,Nontoxin,9.98
Icenc-SB0587_Sphingosine1_Icenc-SB0587,Nontoxin,Nontoxin,28.4
Icenc-SB0587_SPhaseKin_Icenc-SB0587,Nontoxin,Nontoxin,439.96
Icenc-SB0587_SPF27_Icenc-SB0587,Nontoxin,Nontoxin,108.14
Icenc-SB0587_SpermSynth_Icenc-SB0587,Nontoxin,Nontoxin,13.92
Icenc-SB0587_SpermineOx_Icenc-SB0587,Nontoxin,Nontoxin,19.52
Icenc-SB0587_SpermatogenesisSerine2_Icenc-SB0587,Nontoxin,Nontoxin,27.28
Icenc-SB0587_SpermAssoc2_Icenc-SB0587,Nontoxin,Nontoxin,8.27
Icenc-SB0587_SpecklePOZ-1_Icenc-SB0587,Nontoxin,Nontoxin,22.79
Icenc-SB0587_SPARC_Icenc-SB0587,Nontoxin,Nontoxin,60.91
Icenc-SB0587_SOSS-C_Icenc-SB0587,Nontoxin,Nontoxin,99.82
Icenc-SB0587_SortNexin30_Icenc-SB0587,Nontoxin,Nontoxin,23.53
Icenc-SB0587_SortingNexin9_Icenc-SB0587,Nontoxin,Nontoxin,29.4
Icenc-SB0587_SortingNexin33_Icenc-SB0587,Nontoxin,Nontoxin,30.76
Icenc-SB0587_Sorting50_Icenc-SB0587,Nontoxin,Nontoxin,108.77
Icenc-SB0587_Somatostatin2_Icenc-SB0587,Nontoxin,Nontoxin,41.21
Icenc-SB0587_SolCarr40m1_Icenc-SB0587,Nontoxin,Nontoxin,14.95
Icenc-SB0587_SolCarr39_Icenc-SB0587,Nontoxin,Nontoxin,101.77
Icenc-SB0587_SolCarr38_Icenc-SB0587,Nontoxin,Nontoxin,13.6
Icenc-SB0587_SolCarr30_Icenc-SB0587,Nontoxin,Nontoxin,66.95
Icenc-SB0587_SolCarr2Tm12b_Icenc-SB0587,Nontoxin,Nontoxin,44.91
Icenc-SB0587_SodClGlyc1_Icenc-SB0587,Nontoxin,Nontoxin,5.69
Icenc-SB0587_SNRp-SmD2_Icenc-SB0587,Nontoxin,Nontoxin,94.68
Icenc-SB0587_snRnpE_Icenc-SB0587,Nontoxin,Nontoxin,72.37
Icenc-SB0587_snRNA-LSm2_Icenc-SB0587,Nontoxin,Nontoxin,46.76
Icenc-SB0587_smRNA143kDa_Icenc-SB0587,Nontoxin,Nontoxin,9.8
Icenc-SB0587_SMG9_Icenc-SB0587,Nontoxin,Nontoxin,21.5
Icenc-SB0587_SmD3_Icenc-SB0587,Nontoxin,Nontoxin,265.99
Icenc-SB0587_SMC1A_Icenc-SB0587,Nontoxin,Nontoxin,30.22
Icenc-SB0587_SmallUbMod1_Icenc-SB0587,Nontoxin,Nontoxin,141.14
Icenc-SB0587_SmallCellAdh_Icenc-SB0587,Nontoxin,Nontoxin,66.6
Icenc-SB0587_Slowmo2_Icenc-SB0587,Nontoxin,Nontoxin,30.22
Icenc-SB0587_Slowmo1_Icenc-SB0587,Nontoxin,Nontoxin,6.66
Icenc-SB0587_SLC41-2_Icenc-SB0587,Nontoxin,Nontoxin,110.79
Icenc-SB0587_SLC25-39_Icenc-SB0587,Nontoxin,Nontoxin,71.42
Icenc-SB0587_SLC22-15_Icenc-SB0587,Nontoxin,Nontoxin,12.98
Icenc-SB0587_SLAIN_Icenc-SB0587,Nontoxin,Nontoxin,21.86
Icenc-SB0587_SjoegrenSNA1_Icenc-SB0587,Nontoxin,Nontoxin,111.2
Icenc-SB0587_Sirtuin5_Icenc-SB0587,Nontoxin,Nontoxin,65
Icenc-SB0587_Sirtuin2_Icenc-SB0587,Nontoxin,Nontoxin,33.88
Icenc-SB0587_SIRT1_Icenc-SB0587,Nontoxin,Nontoxin,39.38
Icenc-SB0587_SigPep1_Icenc-SB0587,Nontoxin,Nontoxin,706.9
Icenc-SB0587_SignalTransducerAct-3_Icenc-SB0587,Nontoxin,Nontoxin,15.62
Icenc-SB0587_SignalTranscudingAdapter2_Icenc-SB0587,Nontoxin,Nontoxin,21.84
Icenc-SB0587_SignalRecPart-a_Icenc-SB0587,Nontoxin,Nontoxin,134.05
Icenc-SB0587_SignalRec9_Icenc-SB0587,Nontoxin,Nontoxin,96.09
Icenc-SB0587_SignalRec54_Icenc-SB0587,Nontoxin,Nontoxin,169.36
Icenc-SB0587_SignalPeptidase3_Icenc-SB0587,Nontoxin,Nontoxin,657.61
Icenc-SB0587_Sialin_Icenc-SB0587,Nontoxin,Nontoxin,138.44
Icenc-SB0587_SialicAcidSyn_Icenc-SB0587,Nontoxin,Nontoxin,19.83
Icenc-SB0587_ShortCCA_Icenc-SB0587,Nontoxin,Nontoxin,19.05
Icenc-SB0587_SHOC2_Icenc-SB0587,Nontoxin,Nontoxin,34.54
Icenc-SB0587_SH3P2_Icenc-SB0587,Nontoxin,Nontoxin,87.04
Icenc-SB0587_SH3-HSC84_Icenc-SB0587,Nontoxin,Nontoxin,160.93
Icenc-SB0587_SH3-2_Icenc-SB0587,Nontoxin,Nontoxin,7.27
Icenc-SB0587_SH3-1_Icenc-SB0587,Nontoxin,Nontoxin,148.19
Icenc-SB0587_SFT2B_Icenc-SB0587,Nontoxin,Nontoxin,10.38
Icenc-SB0587_SFT2A_Icenc-SB0587,Nontoxin,Nontoxin,44.85
Icenc-SB0587_sformylglutathioneHydrolase_Icenc-SB0587,Nontoxin,Nontoxin,110.02
Icenc-SB0587_SF45_Icenc-SB0587,Nontoxin,Nontoxin,72.6
Icenc-SB0587_SF18_Icenc-SB0587,Nontoxin,Nontoxin,37.41
Icenc-SB0587_SF-U2AF_Icenc-SB0587,Nontoxin,Nontoxin,134.35
Icenc-SB0587_SF-SYF1_Icenc-SB0587,Nontoxin,Nontoxin,13.1
Icenc-SB0587_SF-3B3_Icenc-SB0587,Nontoxin,Nontoxin,44.21
Icenc-SB0587_SF-3A3_Icenc-SB0587,Nontoxin,Nontoxin,192.88
Icenc-SB0587_Seryl-tRNASyn_Icenc-SB0587,Nontoxin,Nontoxin,139.71
Icenc-SB0587_SerThrPP6-3_Icenc-SB0587,Nontoxin,Nontoxin,24.47
Icenc-SB0587_SerThrPP6_Icenc-SB0587,Nontoxin,Nontoxin,77.1
Icenc-SB0587_SerThrPP4-3B_Icenc-SB0587,Nontoxin,Nontoxin,10.53
Icenc-SB0587_SerThrPP4-3A_Icenc-SB0587,Nontoxin,Nontoxin,13.44
Icenc-SB0587_SerThrPP4-2-1_Icenc-SB0587,Nontoxin,Nontoxin,41.65
Icenc-SB0587_SerThrPP2A-b_Icenc-SB0587,Nontoxin,Nontoxin,349.76
Icenc-SB0587_SerThrPP2A_Icenc-SB0587,Nontoxin,Nontoxin,14.66
Icenc-SB0587_SerThrPP-PP1g_Icenc-SB0587,Nontoxin,Nontoxin,196.13
Icenc-SB0587_SerThrPP-PP1b_Icenc-SB0587,Nontoxin,Nontoxin,588.49
Icenc-SB0587_SerThrPP-PP1a_Icenc-SB0587,Nontoxin,Nontoxin,155.05
Icenc-SB0587_SerThrPP-2B-g_Icenc-SB0587,Nontoxin,Nontoxin,48.06
Icenc-SB0587_SerThrPP-2Aa_Icenc-SB0587,Nontoxin,Nontoxin,136.08
Icenc-SB0587_SerThrPP-2A-65Aa_Icenc-SB0587,Nontoxin,Nontoxin,104.95
Icenc-SB0587_SerThrPKin-RIO3_Icenc-SB0587,Nontoxin,Nontoxin,38.45
Icenc-SB0587_SerThrKinTBK1_Icenc-SB0587,Nontoxin,Nontoxin,27.39
Icenc-SB0587_SerThrKinSgk3_Icenc-SB0587,Nontoxin,Nontoxin,7.64
Icenc-SB0587_SerThrKinPAK2_Icenc-SB0587,Nontoxin,Nontoxin,6.64
Icenc-SB0587_SerThrKinNek6_Icenc-SB0587,Nontoxin,Nontoxin,60.62
Icenc-SB0587_SerThrKinMST4_Icenc-SB0587,Nontoxin,Nontoxin,46.26
Icenc-SB0587_SerThrKin38_Icenc-SB0587,Nontoxin,Nontoxin,4.88
Icenc-SB0587_SerThrKin25_Icenc-SB0587,Nontoxin,Nontoxin,16.92
Icenc-SB0587_SerThrKin24_Icenc-SB0587,Nontoxin,Nontoxin,5.79
Icenc-SB0587_SerThrKin2_Icenc-SB0587,Nontoxin,Nontoxin,15.54
Icenc-SB0587_SerThrKin19_Icenc-SB0587,Nontoxin,Nontoxin,42.92
Icenc-SB0587_SerThrKin17B_Icenc-SB0587,Nontoxin,Nontoxin,12.42
Icenc-SB0587_SerThrKin16_Icenc-SB0587,Nontoxin,Nontoxin,32.19
Icenc-SB0587_SerThrKin-VRK3_Icenc-SB0587,Nontoxin,Nontoxin,27.25
Icenc-SB0587_SerThrKin-VRK1_Icenc-SB0587,Nontoxin,Nontoxin,25.7
Icenc-SB0587_SerThrKin-tousled1_Icenc-SB0587,Nontoxin,Nontoxin,19.06
Icenc-SB0587_SerThrKin-RIO1_Icenc-SB0587,Nontoxin,Nontoxin,14.97
Icenc-SB0587_SerThrKin-RAF_Icenc-SB0587,Nontoxin,Nontoxin,49.91
Icenc-SB0587_SerThrKin-pim3_Icenc-SB0587,Nontoxin,Nontoxin,251.74
Icenc-SB0587_SerThrKin_Icenc-SB0587,Nontoxin,Nontoxin,124
Icenc-SB0587_SerThreTyr_Icenc-SB0587,Nontoxin,Nontoxin,28.23
Icenc-SB0587_SerThrePhosph-2A-B-gamma_Icenc-SB0587,Nontoxin,Nontoxin,17.91
Icenc-SB0587_SerThr2Ba_Icenc-SB0587,Nontoxin,Nontoxin,31.36
Icenc-SB0587_SerThr2A56kDa-2_Icenc-SB0587,Nontoxin,Nontoxin,10.83
Icenc-SB0587_SerpinB6_Icenc-SB0587,Nontoxin,Nontoxin,25.19
Icenc-SB0587_SerPalmitoyltransferaseA_Icenc-SB0587,Nontoxin,Nontoxin,131.34
Icenc-SB0587_SerPalm2_Icenc-SB0587,Nontoxin,Nontoxin,16.52
Icenc-SB0587_SerPalm1_Icenc-SB0587,Nontoxin,Nontoxin,33.19
Icenc-SB0587_SerineIncorp2_Icenc-SB0587,Nontoxin,Nontoxin,31.48
Icenc-SB0587_SerIncorporator5_Icenc-SB0587,Nontoxin,Nontoxin,25.33
Icenc-SB0587_SerIncorporator3_Icenc-SB0587,Nontoxin,Nontoxin,99.42
Icenc-SB0587_SerHydMeT2_Icenc-SB0587,Nontoxin,Nontoxin,41.82
Icenc-SB0587_SerArgSplicingFactor12_Icenc-SB0587,Nontoxin,Nontoxin,15.35
