gene_id,Toxin_Nontoxin,Toxin_Class,Icenc-SB0699.genes.results
Icenc-SB0699_RpS23-1_Icenc-SB0699,Nontoxin,Nontoxin,483.49
Icenc-SB0699_RpS23_Icenc-SB0699,Nontoxin,Nontoxin,1288.64
Icenc-SB0699_RpS21_Icenc-SB0699,Nontoxin,Nontoxin,684.19
Icenc-SB0699_RpS20_Icenc-SB0699,Nontoxin,Nontoxin,2313.24
Icenc-SB0699_RpS19_Icenc-SB0699,Nontoxin,Nontoxin,1334.37
Icenc-SB0699_RpS17_Icenc-SB0699,Nontoxin,Nontoxin,973.01
Icenc-SB0699_RpS16_Icenc-SB0699,Nontoxin,Nontoxin,795.91
Icenc-SB0699_RpS15a_Icenc-SB0699,Nontoxin,Nontoxin,2365.62
Icenc-SB0699_RpS15_Icenc-SB0699,Nontoxin,Nontoxin,1751.18
Icenc-SB0699_RpS14_Icenc-SB0699,Nontoxin,Nontoxin,1214.85
Icenc-SB0699_RpS12_Icenc-SB0699,Nontoxin,Nontoxin,2280.26
Icenc-SB0699_RpS11_Icenc-SB0699,Nontoxin,Nontoxin,1414.32
Icenc-SB0699_RpS10_Icenc-SB0699,Nontoxin,Nontoxin,2189.45
Icenc-SB0699_RPPPKin1_Icenc-SB0699,Nontoxin,Nontoxin,44.18
Icenc-SB0699_RpL9_Icenc-SB0699,Nontoxin,Nontoxin,979.93
Icenc-SB0699_RpL8_Icenc-SB0699,Nontoxin,Nontoxin,1185.54
Icenc-SB0699_RpL7-2_Icenc-SB0699,Nontoxin,Nontoxin,40.2
Icenc-SB0699_RpL7-1_Icenc-SB0699,Nontoxin,Nontoxin,1549.89
Icenc-SB0699_RpL6_Icenc-SB0699,Nontoxin,Nontoxin,1620.06
Icenc-SB0699_RpL5_Icenc-SB0699,Nontoxin,Nontoxin,1315.16
Icenc-SB0699_RpL40_Icenc-SB0699,Nontoxin,Nontoxin,1047.28
Icenc-SB0699_RpL39_Icenc-SB0699,Nontoxin,Nontoxin,2935.86
Icenc-SB0699_RpL38_Icenc-SB0699,Nontoxin,Nontoxin,1057.72
Icenc-SB0699_Rpl37a_Icenc-SB0699,Nontoxin,Nontoxin,1723.34
Icenc-SB0699_RpL37_Icenc-SB0699,Nontoxin,Nontoxin,1879.97
Icenc-SB0699_RpL36a_Icenc-SB0699,Nontoxin,Nontoxin,2926.8
Icenc-SB0699_RpL36_Icenc-SB0699,Nontoxin,Nontoxin,1308.93
Icenc-SB0699_RpL35a_Icenc-SB0699,Nontoxin,Nontoxin,1074.57
Icenc-SB0699_RpL34_Icenc-SB0699,Nontoxin,Nontoxin,896.22
Icenc-SB0699_RpL32_Icenc-SB0699,Nontoxin,Nontoxin,1962.98
Icenc-SB0699_RpL31_Icenc-SB0699,Nontoxin,Nontoxin,1365.96
Icenc-SB0699_RpL30_Icenc-SB0699,Nontoxin,Nontoxin,1699.08
Icenc-SB0699_RpL3_Icenc-SB0699,Nontoxin,Nontoxin,778.61
Icenc-SB0699_RpL27a_Icenc-SB0699,Nontoxin,Nontoxin,1715.49
Icenc-SB0699_RpL26_Icenc-SB0699,Nontoxin,Nontoxin,2003.95
Icenc-SB0699_RpL24_Icenc-SB0699,Nontoxin,Nontoxin,1360.89
Icenc-SB0699_RpL23_Icenc-SB0699,Nontoxin,Nontoxin,1911.29
Icenc-SB0699_RpL22-2_Icenc-SB0699,Nontoxin,Nontoxin,214.54
Icenc-SB0699_RpL21_Icenc-SB0699,Nontoxin,Nontoxin,1844.99
Icenc-SB0699_RpL18a_Icenc-SB0699,Nontoxin,Nontoxin,2455.51
Icenc-SB0699_RpL17_Icenc-SB0699,Nontoxin,Nontoxin,1535.52
Icenc-SB0699_RpL15_Icenc-SB0699,Nontoxin,Nontoxin,1106.88
Icenc-SB0699_RpL14_Icenc-SB0699,Nontoxin,Nontoxin,1393.7
Icenc-SB0699_RpL13a_Icenc-SB0699,Nontoxin,Nontoxin,1234.36
Icenc-SB0699_RpL13_Icenc-SB0699,Nontoxin,Nontoxin,1247.66
Icenc-SB0699_RpL12_Icenc-SB0699,Nontoxin,Nontoxin,1179.14
Icenc-SB0699_RpL11_Icenc-SB0699,Nontoxin,Nontoxin,2245.67
Icenc-SB0699_RpL10_Icenc-SB0699,Nontoxin,Nontoxin,1487.67
Icenc-SB0699_RPF2_Icenc-SB0699,Nontoxin,Nontoxin,14.84
Icenc-SB0699_RPAC2_Icenc-SB0699,Nontoxin,Nontoxin,36.33
Icenc-SB0699_RPABC5_Icenc-SB0699,Nontoxin,Nontoxin,101.32
Icenc-SB0699_RPABC4_Icenc-SB0699,Nontoxin,Nontoxin,66.35
Icenc-SB0699_ROSM1_Icenc-SB0699,Nontoxin,Nontoxin,261.83
Icenc-SB0699_RnDPR_Icenc-SB0699,Nontoxin,Nontoxin,16.04
Icenc-SB0699_RNAPolyIIIRepressor-MAF1_Icenc-SB0699,Nontoxin,Nontoxin,63.36
Icenc-SB0699_RNAPolyII-Transcription7_Icenc-SB0699,Nontoxin,Nontoxin,15.33
Icenc-SB0699_RNAPolyI-RPA49_Icenc-SB0699,Nontoxin,Nontoxin,5.32
Icenc-SB0699_RNAPolyI-RPA12-1_Icenc-SB0699,Nontoxin,Nontoxin,8.29
Icenc-SB0699_RNAPolTran-p15_Icenc-SB0699,Nontoxin,Nontoxin,106.41
Icenc-SB0699_RnaPolIIIH_Icenc-SB0699,Nontoxin,Nontoxin,11.15
Icenc-SB0699_RNAPolIII-RPC5_Icenc-SB0699,Nontoxin,Nontoxin,18.85
Icenc-SB0699_RNAPolIII-RPC4_Icenc-SB0699,Nontoxin,Nontoxin,8
Icenc-SB0699_RNAPolIIE_Icenc-SB0699,Nontoxin,Nontoxin,42.55
Icenc-SB0699_RNAPolII8_Icenc-SB0699,Nontoxin,Nontoxin,31.13
Icenc-SB0699_RNAPolII20_Icenc-SB0699,Nontoxin,Nontoxin,7.3
Icenc-SB0699_RNAPolII-RPB7_Icenc-SB0699,Nontoxin,Nontoxin,108.63
Icenc-SB0699_RNAPolII-RPB4_Icenc-SB0699,Nontoxin,Nontoxin,46.83
Icenc-SB0699_RNAPolII-RPB3_Icenc-SB0699,Nontoxin,Nontoxin,43.58
Icenc-SB0699_RNAPolII-RPB11-a_Icenc-SB0699,Nontoxin,Nontoxin,88.09
Icenc-SB0699_RNAPolII-3_Icenc-SB0699,Nontoxin,Nontoxin,26.01
Icenc-SB0699_RNAPolIELL2_Icenc-SB0699,Nontoxin,Nontoxin,47.45
Icenc-SB0699_RnaMeT3_Icenc-SB0699,Nontoxin,Nontoxin,4.22
Icenc-SB0699_RNAHelicaseDDX19B_Icenc-SB0699,Nontoxin,Nontoxin,36.14
Icenc-SB0699_RNAHelicaseDDX1_Icenc-SB0699,Nontoxin,Nontoxin,34.68
Icenc-SB0699_RNAHelicase-DDX6-1_Icenc-SB0699,Nontoxin,Nontoxin,3.11
Icenc-SB0699_RNAHelicase-DDX39_Icenc-SB0699,Nontoxin,Nontoxin,37.1
Icenc-SB0699_RNABinding7-1_Icenc-SB0699,Nontoxin,Nontoxin,13.05
Icenc-SB0699_RNABinding47_Icenc-SB0699,Nontoxin,Nontoxin,15.42
Icenc-SB0699_RNABinding-PNO1_Icenc-SB0699,Nontoxin,Nontoxin,21.86
Icenc-SB0699_RNABinding-2_Icenc-SB0699,Nontoxin,Nontoxin,5.82
Icenc-SB0699_RNABind8A_Icenc-SB0699,Nontoxin,Nontoxin,98.89
Icenc-SB0699_RMD5-A_Icenc-SB0699,Nontoxin,Nontoxin,9.86
Icenc-SB0699_RLP24_Icenc-SB0699,Nontoxin,Nontoxin,105.24
Icenc-SB0699_Rit1_Icenc-SB0699,Nontoxin,Nontoxin,20.39
Icenc-SB0699_RINGFinger103_Icenc-SB0699,Nontoxin,Nontoxin,17.2
Icenc-SB0699_RINGFinger-121_Icenc-SB0699,Nontoxin,Nontoxin,43.73
Icenc-SB0699_RINGBox2_Icenc-SB0699,Nontoxin,Nontoxin,69.25
Icenc-SB0699_RING146_Icenc-SB0699,Nontoxin,Nontoxin,20.56
Icenc-SB0699_RING11_Icenc-SB0699,Nontoxin,Nontoxin,21.18
Icenc-SB0699_RING-126_Icenc-SB0699,Nontoxin,Nontoxin,16.41
Icenc-SB0699_RibS10_Icenc-SB0699,Nontoxin,Nontoxin,26.38
Icenc-SB0699_RibRNA36_Icenc-SB0699,Nontoxin,Nontoxin,5.51
Icenc-SB0699_RibPhos3Epi_Icenc-SB0699,Nontoxin,Nontoxin,13.87
Icenc-SB0699_RibosePPKin2_Icenc-SB0699,Nontoxin,Nontoxin,26.18
Icenc-SB0699_Ribose5PhosphateIsomerase_Icenc-SB0699,Nontoxin,Nontoxin,16.9
Icenc-SB0699_RibonucleosideM2_Icenc-SB0699,Nontoxin,Nontoxin,18.96
Icenc-SB0699_RibonucleoproteinComp_Icenc-SB0699,Nontoxin,Nontoxin,8.85
Icenc-SB0699_RibonucleoproteinB_Icenc-SB0699,Nontoxin,Nontoxin,27.78
Icenc-SB0699_RibonucleoproteinA_Icenc-SB0699,Nontoxin,Nontoxin,23.79
Icenc-SB0699_Ribonucleoprotein2-H-ACA_Icenc-SB0699,Nontoxin,Nontoxin,59.32
Icenc-SB0699_Ribonucleoprotein-IMP3_Icenc-SB0699,Nontoxin,Nontoxin,16.03
Icenc-SB0699_RibonucleaseP-p14-1_Icenc-SB0699,Nontoxin,Nontoxin,22.85
Icenc-SB0699_RibonucleaseInh_Icenc-SB0699,Nontoxin,Nontoxin,93.2
Icenc-SB0699_RibonucleaseH1_Icenc-SB0699,Nontoxin,Nontoxin,60.44
Icenc-SB0699_Ribonuclease-k_Icenc-SB0699,Nontoxin,Nontoxin,203.45
Icenc-SB0699_Ribonuclease-H2-A_Icenc-SB0699,Nontoxin,Nontoxin,10.92
Icenc-SB0699_ribokinase_Icenc-SB0699,Nontoxin,Nontoxin,10.47
Icenc-SB0699_RiboflavinKin_Icenc-SB0699,Nontoxin,Nontoxin,4.64
Icenc-SB0699_RibDiRedM2B_Icenc-SB0699,Nontoxin,Nontoxin,4.39
Icenc-SB0699_RhombDom1_Icenc-SB0699,Nontoxin,Nontoxin,18.46
Icenc-SB0699_RhoGTPBinding-RhoC_Icenc-SB0699,Nontoxin,Nontoxin,4.49
Icenc-SB0699_rhoGTPase18_Icenc-SB0699,Nontoxin,Nontoxin,25.81
Icenc-SB0699_RhoGTPase1-2_Icenc-SB0699,Nontoxin,Nontoxin,6.52
Icenc-SB0699_rhoDissInh1_Icenc-SB0699,Nontoxin,Nontoxin,169.31
Icenc-SB0699_RhoA_Icenc-SB0699,Nontoxin,Nontoxin,243.81
Icenc-SB0699_RetinolDH8_Icenc-SB0699,Nontoxin,Nontoxin,10
Icenc-SB0699_RetinolBinding5_Icenc-SB0699,Nontoxin,Nontoxin,19.15
Icenc-SB0699_RetinalDH1-2_Icenc-SB0699,Nontoxin,Nontoxin,6.44
Icenc-SB0699_Reticulon3_Icenc-SB0699,Nontoxin,Nontoxin,244.17
Icenc-SB0699_Reticulocalbin1_Icenc-SB0699,Nontoxin,Nontoxin,211.07
Icenc-SB0699_RetBind5_Icenc-SB0699,Nontoxin,Nontoxin,4.44
Icenc-SB0699_RER1_Icenc-SB0699,Nontoxin,Nontoxin,249.92
Icenc-SB0699_Replication-C4_Icenc-SB0699,Nontoxin,Nontoxin,13.36
Icenc-SB0699_Replication-A_Icenc-SB0699,Nontoxin,Nontoxin,23.89
Icenc-SB0699_RepA32_Icenc-SB0699,Nontoxin,Nontoxin,19.81
Icenc-SB0699_ReninReceptor_Icenc-SB0699,Nontoxin,Nontoxin,78.42
Icenc-SB0699_RegNucPre-mRNA-1B_Icenc-SB0699,Nontoxin,Nontoxin,36.52
Icenc-SB0699_RegG2_Icenc-SB0699,Nontoxin,Nontoxin,758.36
Icenc-SB0699_RefFacC_Icenc-SB0699,Nontoxin,Nontoxin,7.37
Icenc-SB0699_RecIntSerThrKin4_Icenc-SB0699,Nontoxin,Nontoxin,8.12
Icenc-SB0699_RecExpEnh3_Icenc-SB0699,Nontoxin,Nontoxin,8.14
Icenc-SB0699_ReceptorExpEnh5_Icenc-SB0699,Nontoxin,Nontoxin,113.79
Icenc-SB0699_RecBindingCancer_Icenc-SB0699,Nontoxin,Nontoxin,231.5
Icenc-SB0699_RCC1BTB1_Icenc-SB0699,Nontoxin,Nontoxin,7.14
Icenc-SB0699_RasSuppressor-1_Icenc-SB0699,Nontoxin,Nontoxin,14.63
Icenc-SB0699_RasRab35_Icenc-SB0699,Nontoxin,Nontoxin,17.07
Icenc-SB0699_RasGTPBindingA_Icenc-SB0699,Nontoxin,Nontoxin,62.11
Icenc-SB0699_RasGTPaseBinding-2_Icenc-SB0699,Nontoxin,Nontoxin,10.09
Icenc-SB0699_RasGTPase1_Icenc-SB0699,Nontoxin,Nontoxin,30.74
Icenc-SB0699_rasGEF1A_Icenc-SB0699,Nontoxin,Nontoxin,7.49
Icenc-SB0699_Rapamycin2-MAPKAP1_Icenc-SB0699,Nontoxin,Nontoxin,6.9
Icenc-SB0699_Rap1GTPase-GDPDissocStim1_Icenc-SB0699,Nontoxin,Nontoxin,7.48
Icenc-SB0699_Rap-1A_Icenc-SB0699,Nontoxin,Nontoxin,87.33
Icenc-SB0699_RANBinding_Icenc-SB0699,Nontoxin,Nontoxin,52.7
Icenc-SB0699_ralBP1-Eps1_Icenc-SB0699,Nontoxin,Nontoxin,9.99
Icenc-SB0699_Ral-B_Icenc-SB0699,Nontoxin,Nontoxin,12.23
Icenc-SB0699_RadicalFringe_Icenc-SB0699,Nontoxin,Nontoxin,26.51
Icenc-SB0699_RAD9A_Icenc-SB0699,Nontoxin,Nontoxin,6.09
Icenc-SB0699_RAD51C_Icenc-SB0699,Nontoxin,Nontoxin,5.54
Icenc-SB0699_RacBstKin_Icenc-SB0699,Nontoxin,Nontoxin,16.15
Icenc-SB0699_RAC-a_Icenc-SB0699,Nontoxin,Nontoxin,4.61
Icenc-SB0699_RABRAS5_Icenc-SB0699,Nontoxin,Nontoxin,24.08
Icenc-SB0699_rabInh-b_Icenc-SB0699,Nontoxin,Nontoxin,158.75
Icenc-SB0699_RabGDPDisInh-a_Icenc-SB0699,Nontoxin,Nontoxin,34.86
Icenc-SB0699_Rab9A-1_Icenc-SB0699,Nontoxin,Nontoxin,54.68
Icenc-SB0699_Rab8B_Icenc-SB0699,Nontoxin,Nontoxin,21.86
Icenc-SB0699_RAB8_Icenc-SB0699,Nontoxin,Nontoxin,49.39
Icenc-SB0699_Rab7a_Icenc-SB0699,Nontoxin,Nontoxin,161.41
Icenc-SB0699_Rab5B_Icenc-SB0699,Nontoxin,Nontoxin,14.92
Icenc-SB0699_Rab5A_Icenc-SB0699,Nontoxin,Nontoxin,22.84
Icenc-SB0699_Rab4A_Icenc-SB0699,Nontoxin,Nontoxin,87.91
Icenc-SB0699_Rab3a_Icenc-SB0699,Nontoxin,Nontoxin,14.59
Icenc-SB0699_RAB35_Icenc-SB0699,Nontoxin,Nontoxin,22.55
Icenc-SB0699_Rab3_Icenc-SB0699,Nontoxin,Nontoxin,11.2
Icenc-SB0699_Rab27B_Icenc-SB0699,Nontoxin,Nontoxin,3.76
Icenc-SB0699_Rab24_Icenc-SB0699,Nontoxin,Nontoxin,39.16
Icenc-SB0699_Rab23_Icenc-SB0699,Nontoxin,Nontoxin,14.7
Icenc-SB0699_Rab20B_Icenc-SB0699,Nontoxin,Nontoxin,5.93
Icenc-SB0699_Rab14_Icenc-SB0699,Nontoxin,Nontoxin,77.92
Icenc-SB0699_Rab13_Icenc-SB0699,Nontoxin,Nontoxin,49.69
Icenc-SB0699_RAB11a-2_Icenc-SB0699,Nontoxin,Nontoxin,42.1
Icenc-SB0699_Rab11A-1_Icenc-SB0699,Nontoxin,Nontoxin,84.21
Icenc-SB0699_Rab-4b_Icenc-SB0699,Nontoxin,Nontoxin,92.18
Icenc-SB0699_Rab-3D_Icenc-SB0699,Nontoxin,Nontoxin,54.39
Icenc-SB0699_Rab-2A_Icenc-SB0699,Nontoxin,Nontoxin,165.29
Icenc-SB0699_Rab-28_Icenc-SB0699,Nontoxin,Nontoxin,16.73
Icenc-SB0699_Rab-1b_Icenc-SB0699,Nontoxin,Nontoxin,66.38
Icenc-SB0699_Rab-1A-2_Icenc-SB0699,Nontoxin,Nontoxin,181.79
Icenc-SB0699_Rab-1A-1_Icenc-SB0699,Nontoxin,Nontoxin,145.72
Icenc-SB0699_Rab-18_Icenc-SB0699,Nontoxin,Nontoxin,68.45
Icenc-SB0699_Rab-10_Icenc-SB0699,Nontoxin,Nontoxin,92.85
Icenc-SB0699_R-Ras2_Icenc-SB0699,Nontoxin,Nontoxin,27.22
Icenc-SB0699_QuinoneOxidoreductase1_Icenc-SB0699,Nontoxin,Nontoxin,11.94
Icenc-SB0699_Quaking_Icenc-SB0699,Nontoxin,Nontoxin,3.76
Icenc-SB0699_PyruvateDHKinase-3_Icenc-SB0699,Nontoxin,Nontoxin,11.9
Icenc-SB0699_PyruvateDH_Icenc-SB0699,Nontoxin,Nontoxin,66.85
Icenc-SB0699_PyrrolineCR2_Icenc-SB0699,Nontoxin,Nontoxin,26.09
Icenc-SB0699_PyrDehE1a_Icenc-SB0699,Nontoxin,Nontoxin,82.72
Icenc-SB0699_PurinePhosphorylase_Icenc-SB0699,Nontoxin,Nontoxin,2.02
Icenc-SB0699_PTP-b_Icenc-SB0699,Nontoxin,Nontoxin,13.94
Icenc-SB0699_PTEN_Icenc-SB0699,Nontoxin,Nontoxin,23.48
Icenc-SB0699_PRPPSyn2_Icenc-SB0699,Nontoxin,Nontoxin,28.96
Icenc-SB0699_PRPPSyn1_Icenc-SB0699,Nontoxin,Nontoxin,3.37
Icenc-SB0699_Prp31_Icenc-SB0699,Nontoxin,Nontoxin,11.2
Icenc-SB0699_ProtRed_Icenc-SB0699,Nontoxin,Nontoxin,46.84
Icenc-SB0699_Proteosome12_Icenc-SB0699,Nontoxin,Nontoxin,57.54
Icenc-SB0699_ProteasomeReg6_Icenc-SB0699,Nontoxin,Nontoxin,42.17
Icenc-SB0699_ProteasomeReg4_Icenc-SB0699,Nontoxin,Nontoxin,146.81
Icenc-SB0699_ProteasomeMat_Icenc-SB0699,Nontoxin,Nontoxin,617.2
Icenc-SB0699_ProteasomeDSS1_Icenc-SB0699,Nontoxin,Nontoxin,343.91
Icenc-SB0699_ProteasomeChap1_Icenc-SB0699,Nontoxin,Nontoxin,13.41
Icenc-SB0699_ProteasomeActivator-3_Icenc-SB0699,Nontoxin,Nontoxin,26.75
Icenc-SB0699_ProteasomeAct2_Icenc-SB0699,Nontoxin,Nontoxin,108.14
Icenc-SB0699_ProteasomeAct1_Icenc-SB0699,Nontoxin,Nontoxin,85.07
Icenc-SB0699_Proteasome7-2_Icenc-SB0699,Nontoxin,Nontoxin,75.39
Icenc-SB0699_Proteasome14_Icenc-SB0699,Nontoxin,Nontoxin,19.69
Icenc-SB0699_Proteasome13_Icenc-SB0699,Nontoxin,Nontoxin,42.21
Icenc-SB0699_Proteasome-b7_Icenc-SB0699,Nontoxin,Nontoxin,296.24
Icenc-SB0699_Proteasome-b3_Icenc-SB0699,Nontoxin,Nontoxin,166.18
Icenc-SB0699_Proteasome-b2_Icenc-SB0699,Nontoxin,Nontoxin,256.49
Icenc-SB0699_Proteasome-b1_Icenc-SB0699,Nontoxin,Nontoxin,153.46
Icenc-SB0699_Proteasome-a6_Icenc-SB0699,Nontoxin,Nontoxin,161.48
Icenc-SB0699_Proteasome-a5_Icenc-SB0699,Nontoxin,Nontoxin,95.55
Icenc-SB0699_Proteasome-a4_Icenc-SB0699,Nontoxin,Nontoxin,100.24
Icenc-SB0699_Proteasome-a3_Icenc-SB0699,Nontoxin,Nontoxin,250.98
Icenc-SB0699_Proteasome-a2_Icenc-SB0699,Nontoxin,Nontoxin,237.12
Icenc-SB0699_Proteasome-a1_Icenc-SB0699,Nontoxin,Nontoxin,97.7
Icenc-SB0699_Proteasome-6A_Icenc-SB0699,Nontoxin,Nontoxin,157.89
Icenc-SB0699_Protease8_Icenc-SB0699,Nontoxin,Nontoxin,71.93
Icenc-SB0699_Protease6B_Icenc-SB0699,Nontoxin,Nontoxin,36.75
Icenc-SB0699_Prot26S1_Icenc-SB0699,Nontoxin,Nontoxin,52.88
Icenc-SB0699_ProstaglandinRed2_Icenc-SB0699,Nontoxin,Nontoxin,16.56
Icenc-SB0699_ProstaglandinESyn3_Icenc-SB0699,Nontoxin,Nontoxin,204.42
Icenc-SB0699_ProRichNRC2_Icenc-SB0699,Nontoxin,Nontoxin,50.94
Icenc-SB0699_ProRich15_Icenc-SB0699,Nontoxin,Nontoxin,43.36
Icenc-SB0699_ProlylEndopep_Icenc-SB0699,Nontoxin,Nontoxin,18.98
Icenc-SB0699_Prolyl-tRNA1_Icenc-SB0699,Nontoxin,Nontoxin,12.22
Icenc-SB0699_Proliferation2G4_Icenc-SB0699,Nontoxin,Nontoxin,140.86
Icenc-SB0699_Prolactin_Icenc-SB0699,Nontoxin,Nontoxin,58.59
Icenc-SB0699_Prohibitin2_Icenc-SB0699,Nontoxin,Nontoxin,57.43
Icenc-SB0699_Prohibitin_Icenc-SB0699,Nontoxin,Nontoxin,63.64
Icenc-SB0699_Profilin2_Icenc-SB0699,Nontoxin,Nontoxin,20.96
Icenc-SB0699_Profilin1_Icenc-SB0699,Nontoxin,Nontoxin,212.71
Icenc-SB0699_Presenilin2_Icenc-SB0699,Nontoxin,Nontoxin,37.11
Icenc-SB0699_premrnaSF19_Icenc-SB0699,Nontoxin,Nontoxin,55.95
Icenc-SB0699_PRELI_Icenc-SB0699,Nontoxin,Nontoxin,198.82
Icenc-SB0699_Prefoldin6_Icenc-SB0699,Nontoxin,Nontoxin,145.76
Icenc-SB0699_Prefoldin5_Icenc-SB0699,Nontoxin,Nontoxin,368.48
Icenc-SB0699_Prefoldin4_Icenc-SB0699,Nontoxin,Nontoxin,59.42
Icenc-SB0699_Prefoldin3_Icenc-SB0699,Nontoxin,Nontoxin,67.43
Icenc-SB0699_Prefoldin1_Icenc-SB0699,Nontoxin,Nontoxin,175.58
Icenc-SB0699_preBCellLeukTF4_Icenc-SB0699,Nontoxin,Nontoxin,35.83
Icenc-SB0699_Pre-mRNASplicingReg-WTAP_Icenc-SB0699,Nontoxin,Nontoxin,36.65
Icenc-SB0699_pre-mRNAp14_Icenc-SB0699,Nontoxin,Nontoxin,90.26
Icenc-SB0699_PRA1-3_Icenc-SB0699,Nontoxin,Nontoxin,120.64
Icenc-SB0699_PPoly1_Icenc-SB0699,Nontoxin,Nontoxin,13.1
Icenc-SB0699_PPCTI-H_Icenc-SB0699,Nontoxin,Nontoxin,85.61
Icenc-SB0699_PPCTI-FKBP9_Icenc-SB0699,Nontoxin,Nontoxin,1.86
Icenc-SB0699_PPCTI-FKBP8_Icenc-SB0699,Nontoxin,Nontoxin,50.13
Icenc-SB0699_PPCTI-FKBP1B_Icenc-SB0699,Nontoxin,Nontoxin,13.86
Icenc-SB0699_PPCTI-FKBP1A_Icenc-SB0699,Nontoxin,Nontoxin,201.01
Icenc-SB0699_PPCTI-C_Icenc-SB0699,Nontoxin,Nontoxin,3.65
Icenc-SB0699_PPCTI-A_Icenc-SB0699,Nontoxin,Nontoxin,2148.39
Icenc-SB0699_PPAR-g1_Icenc-SB0699,Nontoxin,Nontoxin,32.07
Icenc-SB0699_PP2A-b_Icenc-SB0699,Nontoxin,Nontoxin,39.18
Icenc-SB0699_PP-1B_Icenc-SB0699,Nontoxin,Nontoxin,10.1
Icenc-SB0699_PP-1A_Icenc-SB0699,Nontoxin,Nontoxin,25.47
Icenc-SB0699_POUOct_Icenc-SB0699,Nontoxin,Nontoxin,70.36
Icenc-SB0699_polyhenic2b_Icenc-SB0699,Nontoxin,Nontoxin,17.09
Icenc-SB0699_PolyglutamineBinding1_Icenc-SB0699,Nontoxin,Nontoxin,29.57
Icenc-SB0699_PolycombBMI-2_Icenc-SB0699,Nontoxin,Nontoxin,7.34
Icenc-SB0699_PolycombBMI-1_Icenc-SB0699,Nontoxin,Nontoxin,5.67
Icenc-SB0699_PolyAPol-a_Icenc-SB0699,Nontoxin,Nontoxin,12.64
Icenc-SB0699_PolyABindingInt2_Icenc-SB0699,Nontoxin,Nontoxin,29.71
Icenc-SB0699_PolyABinding2B_Icenc-SB0699,Nontoxin,Nontoxin,123.46
Icenc-SB0699_PolyABinding1_Icenc-SB0699,Nontoxin,Nontoxin,879.77
Icenc-SB0699_poly-rC-2_Icenc-SB0699,Nontoxin,Nontoxin,306.49
Icenc-SB0699_PolITRF_Icenc-SB0699,Nontoxin,Nontoxin,16.49
Icenc-SB0699_PolDeltInt3_Icenc-SB0699,Nontoxin,Nontoxin,15.89
Icenc-SB0699_PMP34_Icenc-SB0699,Nontoxin,Nontoxin,36.7
Icenc-SB0699_PMP-4_Icenc-SB0699,Nontoxin,Nontoxin,38.85
Icenc-SB0699_PMP-22_Icenc-SB0699,Nontoxin,Nontoxin,154.61
Icenc-SB0699_PLIOMethyltransferase_Icenc-SB0699,Nontoxin,Nontoxin,62.96
Icenc-SB0699_PleckstrinJ1_Icenc-SB0699,Nontoxin,Nontoxin,60.31
Icenc-SB0699_Pleckstrin-F1_Icenc-SB0699,Nontoxin,Nontoxin,8.26
Icenc-SB0699_Pleckstrin-B2_Icenc-SB0699,Nontoxin,Nontoxin,36.34
Icenc-SB0699_Pleckstrin-A8_Icenc-SB0699,Nontoxin,Nontoxin,13.96
Icenc-SB0699_pleckstrin-2_Icenc-SB0699,Nontoxin,Nontoxin,12.14
Icenc-SB0699_PleckF2_Icenc-SB0699,Nontoxin,Nontoxin,7.25
Icenc-SB0699_pleckA2_Icenc-SB0699,Nontoxin,Nontoxin,253.1
Icenc-SB0699_PLD3_Icenc-SB0699,Nontoxin,Nontoxin,43.16
Icenc-SB0699_Plastin3_Icenc-SB0699,Nontoxin,Nontoxin,42.12
Icenc-SB0699_PlasmaFucosidase_Icenc-SB0699,Nontoxin,Nontoxin,22.9
Icenc-SB0699_PKHD_Icenc-SB0699,Nontoxin,Nontoxin,15.25
Icenc-SB0699_PituitaryHOX_Icenc-SB0699,Nontoxin,Nontoxin,68.38
Icenc-SB0699_PITransfer-a_Icenc-SB0699,Nontoxin,Nontoxin,60.6
Icenc-SB0699_PINAGT-Y_Icenc-SB0699,Nontoxin,Nontoxin,77.07
Icenc-SB0699_PIDPKin1_Icenc-SB0699,Nontoxin,Nontoxin,17.44
Icenc-SB0699_phosphotriesterase_Icenc-SB0699,Nontoxin,Nontoxin,6.87
Icenc-SB0699_PhosphoserinePhosphatase_Icenc-SB0699,Nontoxin,Nontoxin,34.27
Icenc-SB0699_Phosphoribosyltransferase_Icenc-SB0699,Nontoxin,Nontoxin,22.08
Icenc-SB0699_Phosphomannomutase2_Icenc-SB0699,Nontoxin,Nontoxin,43.09
Icenc-SB0699_PhosphohistPP_Icenc-SB0699,Nontoxin,Nontoxin,11.74
Icenc-SB0699_PhosphohistidineP_Icenc-SB0699,Nontoxin,Nontoxin,133.98
Icenc-SB0699_PhosphoglycerateKin1_Icenc-SB0699,Nontoxin,Nontoxin,161.33
Icenc-SB0699_Phosphoglucomutase1_Icenc-SB0699,Nontoxin,Nontoxin,24.09
Icenc-SB0699_PhosphofructokinFrucBiP4_Icenc-SB0699,Nontoxin,Nontoxin,13.34
Icenc-SB0699_Phosphofructokinase_Icenc-SB0699,Nontoxin,Nontoxin,8.81
Icenc-SB0699_PHOSPHO2_Icenc-SB0699,Nontoxin,Nontoxin,12.19
Icenc-SB0699_PhosphatidylNtransP_Icenc-SB0699,Nontoxin,Nontoxin,41.18
