Time,Icenc-SB0699,Icenc-SB0587,Icenc-CLP2288
23.04167,-50,-627,2234
23.05,-50,-623,2159
23.05833,-49,-621,2086
23.06667,-49,-619,2015
23.075,-50,-618,1946
23.08333,-50,-616,1879
23.09167,-52,-615,1815
23.1,-53,-615,1755
23.10833,-55,-616,1697
23.11667,-57,-618,1643
23.125,-59,-619,1594
23.13333,-61,-621,1546
23.14167,-63,-624,1501
23.15,-68,-628,1458
23.15833,-73,-632,1418
23.16667,-79,-636,1379
23.175,-84,-640,1342
23.18333,-88,-645,1308
23.19167,-92,-652,1277
23.2,-97,-658,1248
23.20833,-102,-664,1220
23.21667,-108,-672,1194
23.225,-114,-680,1169
23.23333,-119,-687,1146
23.24167,-124,-695,1125
23.25,-131,-703,1107
23.25833,-137,-712,1091
23.26667,-143,-719,1075
23.275,-150,-727,1060
23.28333,-156,-734,1046
23.29167,-162,-741,1033
23.3,-168,-749,1022
23.30833,-172,-758,1012
23.31667,-177,-765,1005
23.325,-183,-772,999
23.33333,-188,-778,994
23.34167,-193,-784,990
23.35,-198,-791,987
23.35833,-202,-796,986
23.36667,-205,-800,987
23.375,-207,-804,989
23.38333,-208,-808,993
23.39167,-209,-810,998
23.4,-210,-811,1006
23.40833,-211,-812,1014
23.41667,-213,-813,1025
23.425,-213,-814,1037
23.43333,-214,-813,1050
23.44167,-213,-811,1063
23.45,-212,-808,1077
23.45833,-210,-804,1090
23.46667,-207,-799,1105
23.475,-203,-794,1121
23.48333,-197,-788,1138
23.49167,-191,-781,1156
23.5,-185,-773,1173
23.50833,-179,-764,1190
23.51667,-172,-755,1207
23.525,-163,-745,1223
23.53333,-154,-736,1239
23.54167,-145,-725,1255
23.55,-135,-713,1270
23.55833,-124,-701,1285
23.56667,-113,-689,1297
23.575,-103,-676,1310
23.58333,-93,-663,1320
23.59167,-82,-649,1328
23.6,-71,-634,1334
23.60833,-58,-620,1341
23.61667,-45,-606,1345
23.625,-30,-591,1348
23.63333,-14,-575,1349
23.64167,2,-559,1348
23.65,18,-543,1346
23.65833,34,-525,1343
23.66667,53,-508,1338
23.675,73,-491,1332
23.68333,94,-474,1325
23.69167,116,-457,1318
23.7,140,-438,1307
23.70833,167,-420,1296
23.71667,196,-401,1284
23.725,227,-382,1271
23.73333,259,-363,1259
23.74167,293,-343,1244
23.75,330,-323,1229
23.75833,370,-304,1214
23.76667,414,-285,1197
23.775,460,-266,1181
23.78333,510,-246,1163
23.79167,562,-225,1145
23.8,619,-204,1127
23.80833,681,-183,1109
23.81667,747,-162,1090
23.825,818,-141,1073
23.83333,892,-119,1055
23.84167,969,-97,1038
23.85,1050,-76,1022
23.85833,1137,-55,1007
23.86667,1227,-33,992
23.875,1322,-12,978
23.88333,1423,11,966
23.89167,1528,32,956
23.9,1637,53,947
23.90833,1748,73,940
23.91667,1864,92,933
23.925,1983,111,927
23.93333,2103,129,923
23.94167,2226,146,919
23.95,2352,162,917
23.95833,2481,178,918
23.96667,2611,193,920
23.975,2742,206,925
23.98333,2873,218,932
23.99167,3004,230,939
24,3133,240,948
24.00833,3260,250,958
24.01667,3384,259,970
24.025,3505,266,983
24.03333,3624,272,998
24.04167,3738,276,1012
24.05,3847,278,1029
24.05833,3951,280,1046
24.06667,4048,281,1065
24.075,4139,280,1084
24.08333,4223,279,1104
24.09167,4301,278,1126
24.1,4370,276,1148
24.10833,4431,273,1170
24.11667,4485,270,1194
24.125,4532,265,1218
24.13333,4571,259,1242
24.14167,4603,253,1265
24.15,4627,248,1288
24.15833,4645,243,1311
24.16667,4655,239,1334
24.175,4658,235,1357
24.18333,4656,230,1379
24.19167,4650,226,1402
24.2,4639,220,1423
24.20833,4625,215,1444
24.21667,4607,210,1463
24.225,4586,205,1480
24.23333,4562,198,1496
24.24167,4538,191,1512
24.25,4511,182,1528
24.25833,4483,173,1542
24.26667,4454,162,1555
24.275,4424,148,1567
24.28333,4394,134,1579
24.29167,4361,117,1589
24.3,4327,97,1598
24.30833,4290,75,1604
24.31667,4250,51,1609
24.325,4205,25,1613
24.33333,4155,-4,1614
24.34167,4100,-36,1613
24.35,4039,-69,1610
24.35833,3969,-104,1605
24.36667,3890,-142,1597
24.375,3801,-180,1588
24.38333,3701,-220,1577
24.39167,3593,-260,1565
24.4,3474,-301,1551
24.40833,3344,-341,1535
24.41667,3203,-381,1517
24.425,3053,-420,1497
24.43333,2895,-460,1476
24.44167,2730,-498,1454
24.45,2558,-533,1432
24.45833,2383,-567,1409
24.46667,2206,-599,1387
24.475,2028,-629,1364
24.48333,1850,-658,1340
24.49167,1674,-684,1317
24.5,1501,-709,1296
24.50833,1334,-732,1274
24.51667,1172,-755,1250
24.525,1018,-776,1227
24.53333,872,-795,1204
24.54167,734,-811,1181
24.55,604,-826,1158
24.55833,484,-840,1136
24.56667,373,-852,1114
24.575,271,-863,1092
24.58333,179,-874,1071
24.59167,95,-883,1050
24.6,21,-891,1030
24.60833,-46,-898,1013
24.61667,-105,-904,997
24.625,-159,-909,981
24.63333,-206,-913,967
24.64167,-245,-916,954
24.65,-281,-917,943
24.65833,-311,-918,934
24.66667,-337,-919,925
24.675,-358,-920,919
24.68333,-376,-920,915
24.69167,-391,-919,911
24.7,-404,-918,909
24.70833,-414,-916,908
24.71667,-424,-914,908
24.725,-430,-911,909
24.73333,-433,-908,909
24.74167,-436,-905,911
24.75,-437,-901,912
24.75833,-437,-897,914
24.76667,-437,-893,917
24.775,-436,-889,918
24.78333,-435,-885,918
24.79167,-433,-880,919
24.8,-430,-876,919
24.80833,-427,-872,918
24.81667,-424,-869,915
24.825,-421,-864,913
24.83333,-417,-861,912
24.84167,-413,-859,910
24.85,-410,-856,906
24.85833,-407,-854,903
24.86667,-404,-852,899
24.875,-402,-850,896
24.88333,-400,-848,892
24.89167,-398,-846,887
24.9,-397,-846,883
24.90833,-396,-846,879
24.91667,-395,-847,875
24.925,-393,-847,870
24.93333,-391,-847,865
24.94167,-390,-848,861
24.95,-390,-850,857
24.95833,-391,-853,853
24.96667,-392,-855,848
24.975,-393,-858,844
24.98333,-394,-861,839
24.99167,-396,-863,834
25,-398,-866,829
25.00833,-401,-870,824
25.01667,-404,-874,818
25.025,-406,-878,811
25.03333,-409,-882,805
25.04167,-412,-886,800
25.05,-414,-889,797
25.05833,-418,-893,794
25.06667,-422,-897,791
25.075,-426,-901,789
25.08333,-430,-905,788
25.09167,-434,-909,787
25.1,-438,-913,786
25.10833,-441,-917,786
25.11667,-444,-921,788
25.125,-446,-925,790
25.13333,-449,-928,794
25.14167,-452,-931,797
25.15,-455,-932,802
25.15833,-457,-933,808
25.16667,-459,-934,815
25.175,-460,-935,822
25.18333,-461,-934,830
25.19167,-461,-932,839
25.2,-461,-930,847
25.20833,-462,-928,854
25.21667,-461,-926,861
25.225,-460,-923,867
25.23333,-458,-921,874
25.24167,-456,-917,880
25.25,-455,-913,887
25.25833,-452,-908,892
25.26667,-450,-903,896
25.275,-448,-898,899
25.28333,-447,-894,901
25.29167,-445,-888,902
25.3,-443,-882,902
25.30833,-440,-877,902
25.31667,-437,-871,900
25.325,-435,-864,897
25.33333,-432,-857,893
25.34167,-430,-851,890
25.35,-429,-846,885
25.35833,-428,-840,878
25.36667,-428,-834,870
25.375,-429,-829,862
25.38333,-429,-823,854
25.39167,-429,-818,845
25.4,-429,-814,835
25.40833,-429,-810,825
25.41667,-431,-806,813
25.425,-433,-802,801
25.43333,-436,-799,788
25.44167,-438,-797,775
25.45,-441,-795,760
25.45833,-445,-795,745
25.46667,-448,-795,729
25.475,-452,-795,714
25.48333,-455,-795,699
25.49167,-459,-795,682
25.5,-464,-796,665
25.50833,-469,-797,648
25.51667,-474,-797,629
25.525,-480,-798,610
25.53333,-485,-800,590
25.54167,-491,-801,570
25.55,-496,-802,550
25.55833,-502,-805,530
25.56667,-507,-809,510
25.575,-512,-812,491
25.58333,-518,-815,471
25.59167,-522,-818,452
25.6,-528,-821,435
25.60833,-533,-824,418
25.61667,-539,-829,402
25.625,-545,-834,387
25.63333,-550,-839,374
25.64167,-553,-843,363
25.65,-557,-847,353
25.65833,-561,-851,344
25.66667,-564,-856,337
25.675,-567,-859,331
25.68333,-569,-864,327
25.69167,-571,-868,323
25.7,-572,-872,322
25.70833,-573,-874,322
25.71667,-574,-877,324
25.725,-574,-879,327
25.73333,-575,-881,331
25.74167,-576,-883,336
25.75,-576,-886,342
25.75833,-575,-888,350
25.76667,-574,-889,360
25.775,-573,-889,371
25.78333,-571,-889,383
25.79167,-570,-889,396
25.8,-569,-889,410
25.80833,-567,-888,426
25.81667,-565,-887,443
25.825,-563,-885,460
25.83333,-561,-882,477
25.84167,-559,-879,496
25.85,-556,-876,516
25.85833,-553,-872,536
25.86667,-550,-868,555
25.875,-547,-865,576
25.88333,-545,-861,597
25.89167,-542,-857,618
25.9,-539,-853,639
25.90833,-536,-850,659
25.91667,-533,-846,680
25.925,-529,-842,699
25.93333,-526,-838,719
25.94167,-525,-833,738
25.95,-523,-830,756
25.95833,-522,-828,775
25.96667,-522,-827,793
25.975,-521,-826,811
25.98333,-522,-823,827
25.99167,-522,-822,843
26,-524,-821,858
26.00833,-524,-820,873
26.01667,-525,-820,888
26.025,-527,-819,902
26.03333,-530,-819,916
26.04167,-532,-819,930
26.05,-535,-821,944
26.05833,-537,-822,957
26.06667,-540,-825,972
26.075,-544,-828,987
26.08333,-548,-832,1004
26.09167,-552,-836,1020
26.1,-557,-841,1038
26.10833,-563,-846,1057
26.11667,-570,-851,1078
26.125,-576,-856,1100
26.13333,-582,-862,1124
26.14167,-588,-869,1150
26.15,-594,-876,1175
26.15833,-602,-882,1203
26.16667,-610,-889,1232
26.175,-618,-896,1265
26.18333,-624,-903,1300
26.19167,-632,-910,1336
26.2,-639,-916,1374
26.20833,-646,-922,1414
26.21667,-654,-929,1455
26.225,-662,-936,1500
26.23333,-670,-943,1547
26.24167,-676,-950,1597
26.25,-682,-955,1651
26.25833,-688,-960,1706
26.26667,-693,-964,1765
26.275,-699,-968,1828
26.28333,-704,-972,1894
26.29167,-709,-977,1963
26.3,-714,-979,2038
26.30833,-717,-983,2115
26.31667,-720,-986,2197
26.325,-722,-988,2282
26.33333,-724,-990,2372
26.34167,-726,-992,2464
26.35,-727,-993,2559
26.35833,-728,-994,2658
26.36667,-728,-994,2760
26.375,-728,-993,2866
26.38333,-728,-993,2975
26.39167,-727,-992,3087
26.4,-725,-991,3201
26.40833,-723,-990,3318
26.41667,-720,-988,3437
26.425,-718,-986,3554
26.43333,-716,-985,3671
26.44167,-713,-984,3788
26.45,-709,-983,3904
26.45833,-706,-981,4020
26.46667,-703,-979,4135
26.475,-699,-977,4247
26.48333,-696,-976,4358
26.49167,-693,-975,4466
26.5,-690,-974,4569
26.50833,-686,-974,4668
26.51667,-684,-974,4764
26.525,-681,-974,4854
26.53333,-681,-975,4938
26.54167,-680,-975,5016
26.55,-677,-976,5087
26.55833,-675,-978,5152
26.56667,-673,-981,5211
26.575,-672,-984,5264
26.58333,-671,-986,5311
26.59167,-670,-989,5351
26.6,-670,-994,5383
26.60833,-669,-999,5408
26.61667,-670,-1003,5425
26.625,-670,-1008,5434
26.63333,-670,-1012,5437
26.64167,-670,-1018,5434
26.65,-672,-1023,5424
26.65833,-673,-1029,5408
26.66667,-674,-1035,5387
26.675,-676,-1041,5361
26.68333,-679,-1048,5329
26.69167,-681,-1055,5293
26.7,-683,-1062,5252
26.70833,-685,-1070,5209
26.71667,-686,-1077,5163
26.725,-689,-1084,5113
26.73333,-692,-1091,5062
26.74167,-694,-1098,5008
26.75,-695,-1105,4952
26.75833,-697,-1112,4894
26.76667,-698,-1118,4835
26.775,-700,-1123,4775
26.78333,-700,-1126,4714
26.79167,-699,-1130,4651
26.8,-699,-1135,4588
26.80833,-698,-1138,4524
26.81667,-697,-1142,4458
26.825,-695,-1143,4390
26.83333,-693,-1144,4320
26.84167,-690,-1145,4248
26.85,-686,-1145,4174
26.85833,-683,-1144,4098
26.86667,-679,-1143,4020
26.875,-675,-1143,3939
26.88333,-669,-1141,3853
26.89167,-663,-1138,3763
26.9,-657,-1134,3669
26.90833,-650,-1130,3571
26.91667,-643,-1126,3468
26.925,-635,-1122,3361
26.93333,-626,-1118,3250
26.94167,-618,-1113,3136
26.95,-608,-1109,3018
26.95833,-599,-1105,2899
26.96667,-590,-1100,2777
26.975,-579,-1095,2654
26.98333,-568,-1091,2530
26.99167,-558,-1087,2405
27,-546,-1083,2280
27.00833,-535,-1079,2157
27.01667,-524,-1075,2035
27.025,-514,-1072,1917
27.03333,-504,-1068,1801
27.04167,-493,-1064,1689
27.05,-482,-1059,1584
27.05833,-472,-1055,1483
27.06667,-461,-1050,1388
27.075,-451,-1047,1298
27.08333,-441,-1043,1213
27.09167,-432,-1041,1135
27.1,-423,-1037,1064
27.10833,-415,-1034,1000
27.11667,-408,-1030,944
27.125,-403,-1027,894
27.13333,-398,-1023,851
27.14167,-393,-1020,815
27.15,-388,-1017,786
27.15833,-383,-1013,764
27.16667,-380,-1010,747
27.175,-378,-1009,737
27.18333,-377,-1008,732
27.19167,-377,-1007,734
27.2,-377,-1005,743
27.20833,-378,-1004,757
27.21667,-380,-1003,777
27.225,-384,-1003,802
27.23333,-389,-1002,833
27.24167,-393,-1002,868
27.25,-398,-1004,908
27.25833,-404,-1005,952
27.26667,-410,-1008,1001
27.275,-416,-1008,1054
27.28333,-422,-1010,1112
27.29167,-427,-1012,1171
27.3,-434,-1015,1235
27.30833,-441,-1018,1301
27.31667,-448,-1022,1369
27.325,-454,-1025,1439
27.33333,-461,-1029,1510
27.34167,-468,-1032,1583
27.35,-477,-1035,1656
27.35833,-486,-1039,1730
27.36667,-496,-1042,1804
27.375,-505,-1045,1877
27.38333,-515,-1047,1948
27.39167,-525,-1051,2018
27.4,-535,-1054,2086
27.40833,-547,-1057,2152
27.41667,-558,-1060,2214
27.425,-569,-1063,2273
27.43333,-581,-1066,2330
27.44167,-593,-1068,2383
27.45,-606,-1069,2431
27.45833,-618,-1070,2474
27.46667,-629,-1071,2515
27.475,-640,-1072,2550
27.48333,-650,-1072,2580
27.49167,-660,-1072,2606
27.5,-670,-1072,2627
27.50833,-679,-1071,2647
27.51667,-687,-1071,2664
27.525,-695,-1071,2678
27.53333,-702,-1070,2689
27.54167,-709,-1070,2696
27.55,-715,-1068,2701
27.55833,-720,-1067,2705
27.56667,-725,-1066,2705
27.575,-730,-1065,2702
27.58333,-733,-1065,2696
27.59167,-736,-1064,2688
27.6,-738,-1062,2676
27.60833,-740,-1063,2659
27.61667,-742,-1063,2638
27.625,-743,-1063,2613
27.63333,-745,-1063,2583
27.64167,-746,-1063,2546
27.65,-746,-1063,2502
27.65833,-746,-1064,2451
27.66667,-746,-1065,2393
27.675,-746,-1066,2329
27.68333,-746,-1067,2259
27.69167,-746,-1069,2183
27.7,-746,-1070,2101
27.70833,-745,-1072,2014
27.71667,-745,-1073,1924
27.725,-744,-1076,1831
27.73333,-744,-1078,1737
27.74167,-744,-1080,1643
27.75,-744,-1081,1548
27.75833,-743,-1083,1454
27.76667,-742,-1084,1361
27.775,-742,-1085,1270
27.78333,-741,-1087,1182
27.79167,-740,-1090,1097
27.8,-740,-1092,1017
27.80833,-740,-1094,942
27.81667,-740,-1096,871
27.825,-740,-1097,806
27.83333,-739,-1098,745
27.84167,-738,-1098,691
27.85,-737,-1098,643
27.85833,-736,-1098,599
27.86667,-734,-1097,560
27.875,-732,-1097,526
27.88333,-729,-1096,497
27.89167,-727,-1096,472
27.9,-725,-1095,451
27.90833,-722,-1094,434
27.91667,-720,-1092,421
27.925,-717,-1091,411
27.93333,-714,-1089,405
27.94167,-710,-1088,402
27.95,-707,-1085,402
27.95833,-703,-1082,404
27.96667,-700,-1080,410
27.975,-696,-1079,418
27.98333,-690,-1077,428
27.99167,-686,-1075,440
28,-680,-1074,453
28.00833,-675,-1072,467
28.01667,-669,-1070,484
28.025,-664,-1069,501
28.03333,-658,-1068,519
28.04167,-652,-1068,539
28.05,-645,-1068,560
28.05833,-638,-1068,582
28.06667,-631,-1070,604
28.075,-625,-1071,625
28.08333,-617,-1073,647
28.09167,-609,-1075,670
28.1,-601,-1079,694
28.10833,-593,-1084,717
28.11667,-584,-1089,741
28.125,-575,-1094,765
28.13333,-565,-1099,789
28.14167,-557,-1105,813
28.15,-549,-1111,837
28.15833,-540,-1119,861
28.16667,-530,-1128,885
28.175,-521,-1137,909
28.18333,-512,-1145,932
28.19167,-503,-1154,957
28.2,-495,-1163,981
28.20833,-485,-1172,1006
28.21667,-475,-1181,1031
28.225,-465,-1192,1058
28.23333,-456,-1203,1085
28.24167,-447,-1215,1112
28.25,-439,-1227,1139
28.25833,-430,-1239,1168
28.26667,-421,-1251,1197
28.275,-412,-1264,1227
28.28333,-403,-1277,1259
28.29167,-395,-1291,1290
28.3,-385,-1305,1321
28.30833,-376,-1319,1354
28.31667,-366,-1334,1388
28.325,-356,-1349,1422
28.33333,-346,-1363,1456
28.34167,-336,-1379,1489
28.35,-327,-1395,1524
28.35833,-318,-1411,1560
28.36667,-309,-1427,1597
28.375,-299,-1443,1635
28.38333,-290,-1460,1674
28.39167,-281,-1477,1714
28.4,-272,-1494,1756
28.40833,-262,-1512,1799
28.41667,-253,-1529,1844
28.425,-243,-1547,1890
28.43333,-234,-1564,1937
28.44167,-224,-1582,1986
28.45,-215,-1600,2036
28.45833,-207,-1617,2089
28.46667,-197,-1634,2143
28.475,-189,-1651,2199
28.48333,-181,-1668,2255
28.49167,-172,-1684,2313
28.5,-165,-1699,2372
28.50833,-159,-1714,2432
28.51667,-153,-1730,2493
28.525,-146,-1745,2554
28.53333,-140,-1761,2616
28.54167,-135,-1777,2677
28.55,-130,-1791,2739
28.55833,-126,-1805,2801
28.56667,-122,-1820,2862
28.575,-119,-1833,2922
28.58333,-115,-1846,2982
28.59167,-113,-1858,3042
28.6,-112,-1871,3102
28.60833,-111,-1882,3161
28.61667,-112,-1894,3218
28.625,-113,-1906,3274
28.63333,-114,-1917,3329
28.64167,-116,-1928,3383
28.65,-118,-1938,3438
28.65833,-122,-1947,3490
28.66667,-125,-1956,3543
28.675,-129,-1964,3595
28.68333,-134,-1971,3645
28.69167,-140,-1979,3696
28.7,-145,-1987,3746
28.70833,-151,-1993,3794
28.71667,-157,-1999,3841
28.725,-164,-2003,3888
28.73333,-170,-2007,3934
28.74167,-176,-2010,3981
28.75,-183,-2011,4027
28.75833,-189,-2012,4072
28.76667,-194,-2013,4117
28.775,-199,-2011,4163
28.78333,-203,-2007,4209
28.79167,-208,-2004,4254
28.8,-212,-1999,4299
28.80833,-217,-1993,4345
28.81667,-221,-1985,4391
28.825,-224,-1976,4438
28.83333,-227,-1967,4486
28.84167,-229,-1956,4534
28.85,-229,-1945,4584
28.85833,-230,-1931,4634
28.86667,-230,-1916,4686
28.875,-229,-1899,4739
28.88333,-228,-1881,4794
28.89167,-226,-1862,4852
28.9,-222,-1842,4913
28.90833,-218,-1821,4977
28.91667,-214,-1800,5045
28.925,-209,-1777,5115
28.93333,-203,-1753,5188
28.94167,-197,-1726,5266
28.95,-189,-1698,5349
28.95833,-181,-1670,5438
28.96667,-174,-1640,5531
28.975,-166,-1608,5629
28.98333,-157,-1577,5733
28.99167,-148,-1546,5841
29,-139,-1513,5955
29.00833,-129,-1480,6076
29.01667,-118,-1446,6202
29.025,-108,-1412,6333
29.03333,-99,-1378,6471
29.04167,-89,-1344,6616
29.05,-79,-1309,6769
29.05833,-68,-1273,6928
29.06667,-57,-1238,7093
29.075,-46,-1203,7262
29.08333,-36,-1169,7435
29.09167,-26,-1134,7615
29.1,-16,-1100,7799
29.10833,-6,-1065,7987
29.11667,4,-1032,8177
29.125,14,-1000,8368
29.13333,23,-968,8561
29.14167,31,-937,8756
29.15,39,-907,8952
29.15833,47,-877,9148
29.16667,55,-848,9342
29.175,62,-822,9535
29.18333,68,-795,9724
29.19167,73,-770,9911
29.2,78,-747,10096
29.20833,83,-726,10277
29.21667,86,-705,10456
29.225,89,-685,10629
29.23333,90,-666,10796
29.24167,90,-649,10955
29.25,90,-632,11109
29.25833,89,-618,11257
29.26667,88,-606,11400
29.275,85,-595,11535
29.28333,81,-586,11662
29.29167,77,-579,11782
29.3,72,-572,11892
29.30833,67,-565,11993
29.31667,61,-560,12084
29.325,56,-556,12165
29.33333,48,-553,12235
29.34167,40,-550,12294
29.35,33,-550,12340
29.35833,25,-550,12373
29.36667,16,-552,12393
29.375,7,-553,12400
29.38333,-3,-556,12394
29.39167,-13,-560,12376
29.4,-23,-565,12343
29.40833,-34,-569,12297
29.41667,-45,-574,12237
29.425,-55,-579,12163
29.43333,-65,-585,12077
29.44167,-76,-589,11979
29.45,-86,-595,11869
29.45833,-97,-602,11748
29.46667,-107,-609,11619
29.475,-118,-618,11481
29.48333,-129,-627,11335
29.49167,-140,-635,11180
29.5,-152,-643,11019
29.50833,-161,-651,10853
29.51667,-172,-660,10682
29.525,-182,-669,10505
29.53333,-192,-678,10325
29.54167,-202,-687,10144
29.55,-211,-695,9961
29.55833,-221,-704,9776
29.56667,-231,-713,9589
29.575,-240,-722,9402
29.58333,-249,-731,9215
29.59167,-257,-739,9029
29.6,-265,-746,8844
29.60833,-272,-753,8660
29.61667,-280,-760,8476
29.625,-288,-768,8293
29.63333,-296,-775,8111
29.64167,-303,-782,7930
29.65,-311,-790,7751
29.65833,-319,-797,7574
29.66667,-325,-804,7399
29.675,-331,-810,7224
29.68333,-337,-817,7052
29.69167,-343,-823,6882
29.7,-349,-830,6715
29.70833,-356,-837,6550
29.71667,-362,-845,6390
29.725,-368,-852,6232
29.73333,-374,-858,6076
29.74167,-380,-865,5924
29.75,-386,-872,5776
29.75833,-393,-878,5632
29.76667,-400,-885,5490
29.775,-406,-892,5353
29.78333,-413,-900,5220
29.79167,-421,-908,5092
29.8,-427,-917,4968
29.80833,-433,-924,4848
29.81667,-440,-933,4730
29.825,-447,-941,4615
29.83333,-455,-949,4504
29.84167,-464,-956,4396
29.85,-473,-963,4291
29.85833,-482,-969,4187
29.86667,-490,-976,4089
29.875,-499,-984,3993
29.88333,-508,-993,3898
29.89167,-517,-1000,3806
29.9,-527,-1008,3714
29.90833,-536,-1016,3623
29.91667,-545,-1025,3535
29.925,-554,-1032,3449
29.93333,-563,-1040,3364
29.94167,-572,-1048,3282
29.95,-582,-1056,3201
29.95833,-592,-1064,3122
29.96667,-602,-1071,3045
29.975,-611,-1077,2969
29.98333,-620,-1085,2897
29.99167,-628,-1092,2829
30,-637,-1099,2762
30.00833,-645,-1106,2697
30.01667,-652,-1113,2635
30.025,-659,-1119,2575
30.03333,-666,-1125,2516
30.04167,-673,-1131,2460
30.05,-679,-1137,2405
30.05833,-686,-1142,2352
30.06667,-694,-1147,2301
30.075,-701,-1153,2252
30.08333,-708,-1158,2203
30.09167,-714,-1162,2157
30.1,-721,-1166,2113
30.10833,-728,-1171,2070
30.11667,-736,-1175,2028
30.125,-743,-1179,1986
30.13333,-751,-1184,1946
30.14167,-759,-1188,1908
30.15,-767,-1192,1871
30.15833,-775,-1195,1834
30.16667,-784,-1198,1798
30.175,-794,-1201,1764
30.18333,-803,-1204,1732
30.19167,-812,-1208,1701
30.2,-821,-1211,1672
30.20833,-831,-1214,1644
30.21667,-841,-1217,1618
30.225,-851,-1221,1592
30.23333,-860,-1225,1569
30.24167,-868,-1230,1547
30.25,-877,-1234,1527
30.25833,-886,-1238,1508
30.26667,-895,-1241,1489
30.275,-904,-1245,1471
30.28333,-912,-1249,1454
30.29167,-921,-1253,1439
30.3,-931,-1258,1424
30.30833,-940,-1262,1411
30.31667,-948,-1266,1399
30.325,-956,-1269,1387
30.33333,-964,-1272,1375
30.34167,-972,-1275,1363
30.35,-980,-1278,1351
30.35833,-988,-1282,1338
30.36667,-995,-1286,1326
30.375,-1003,-1289,1315
30.38333,-1010,-1292,1304
30.39167,-1016,-1295,1293
30.4,-1022,-1296,1282
30.40833,-1028,-1299,1270
30.41667,-1035,-1301,1260
30.425,-1041,-1303,1251
30.43333,-1046,-1305,1244
30.44167,-1052,-1305,1237
30.45,-1057,-1305,1230
30.45833,-1062,-1305,1223
30.46667,-1066,-1306,1217
30.475,-1069,-1308,1213
30.48333,-1071,-1308,1209
30.49167,-1073,-1307,1204
30.5,-1076,-1305,1200
30.50833,-1079,-1304,1195
30.51667,-1081,-1303,1189
30.525,-1084,-1301,1182
30.53333,-1086,-1298,1175
30.54167,-1088,-1295,1166
30.55,-1089,-1292,1156
30.55833,-1089,-1288,1145
30.56667,-1089,-1285,1133
30.575,-1089,-1281,1119
30.58333,-1088,-1278,1102
30.59167,-1087,-1274,1084
30.6,-1086,-1271,1065
30.60833,-1084,-1266,1044
30.61667,-1081,-1263,1022
30.625,-1079,-1258,1000
30.63333,-1077,-1252,978
30.64167,-1075,-1247,954
30.65,-1071,-1242,930
30.65833,-1068,-1237,908
30.66667,-1065,-1233,886
30.675,-1063,-1228,865
30.68333,-1061,-1223,845
30.69167,-1059,-1217,826
30.7,-1056,-1212,808
30.70833,-1053,-1207,791
30.71667,-1051,-1202,777
30.725,-1049,-1197,766
30.73333,-1047,-1192,757
30.74167,-1046,-1188,749
30.75,-1045,-1183,742
30.75833,-1044,-1178,737
30.76667,-1042,-1174,734
30.775,-1042,-1170,734
30.78333,-1041,-1167,734
30.79167,-1041,-1163,736
30.8,-1041,-1159,739
30.80833,-1042,-1155,743
30.81667,-1042,-1152,747
30.825,-1043,-1150,752
30.83333,-1043,-1148,758
30.84167,-1043,-1146,765
30.85,-1044,-1145,773
30.85833,-1045,-1145,783
30.86667,-1046,-1145,794
30.875,-1048,-1144,807
30.88333,-1048,-1144,821
30.89167,-1050,-1146,836
30.9,-1052,-1149,853
30.90833,-1054,-1153,873
30.91667,-1055,-1157,895
30.925,-1055,-1160,920
30.93333,-1057,-1165,948
30.94167,-1060,-1170,976
30.95,-1062,-1175,1006
30.95833,-1065,-1180,1039
30.96667,-1066,-1185,1074
30.975,-1068,-1190,1110
30.98333,-1069,-1196,1148
30.99167,-1071,-1200,1187
31,-1073,-1204,1228
31.00833,-1075,-1208,1269
31.01667,-1077,-1210,1309
31.025,-1079,-1213,1351
31.03333,-1081,-1215,1391
31.04167,-1084,-1217,1432
31.05,-1086,-1220,1471
31.05833,-1089,-1221,1508
31.06667,-1092,-1221,1546
31.075,-1095,-1220,1584
31.08333,-1098,-1217,1621
31.09167,-1101,-1215,1657
31.1,-1103,-1214,1694
31.10833,-1105,-1211,1730
31.11667,-1108,-1207,1767
31.125,-1110,-1203,1803
31.13333,-1112,-1200,1839
31.14167,-1115,-1195,1875
31.15,-1117,-1190,1912
31.15833,-1119,-1186,1948
31.16667,-1120,-1181,1984
31.175,-1122,-1175,2019
31.18333,-1124,-1169,2054
31.19167,-1126,-1164,2089
31.2,-1128,-1158,2122
31.20833,-1129,-1152,2152
31.21667,-1131,-1147,2179
31.225,-1132,-1141,2203
31.23333,-1133,-1136,2224
31.24167,-1135,-1131,2239
31.25,-1137,-1125,2250
31.25833,-1139,-1120,2255
31.26667,-1140,-1116,2254
31.275,-1143,-1111,2247
31.28333,-1146,-1107,2234
31.29167,-1149,-1103,2217
31.3,-1152,-1099,2194
31.30833,-1155,-1095,2167
31.31667,-1157,-1090,2135
31.325,-1160,-1085,2102
31.33333,-1163,-1081,2065
31.34167,-1164,-1076,2027
31.35,-1166,-1073,1988
31.35833,-1169,-1069,1948
31.36667,-1171,-1065,1908
31.375,-1173,-1062,1868
31.38333,-1174,-1060,1830
31.39167,-1176,-1057,1793
31.4,-1177,-1056,1757
31.40833,-1178,-1055,1723
31.41667,-1179,-1053,1690
31.425,-1180,-1051,1658
31.43333,-1180,-1049,1628
31.44167,-1180,-1048,1599
