Time,Icenc-SB0699,Icenc-SB0587,Icenc-CLP2288
4,5494,6649,30332
4.00833,5353,6501,28862
4.01667,5222,6362,27481
4.025,5102,6231,26188
4.03333,4991,6107,24983
4.04167,4890,5990,23866
4.05,4800,5879,22832
4.05833,4719,5774,21878
4.06667,4647,5675,21002
4.075,4581,5581,20200
4.08333,4521,5491,19471
4.09167,4466,5406,18811
4.1,4416,5327,18216
4.10833,4370,5249,17684
4.11667,4326,5175,17208
4.125,4283,5102,16785
4.13333,4241,5032,16409
4.14167,4198,4963,16073
4.15,4154,4896,15771
4.15833,4109,4830,15497
4.16667,4065,4765,15247
4.175,4020,4701,15017
4.18333,3974,4638,14802
4.19167,3927,4577,14600
4.2,3877,4518,14408
4.20833,3827,4464,14223
4.21667,3777,4416,14046
4.225,3727,4376,13878
4.23333,3677,4347,13715
4.24167,3626,4333,13556
4.25,3575,4336,13400
4.25833,3526,4363,13244
4.26667,3478,4419,13085
4.275,3432,4511,12922
4.28333,3390,4646,12752
4.29167,3351,4833,12576
4.3,3318,5081,12395
4.30833,3292,5401,12211
4.31667,3274,5798,12027
4.325,3265,6280,11847
4.33333,3266,6849,11676
4.34167,3279,7504,11520
4.35,3301,8239,11389
4.35833,3335,9041,11288
4.36667,3379,9897,11224
4.375,3432,10784,11203
4.38333,3494,11678,11228
4.39167,3563,12554,11304
4.4,3638,13387,11433
4.40833,3717,14153,11614
4.41667,3798,14837,11844
4.425,3879,15420,12120
4.43333,3960,15897,12434
4.44167,4041,16263,12775
4.45,4121,16517,13133
4.45833,4201,16667,13500
4.46667,4281,16719,13867
4.475,4361,16687,14223
4.48333,4444,16583,14560
4.49167,4528,16421,14874
4.5,4613,16208,15159
4.50833,4701,15956,15414
4.51667,4790,15673,15635
4.525,4879,15365,15821
4.53333,4968,15038,15975
4.54167,5053,14694,16098
4.55,5134,14337,16191
4.55833,5209,13965,16255
4.56667,5277,13580,16293
4.575,5335,13182,16305
4.58333,5383,12772,16295
4.59167,5419,12349,16263
4.6,5444,11915,16212
4.60833,5460,11470,16145
4.61667,5465,11016,16063
4.625,5461,10556,15970
4.63333,5447,10091,15870
4.64167,5425,9623,15767
4.65,5394,9153,15670
4.65833,5352,8685,15584
4.66667,5300,8221,15516
4.675,5236,7763,15472
4.68333,5162,7313,15461
4.69167,5074,6872,15485
4.7,4975,6441,15544
4.70833,4862,6021,15639
4.71667,4736,5613,15763
4.725,4595,5217,15909
4.73333,4440,4832,16070
4.74167,4271,4457,16234
4.75,4088,4092,16391
4.75833,3894,3736,16529
4.76667,3691,3389,16638
4.775,3478,3050,16711
4.78333,3257,2717,16739
4.79167,3026,2390,16717
4.8,2789,2071,16639
4.80833,2547,1759,16503
4.81667,2300,1454,16307
4.825,2048,1157,16052
4.83333,1792,870,15739
4.84167,1532,594,15371
4.85,1268,329,14949
4.85833,1004,77,14477
4.86667,739,-159,13961
4.875,475,-378,13404
4.88333,211,-580,12811
4.89167,-53,-763,12186
4.9,-316,-926,11534
4.90833,-576,-1069,10860
4.91667,-833,-1192,10168
4.925,-1085,-1293,9463
4.93333,-1330,-1373,8746
4.94167,-1571,-1431,8021
4.95,-1807,-1469,7291
4.95833,-2036,-1485,6559
4.96667,-2256,-1482,5830
4.975,-2468,-1460,5103
4.98333,-2670,-1419,4383
4.99167,-2865,-1361,3674
5,-3050,-1284,2975
5.00833,-3226,-1189,2292
5.01667,-3391,-1080,1627
5.025,-3545,-956,980
5.03333,-3686,-817,356
5.04167,-3815,-664,-243
5.05,-3932,-497,-816
5.05833,-4035,-317,-1359
5.06667,-4123,-125,-1872
5.075,-4196,79,-2350
5.08333,-4253,293,-2792
5.09167,-4293,516,-3199
5.1,-4317,750,-3567
5.10833,-4324,991,-3893
5.11667,-4314,1239,-4178
5.125,-4289,1491,-4420
5.13333,-4248,1746,-4617
5.14167,-4192,2005,-4770
5.15,-4122,2265,-4879
5.15833,-4039,2525,-4943
5.16667,-3944,2783,-4966
5.175,-3839,3036,-4947
5.18333,-3725,3286,-4890
5.19167,-3602,3531,-4797
5.2,-3470,3768,-4671
5.20833,-3329,4000,-4518
5.21667,-3180,4226,-4341
5.225,-3025,4446,-4145
5.23333,-2862,4660,-3933
5.24167,-2695,4868,-3710
5.25,-2523,5071,-3480
5.25833,-2343,5268,-3249
5.26667,-2157,5463,-3018
5.275,-1966,5655,-2788
5.28333,-1771,5843,-2561
5.29167,-1572,6029,-2341
5.3,-1367,6210,-2127
5.30833,-1157,6387,-1918
5.31667,-943,6556,-1713
5.325,-727,6716,-1510
5.33333,-507,6864,-1311
5.34167,-286,6997,-1112
5.35,-63,7112,-913
5.35833,162,7205,-711
5.36667,389,7274,-505
5.375,616,7319,-296
5.38333,841,7338,-82
5.39167,1066,7332,137
5.4,1290,7300,363
5.40833,1510,7242,595
5.41667,1727,7162,832
5.425,1940,7061,1075
5.43333,2148,6942,1322
5.44167,2353,6807,1575
5.45,2553,6660,1832
5.45833,2748,6502,2093
5.46667,2936,6336,2356
5.475,3117,6163,2619
5.48333,3291,5986,2884
5.49167,3459,5807,3150
5.5,3622,5628,3416
5.50833,3778,5451,3680
5.51667,3927,5276,3943
5.525,4070,5104,4203
5.53333,4207,4936,4460
5.54167,4337,4772,4712
5.55,4460,4614,4960
5.55833,4576,4462,5203
5.56667,4685,4315,5439
5.575,4787,4173,5668
5.58333,4882,4039,5889
5.59167,4969,3911,6103
5.6,5049,3789,6307
5.60833,5121,3673,6503
5.61667,5184,3565,6690
5.625,5238,3464,6868
5.63333,5282,3368,7037
5.64167,5316,3279,7195
5.65,5342,3197,7345
5.65833,5359,3121,7486
5.66667,5366,3052,7619
5.675,5365,2990,7746
5.68333,5356,2931,7866
5.69167,5340,2876,7979
5.7,5317,2827,8085
5.70833,5288,2783,8185
5.71667,5254,2742,8280
5.725,5215,2706,8370
5.73333,5174,2673,8453
5.74167,5129,2643,8532
5.75,5082,2617,8606
5.75833,5032,2593,8675
5.76667,4980,2573,8739
5.775,4926,2558,8798
5.78333,4871,2544,8855
5.79167,4816,2534,8907
5.8,4761,2528,8956
5.80833,4705,2526,9001
5.81667,4649,2527,9042
5.825,4592,2530,9080
5.83333,4535,2536,9115
5.84167,4478,2545,9147
5.85,4420,2557,9175
5.85833,4363,2571,9199
5.86667,4307,2586,9219
5.875,4250,2603,9236
5.88333,4193,2622,9249
5.89167,4137,2642,9260
5.9,4082,2662,9268
5.90833,4027,2682,9273
5.91667,3973,2703,9275
5.925,3920,2725,9273
5.93333,3867,2747,9269
5.94167,3815,2769,9262
5.95,3765,2792,9254
5.95833,3715,2814,9245
5.96667,3665,2838,9238
5.975,3616,2862,9233
5.98333,3569,2885,9230
5.99167,3522,2909,9231
6,3476,2932,9237
6.00833,3432,2954,9251
6.01667,3389,2977,9272
6.025,3347,3001,9304
6.03333,3305,3025,9346
6.04167,3266,3049,9399
6.05,3228,3074,9465
6.05833,3191,3097,9545
6.06667,3156,3121,9639
6.075,3124,3145,9746
6.08333,3094,3166,9867
6.09167,3066,3188,10001
6.1,3038,3210,10149
6.10833,3014,3232,10306
6.11667,2993,3254,10473
6.125,2974,3274,10645
6.13333,2956,3295,10818
6.14167,2939,3315,10990
6.15,2924,3334,11156
6.15833,2910,3351,11312
6.16667,2899,3367,11453
6.175,2887,3380,11577
6.18333,2876,3391,11680
6.19167,2865,3400,11760
6.2,2855,3406,11814
6.20833,2843,3408,11842
6.21667,2829,3406,11844
6.225,2815,3399,11819
6.23333,2800,3387,11772
6.24167,2784,3370,11702
6.25,2766,3349,11611
6.25833,2747,3323,11503
6.26667,2728,3292,11380
6.275,2708,3256,11244
6.28333,2686,3215,11097
6.29167,2662,3169,10940
6.3,2638,3119,10777
6.30833,2611,3066,10609
6.31667,2584,3010,10437
6.325,2556,2950,10264
6.33333,2527,2888,10091
6.34167,2496,2822,9917
6.35,2465,2754,9744
6.35833,2432,2682,9572
6.36667,2399,2608,9401
6.375,2365,2531,9232
6.38333,2331,2452,9065
6.39167,2296,2372,8901
6.4,2260,2291,8739
6.40833,2221,2209,8580
6.41667,2180,2127,8424
6.425,2139,2045,8271
6.43333,2097,1962,8121
6.44167,2055,1880,7975
6.45,2013,1797,7833
6.45833,1970,1712,7694
6.46667,1926,1628,7561
6.475,1881,1546,7431
6.48333,1836,1465,7307
6.49167,1792,1384,7187
6.5,1747,1303,7073
6.50833,1702,1223,6964
6.51667,1657,1143,6860
6.525,1613,1063,6762
6.53333,1570,984,6670
6.54167,1528,908,6584
6.55,1488,832,6504
6.55833,1450,759,6430
6.56667,1412,689,6362
6.575,1376,620,6299
6.58333,1342,555,6243
6.59167,1310,491,6193
6.6,1280,431,6148
6.60833,1252,373,6109
6.61667,1227,319,6077
6.625,1204,268,6051
6.63333,1184,220,6030
6.64167,1165,175,6017
6.65,1149,134,6011
6.65833,1135,96,6012
6.66667,1123,62,6020
6.675,1114,33,6034
6.68333,1108,7,6056
6.69167,1104,-15,6084
6.7,1102,-33,6116
6.70833,1101,-47,6153
6.71667,1103,-59,6194
6.725,1109,-68,6238
6.73333,1115,-75,6283
6.74167,1123,-81,6328
6.75,1133,-83,6372
6.75833,1144,-82,6414
6.76667,1157,-80,6452
6.775,1172,-76,6486
6.78333,1188,-70,6514
6.79167,1206,-63,6536
6.8,1225,-54,6551
6.80833,1244,-44,6558
6.81667,1264,-32,6557
6.825,1286,-21,6547
6.83333,1308,-8,6528
6.84167,1330,4,6501
6.85,1350,17,6468
6.85833,1371,30,6429
6.86667,1393,42,6384
6.875,1413,55,6331
6.88333,1434,68,6273
6.89167,1455,80,6209
6.9,1476,92,6140
6.90833,1497,104,6067
6.91667,1516,116,5992
6.925,1536,127,5916
6.93333,1556,138,5839
6.94167,1576,150,5763
6.95,1596,162,5688
6.95833,1616,174,5616
6.96667,1636,187,5545
6.975,1656,200,5478
6.98333,1676,213,5415
6.99167,1697,226,5356
7,1720,241,5302
7.00833,1744,256,5252
7.01667,1768,273,5208
7.025,1795,291,5168
7.03333,1824,309,5135
7.04167,1853,328,5107
7.05,1884,347,5083
7.05833,1916,366,5064
7.06667,1949,387,5049
7.075,1986,409,5039
7.08333,2024,431,5032
7.09167,2062,454,5029
7.1,2102,476,5029
7.10833,2144,498,5035
7.11667,2186,518,5043
7.125,2228,539,5053
7.13333,2270,559,5066
7.14167,2315,577,5082
7.15,2360,593,5101
7.15833,2404,607,5122
7.16667,2447,621,5144
7.175,2490,634,5168
7.18333,2530,646,5194
7.19167,2568,655,5221
7.2,2602,664,5248
7.20833,2633,670,5276
7.21667,2659,675,5303
7.225,2681,678,5329
7.23333,2698,682,5354
7.24167,2710,684,5378
7.25,2716,687,5400
7.25833,2717,689,5419
7.26667,2711,691,5435
7.275,2700,693,5445
7.28333,2683,697,5452
7.29167,2661,702,5455
7.3,2634,709,5450
7.30833,2602,719,5440
7.31667,2566,733,5424
7.325,2524,750,5401
7.33333,2477,772,5372
7.34167,2426,801,5336
7.35,2371,836,5293
7.35833,2313,879,5245
7.36667,2252,933,5191
7.375,2189,996,5133
7.38333,2123,1072,5069
7.39167,2056,1162,4999
7.4,1986,1266,4926
7.40833,1915,1387,4849
7.41667,1843,1526,4769
7.425,1770,1683,4686
7.43333,1698,1860,4601
7.44167,1626,2059,4515
7.45,1557,2278,4430
7.45833,1490,2517,4343
7.46667,1425,2776,4259
7.475,1362,3054,4177
7.48333,1301,3349,4100
7.49167,1244,3658,4028
7.5,1190,3982,3962
7.50833,1139,4318,3903
7.51667,1092,4663,3851
7.525,1049,5014,3807
7.53333,1008,5366,3772
7.54167,972,5719,3746
7.55,939,6068,3732
7.55833,911,6408,3730
7.56667,885,6736,3741
7.575,862,7047,3766
7.58333,844,7336,3805
7.59167,830,7599,3857
7.6,819,7835,3924
7.60833,812,8039,4006
7.61667,809,8207,4105
7.625,810,8337,4218
7.63333,815,8423,4348
7.64167,825,8466,4492
7.65,839,8466,4652
7.65833,859,8421,4825
7.66667,884,8332,5009
7.675,914,8202,5206
7.68333,951,8034,5414
7.69167,994,7829,5633
7.7,1043,7592,5860
7.70833,1100,7324,6094
7.71667,1165,7032,6334
7.725,1239,6722,6578
7.73333,1322,6397,6825
7.74167,1414,6064,7073
7.75,1515,5726,7320
7.75833,1625,5386,7567
7.76667,1746,5048,7810
7.775,1877,4718,8047
7.78333,2018,4397,8276
7.79167,2166,4086,8492
7.8,2323,3790,8694
7.80833,2488,3510,8879
7.81667,2660,3248,9046
7.825,2839,3002,9192
7.83333,3021,2773,9315
7.84167,3207,2562,9414
7.85,3394,2368,9487
7.85833,3581,2190,9535
7.86667,3768,2030,9558
7.875,3950,1885,9558
7.88333,4128,1755,9536
7.89167,4300,1638,9494
7.9,4461,1534,9433
7.90833,4613,1439,9353
7.91667,4753,1354,9257
7.925,4881,1278,9149
7.93333,4992,1211,9029
7.94167,5088,1151,8900
7.95,5164,1100,8762
7.95833,5221,1054,8617
7.96667,5258,1013,8466
7.975,5274,976,8310
7.98333,5270,944,8152
7.99167,5244,916,7993
8,5197,892,7833
8.00833,5131,872,7675
8.01667,5046,855,7520
8.025,4946,840,7368
8.03333,4831,827,7221
8.04167,4705,818,7081
8.05,4568,810,6948
8.05833,4423,803,6824
8.06667,4271,799,6709
8.075,4115,797,6606
8.08333,3957,797,6515
8.09167,3799,798,6438
8.1,3644,800,6375
8.10833,3494,803,6326
8.11667,3349,807,6292
8.125,3210,811,6274
8.13333,3076,816,6273
8.14167,2948,822,6289
8.15,2828,828,6325
8.15833,2717,834,6380
8.16667,2612,840,6455
8.175,2515,847,6553
8.18333,2425,853,6675
8.19167,2341,859,6820
8.2,2263,864,6990
8.20833,2192,868,7182
8.21667,2125,873,7398
8.225,2063,878,7639
8.23333,2003,882,7903
8.24167,1946,884,8191
8.25,1893,888,8500
8.25833,1842,890,8829
8.26667,1793,892,9177
8.275,1745,892,9541
8.28333,1699,891,9918
8.29167,1654,889,10304
8.3,1610,887,10697
8.30833,1567,885,11093
8.31667,1523,883,11489
8.325,1480,880,11881
8.33333,1437,878,12264
8.34167,1395,875,12636
8.35,1353,872,12991
8.35833,1312,869,13325
8.36667,1271,865,13636
8.375,1230,861,13918
8.38333,1190,858,14165
8.39167,1152,854,14376
8.4,1115,851,14547
8.40833,1077,848,14673
8.41667,1039,846,14753
8.425,1002,844,14786
8.43333,966,842,14769
8.44167,933,841,14702
8.45,900,840,14584
8.45833,869,838,14416
8.46667,838,837,14201
8.475,810,837,13943
8.48333,784,838,13645
8.49167,761,837,13310
8.5,741,838,12945
8.50833,722,840,12553
8.51667,706,841,12141
8.525,692,843,11715
8.53333,681,845,11280
8.54167,673,847,10842
8.55,667,850,10405
8.55833,663,854,9972
8.56667,661,859,9547
8.575,662,865,9133
8.58333,664,872,8733
8.59167,667,880,8349
8.6,674,888,7984
8.60833,684,897,7637
8.61667,695,908,7310
8.625,706,919,7001
8.63333,720,932,6713
8.64167,735,943,6443
8.65,752,955,6191
8.65833,769,966,5955
8.66667,788,976,5735
8.675,807,987,5530
8.68333,827,996,5342
8.69167,847,1004,5166
8.7,868,1011,5001
8.70833,889,1017,4845
8.71667,911,1022,4699
8.725,932,1024,4561
8.73333,954,1026,4432
8.74167,974,1026,4311
8.75,994,1026,4195
8.75833,1014,1025,4087
8.76667,1034,1024,3984
8.775,1054,1022,3886
8.78333,1074,1021,3793
8.79167,1093,1019,3706
8.8,1112,1017,3624
8.80833,1129,1015,3545
8.81667,1147,1012,3471
8.825,1163,1010,3403
8.83333,1179,1008,3339
8.84167,1194,1006,3280
8.85,1210,1005,3225
8.85833,1226,1004,3174
8.86667,1242,1005,3127
8.875,1257,1008,3085
8.88333,1270,1010,3045
8.89167,1283,1013,3011
8.9,1295,1016,2980
8.90833,1308,1020,2952
8.91667,1320,1024,2927
8.925,1332,1028,2906
8.93333,1342,1035,2886
8.94167,1352,1042,2869
8.95,1362,1050,2855
8.95833,1371,1059,2841
8.96667,1381,1067,2829
8.975,1390,1076,2820
8.98333,1398,1084,2811
8.99167,1405,1093,2803
9,1410,1103,2795
9.00833,1415,1113,2787
9.01667,1420,1122,2779
9.025,1423,1132,2771
9.03333,1425,1141,2764
9.04167,1426,1151,2757
9.05,1427,1159,2749
9.05833,1427,1167,2742
9.06667,1426,1175,2735
9.075,1424,1182,2728
9.08333,1420,1188,2721
9.09167,1415,1192,2714
9.1,1409,1195,2707
9.10833,1403,1197,2700
9.11667,1395,1199,2695
9.125,1387,1199,2693
9.13333,1377,1197,2694
9.14167,1367,1193,2698
9.15,1355,1186,2706
9.15833,1342,1178,2719
9.16667,1328,1169,2738
9.175,1311,1157,2764
9.18333,1295,1143,2800
9.19167,1277,1128,2845
9.2,1258,1110,2903
9.20833,1239,1091,2973
9.21667,1219,1069,3058
9.225,1197,1046,3156
9.23333,1174,1022,3271
9.24167,1150,994,3401
9.25,1125,964,3550
9.25833,1098,933,3715
9.26667,1071,901,3900
9.275,1043,867,4102
9.28333,1014,832,4322
9.29167,985,796,4557
9.3,955,759,4807
9.30833,925,719,5069
9.31667,895,680,5340
9.325,863,641,5620
9.33333,832,603,5904
9.34167,802,565,6188
9.35,772,526,6469
9.35833,744,486,6743
9.36667,715,447,7008
9.375,688,410,7260
9.38333,662,373,7496
9.39167,638,336,7710
9.4,615,301,7902
9.40833,594,268,8066
9.41667,574,236,8200
9.425,557,207,8300
9.43333,541,179,8366
9.44167,528,154,8395
9.45,518,131,8387
9.45833,509,111,8340
9.46667,503,92,8255
9.475,498,76,8132
9.48333,497,63,7975
9.49167,498,53,7785
9.5,501,47,7566
9.50833,507,41,7320
9.51667,514,39,7052
9.525,523,38,6768
9.53333,534,40,6472
9.54167,545,45,6170
9.55,559,52,5866
9.55833,574,60,5563
9.56667,591,69,5267
9.575,609,82,4982
9.58333,627,97,4708
9.59167,647,114,4449
9.6,668,131,4206
9.60833,689,150,3981
9.61667,711,170,3772
9.625,734,190,3580
9.63333,754,211,3406
9.64167,775,235,3249
9.65,797,259,3108
9.65833,817,282,2983
9.66667,839,305,2873
9.675,860,328,2775
9.68333,881,351,2689
9.69167,901,373,2614
9.7,919,395,2548
9.70833,938,417,2491
9.71667,955,438,2441
9.725,972,459,2399
9.73333,987,480,2364
9.74167,1002,501,2336
9.75,1016,522,2313
9.75833,1029,541,2293
9.76667,1041,560,2278
9.775,1054,577,2269
9.78333,1065,593,2262
9.79167,1075,609,2259
9.8,1084,624,2260
9.80833,1093,639,2266
9.81667,1103,654,2276
9.825,1113,670,2288
9.83333,1122,685,2304
9.84167,1132,698,2322
9.85,1143,712,2343
9.85833,1153,727,2366
9.86667,1163,742,2393
9.875,1174,756,2421
9.88333,1184,772,2450
9.89167,1196,786,2481
9.9,1209,801,2512
9.90833,1222,815,2545
9.91667,1233,830,2578
9.925,1245,845,2613
9.93333,1258,862,2648
9.94167,1272,878,2681
9.95,1286,893,2712
9.95833,1301,908,2743
9.96667,1315,922,2773
9.975,1330,937,2802
9.98333,1345,951,2830
9.99167,1358,964,2856
10,1372,978,2878
10.00833,1385,991,2899
10.01667,1399,1003,2917
10.025,1413,1016,2932
10.03333,1426,1025,2946
10.04167,1437,1035,2957
10.05,1448,1043,2964
10.05833,1457,1050,2969
10.06667,1466,1056,2970
10.075,1474,1060,2969
10.08333,1480,1062,2966
10.09167,1485,1063,2959
10.1,1488,1062,2949
10.10833,1489,1060,2937
10.11667,1489,1058,2922
10.125,1486,1054,2905
10.13333,1482,1048,2886
10.14167,1476,1039,2865
10.15,1469,1029,2841
10.15833,1461,1018,2817
10.16667,1451,1006,2791
10.175,1439,990,2764
10.18333,1425,974,2736
10.19167,1410,956,2705
10.2,1393,937,2674
10.20833,1376,918,2642
10.21667,1357,899,2610
10.225,1337,878,2577
10.23333,1317,857,2545
10.24167,1296,834,2513
10.25,1275,811,2481
10.25833,1253,788,2449
10.26667,1231,768,2417
10.275,1208,748,2386
10.28333,1185,728,2357
10.29167,1164,709,2330
10.3,1143,692,2305
10.30833,1123,676,2282
10.31667,1105,663,2261
10.325,1086,652,2242
10.33333,1068,643,2226
10.34167,1051,636,2211
10.35,1035,632,2199
10.35833,1020,633,2191
10.36667,1007,637,2184
10.375,996,643,2179
10.38333,987,653,2177
10.39167,980,668,2176
10.4,974,686,2176
10.40833,970,709,2178
10.41667,967,735,2183
10.425,966,765,2190
10.43333,966,798,2198
10.44167,968,836,2207
10.45,972,879,2216
10.45833,977,923,2227
10.46667,985,972,2238
10.475,994,1025,2251
10.48333,1003,1080,2263
10.49167,1014,1137,2275
10.5,1025,1197,2289
10.50833,1037,1258,2304
10.51667,1050,1321,2319
10.525,1064,1386,2333
10.53333,1079,1451,2348
10.54167,1093,1516,2364
10.55,1108,1581,2379
10.55833,1124,1646,2395
10.56667,1141,1709,2411
10.575,1157,1770,2429
10.58333,1174,1830,2447
10.59167,1191,1888,2465
10.6,1208,1943,2485
10.60833,1224,1997,2505
10.61667,1239,2049,2526
10.625,1255,2097,2549
10.63333,1269,2142,2573
10.64167,1283,2182,2598
10.65,1296,2220,2626
10.65833,1309,2256,2654
10.66667,1323,2287,2685
10.675,1337,2314,2717
10.68333,1351,2339,2752
10.69167,1363,2362,2790
10.7,1375,2381,2831
10.70833,1388,2398,2875
10.71667,1401,2413,2923
10.725,1413,2427,2974
10.73333,1426,2438,3028
10.74167,1438,2447,3087
10.75,1449,2456,3147
10.75833,1460,2462,3211
10.76667,1472,2467,3280
10.775,1484,2469,3352
10.78333,1497,2470,3427
10.79167,1509,2467,3505
10.8,1522,2461,3586
10.80833,1536,2453,3670
10.81667,1548,2441,3755
10.825,1561,2425,3843
10.83333,1573,2407,3932
10.84167,1586,2383,4025
10.85,1599,2355,4118
10.85833,1611,2323,4214
10.86667,1624,2288,4310
10.875,1636,2250,4405
10.88333,1648,2208,4501
10.89167,1657,2163,4595
10.9,1668,2116,4688
10.90833,1678,2066,4780
10.91667,1687,2015,4871
10.925,1695,1963,4959
10.93333,1703,1912,5043
10.94167,1709,1863,5123
10.95,1713,1813,5202
10.95833,1715,1765,5277
10.96667,1716,1717,5350
10.975,1715,1671,5420
10.98333,1713,1626,5487
10.99167,1710,1583,5550
11,1705,1540,5608
11.00833,1698,1499,5661
11.01667,1691,1460,5710
11.025,1683,1422,5755
11.03333,1672,1386,5797
11.04167,1659,1352,5834
11.05,1645,1319,5865
11.05833,1630,1288,5892
11.06667,1613,1257,5914
11.075,1595,1226,5932
11.08333,1577,1196,5945
11.09167,1556,1167,5954
11.1,1534,1139,5960
11.10833,1513,1111,5960
11.11667,1491,1082,5956
11.125,1467,1054,5950
11.13333,1441,1028,5939
11.14167,1416,1003,5925
11.15,1390,978,5908
11.15833,1364,953,5890
11.16667,1337,928,5868
11.175,1311,904,5845
11.18333,1285,880,5820
11.19167,1260,857,5794
11.2,1236,835,5765
11.20833,1213,814,5734
11.21667,1189,794,5702
11.225,1166,775,5669
11.23333,1145,756,5633
11.24167,1126,740,5595
11.25,1110,725,5555
11.25833,1095,710,5514
11.26667,1083,696,5472
11.275,1071,683,5431
11.28333,1062,673,5388
11.29167,1055,665,5345
11.3,1051,656,5302
11.30833,1050,650,5259
11.31667,1051,645,5216
11.325,1054,642,5176
11.33333,1060,640,5138
11.34167,1069,640,5101
11.35,1079,640,5067
11.35833,1094,641,5036
11.36667,1111,644,5007
11.375,1132,647,4979
11.38333,1157,652,4955
11.39167,1185,656,4932
11.4,1216,663,4912
11.40833,1249,669,4893
11.41667,1285,675,4875
11.425,1324,680,4858
11.43333,1366,685,4844
11.44167,1410,689,4828
11.45,1457,695,4813
11.45833,1506,701,4796
11.46667,1560,706,4780
11.475,1615,711,4762
11.48333,1673,716,4743
11.49167,1733,721,4723
11.5,1795,726,4703
11.50833,1859,731,4683
11.51667,1926,735,4663
11.525,1994,738,4643
11.53333,2063,742,4624
11.54167,2132,746,4605
11.55,2203,750,4587
11.55833,2275,754,4569
11.56667,2347,759,4553
11.575,2421,762,4539
11.58333,2495,766,4527
11.59167,2569,772,4517
11.6,2643,776,4507
11.60833,2716,779,4499
11.61667,2788,783,4493
11.625,2859,788,4490
11.63333,2930,794,4489
11.64167,2999,801,4490
11.65,3067,806,4493
11.65833,3134,812,4496
11.66667,3198,818,4501
11.675,3259,826,4507
11.68333,3315,833,4514
11.69167,3367,839,4521
11.7,3414,845,4530
11.70833,3456,852,4539
11.71667,3492,860,4549
11.725,3522,867,4560
11.73333,3544,874,4572
11.74167,3559,881,4582
11.75,3567,887,4591
11.75833,3566,895,4599
11.76667,3556,902,4606
11.775,3537,910,4610
11.78333,3510,917,4612
11.79167,3474,924,4612
11.8,3431,930,4609
11.80833,3379,935,4603
11.81667,3320,940,4593
11.825,3253,944,4581
11.83333,3180,947,4563
11.84167,3104,949,4542
11.85,3024,951,4517
11.85833,2941,952,4487
11.86667,2855,953,4453
11.875,2768,953,4417
11.88333,2680,952,4376
11.89167,2593,948,4330
11.9,2506,944,4282
11.90833,2422,938,4231
11.91667,2341,930,4177
11.925,2261,921,4121
11.93333,2184,910,4065
11.94167,2108,899,4006
11.95,2035,886,3946
11.95833,1965,873,3885
11.96667,1898,859,3825
11.975,1835,845,3765
11.98333,1773,830,3705
11.99167,1714,813,3645
12,1659,795,3584
12.00833,1606,776,3525
12.01667,1556,757,3466
12.025,1510,738,3410
12.03333,1466,717,3354
12.04167,1425,696,3299
12.05,1385,676,3244
12.05833,1348,656,3192
12.06667,1314,637,3142
12.075,1282,618,3093
12.08333,1253,601,3046
12.09167,1227,585,2999
12.1,1202,569,2953
12.10833,1179,552,2910
12.11667,1159,535,2868
12.125,1140,520,2829
12.13333,1123,506,2792
12.14167,1108,494,2756
12.15,1096,483,2723
12.15833,1086,472,2693
12.16667,1078,463,2662
12.175,1071,454,2633
12.18333,1066,447,2606
12.19167,1061,441,2581
12.2,1059,436,2557
12.20833,1059,433,2535
12.21667,1061,431,2515
12.225,1064,430,2495
12.23333,1070,430,2475
12.24167,1077,431,2456
12.25,1085,433,2438
12.25833,1095,438,2422
12.26667,1108,442,2406
12.275,1122,447,2391
12.28333,1138,454,2378
12.29167,1156,461,2365
12.3,1176,469,2352
12.30833,1198,478,2339
12.31667,1222,487,2328
12.325,1248,497,2317
12.33333,1276,508,2307
12.34167,1306,519,2299
12.35,1338,531,2294
12.35833,1371,543,2291
12.36667,1407,555,2289
12.375,1445,569,2290
12.38333,1485,583,2293
12.39167,1526,597,2298
12.4,1570,612,2305
12.40833,1617,627,2316
12.41667,1666,643,2330
12.425,1718,659,2348
12.43333,1771,677,2370
12.44167,1826,694,2395
12.45,1883,711,2425
12.45833,1943,729,2459
12.46667,2004,747,2497
12.475,2067,766,2538
12.48333,2131,784,2584
12.49167,2196,803,2633
12.5,2262,822,2685
12.50833,2328,840,2742
12.51667,2397,859,2803
12.525,2466,878,2867
12.53333,2534,895,2935
12.54167,2603,913,3006
12.55,2671,930,3080
12.55833,2737,946,3158
12.56667,2801,961,3239
12.575,2864,977,3321
12.58333,2925,992,3406
12.59167,2984,1006,3492
12.6,3042,1019,3579
12.60833,3096,1031,3666
12.61667,3148,1042,3754
12.625,3196,1052,3840
12.63333,3240,1061,3925
12.64167,3282,1071,4008
12.65,3320,1079,4090
12.65833,3353,1085,4172
12.66667,3380,1090,4251
12.675,3401,1095,4328
12.68333,3415,1099,4400
12.69167,3424,1100,4468
12.7,3424,1101,4533
12.70833,3417,1101,4594
12.71667,3402,1099,4652
12.725,3378,1096,4705
12.73333,3346,1092,4754
12.74167,3307,1086,4800
12.75,3260,1078,4841
12.75833,3205,1070,4880
12.76667,3144,1060,4916
12.775,3076,1048,4952
12.78333,3003,1035,4986
12.79167,2924,1022,5017
12.8,2840,1006,5047
12.80833,2755,989,5076
12.81667,2668,971,5104
12.825,2577,952,5132
12.83333,2486,931,5160
