[Header]
Application Name	LabSolutions
Version	5.92
Data File Name	C:\LabSolutions\Data\Rokyta\Icenc-CLP2288_V1897.lcd
Output Date	2/6/2020
Output Time	8:18:11 AM

[File Information]
Type	Data File
Generated	10/11/2019 6:42:20 PM
Generated by	System Administrator
Modified	10/11/2019 9:02:48 PM
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	10/11/2019 6:42:46 PM
Sample Type	0:Unknown
Level	0
Sample Name	Icenc-CLP2288_V1897
Sample ID	Icenc-CLP2288_V1897
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	1
Injection Volume	44

[Original Files]
Data File	C:\LabSolutions\Data\Rokyta\Icenc-CLP2288_V1897.lcd
Method File	C:\LabSolutions\Data\Rokyta\Rokyta_HPLC.lcm
Batch File	C:\LabSolutions\Data\Rokyta\ACW_9samples_10-11-2019.lcb
Report Format File	C:\LabSolutions\System\Default.lsr

[File Description]


[Configuration]
Instrument Name	50DPCP2-Instrument1
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	Detector A
Detector Name	Detector A
# of Channels	1

[Peak Table(Detector A)]
# of Peaks	119
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
3.56667	279.3
3.58333	279.6
3.60000	279.3
3.61667	279.6
3.63333	279.7
3.65000	279.4
3.66667	279.6
3.68333	279.8
3.70000	279.8
3.71667	279.7
3.73333	279.7
3.75000	279.4
3.76667	278.7
3.78333	278.7
3.80000	278.4
3.81667	278.4
3.83333	278.5
3.85000	278.5
3.86667	278.3
3.88333	278.4
3.90000	278.5
3.91667	278.5
3.93333	278.7
3.95000	278.7
3.96667	278.9
3.98333	278.5
4.00000	278.8
4.01667	278.7
4.03333	278.5
4.05000	278.5
4.06667	278.9
4.08333	278.5
4.10000	278.7
4.11667	278.7
4.13333	278.7
4.15000	278.7
4.16667	278.8
4.18333	278.7
4.20000	278.5
4.21667	278.1
4.23333	277.4
4.25000	277.4
4.26667	277.4
4.28333	277.2
4.30000	277.5
4.31667	277.8
4.33333	277.9
4.35000	277.9
4.36667	278.0
4.38333	278.3
4.40000	277.8
4.41667	278.3
4.43333	278.3
4.45000	278.3
4.46667	278.3
4.48333	278.5
4.50000	278.3
4.51667	278.5
4.53333	278.8
4.55000	278.7
4.56667	278.8
4.58333	278.9
4.60000	278.5
4.61667	278.7
4.63333	279.1
4.65000	278.8
4.66667	278.7
4.68333	278.3
4.70000	278.0
4.71667	277.2
4.73333	277.2
4.75000	277.5
4.76667	277.5
4.78333	277.5
4.80000	277.8
4.81667	277.5
4.83333	277.8
4.85000	278.0
4.86667	277.8
4.88333	277.9
4.90000	278.1
4.91667	277.9
4.93333	277.9
4.95000	278.3
4.96667	278.0
4.98333	278.3
5.00000	278.1
5.01667	278.3
5.03333	278.1
5.05000	278.4
5.06667	278.3
5.08333	278.3
5.10000	278.3
5.11667	278.1
5.13333	278.0
5.15000	277.5
5.16667	277.4
5.18333	277.1
5.20000	277.1
5.21667	277.5
5.23333	277.4
5.25000	277.5
5.26667	277.6
5.28333	277.9
5.30000	277.9
5.31667	278.0
5.33333	277.9
5.35000	278.1
5.36667	278.3
5.38333	278.4
5.40000	278.3
5.41667	278.7
5.43333	278.7
5.45000	278.4
5.46667	278.8
5.48333	278.9
5.50000	278.9
5.51667	279.1
5.53333	279.2
5.55000	278.8
5.56667	279.1
5.58333	279.3
5.60000	278.7
5.61667	278.3
5.63333	278.1
5.65000	278.0
5.66667	277.8
5.68333	277.9
5.70000	278.1
5.71667	278.1
5.73333	278.1
5.75000	278.1
5.76667	278.3
5.78333	278.3
5.80000	278.8
5.81667	278.5
5.83333	278.9
5.85000	278.9
5.86667	278.8
5.88333	278.8
5.90000	279.2
5.91667	279.1
5.93333	279.2
5.95000	279.3
5.96667	279.1
5.98333	279.2
6.00000	279.4
6.01667	279.3
6.03333	279.2
6.05000	278.9
6.06667	278.8
6.08333	277.9
6.10000	278.3
6.11667	278.3
6.13333	278.1
6.15000	278.5
6.16667	278.4
6.18333	278.5
6.20000	278.7
6.21667	279.1
6.23333	278.9
6.25000	279.1
6.26667	279.2
6.28333	279.1
6.30000	279.2
6.31667	279.3
6.33333	279.4
6.35000	279.4
6.36667	279.6
6.38333	279.3
6.40000	279.6
6.41667	279.7
6.43333	279.8
6.45000	279.8
6.46667	279.8
6.48333	280.0
6.50000	279.2
6.51667	278.8
6.53333	278.5
6.55000	278.4
6.56667	278.5
6.58333	278.7
6.60000	278.4
6.61667	278.5
6.63333	278.8
6.65000	278.7
6.66667	278.7
6.68333	278.8
6.70000	278.9
6.71667	278.7
6.73333	278.7
6.75000	278.8
6.76667	278.9
6.78333	279.1
6.80000	279.2
6.81667	278.9
6.83333	279.1
6.85000	279.3
6.86667	279.2
6.88333	279.3
6.90000	279.6
6.91667	278.9
6.93333	278.8
6.95000	278.0
6.96667	277.9
6.98333	277.9
7.00000	278.1
7.01667	278.4
7.03333	278.3
7.05000	278.4
7.06667	278.3
7.08333	278.5
7.10000	278.5
7.11667	278.4
7.13333	278.5
7.15000	278.7
7.16667	278.8
7.18333	278.7
7.20000	278.9
7.21667	279.1
7.23333	278.8
7.25000	278.9
7.26667	279.2
7.28333	279.3
7.30000	279.2
7.31667	279.3
7.33333	279.4
7.35000	278.8
7.36667	278.5
7.38333	278.4
7.40000	277.9
7.41667	277.9
7.43333	278.1
7.45000	277.6
7.46667	277.9
7.48333	278.1
7.50000	278.1
7.51667	278.1
7.53333	278.4
7.55000	278.0
7.56667	278.1
7.58333	278.4
7.60000	278.4
7.61667	278.4
7.63333	278.5
7.65000	278.4
7.66667	278.5
7.68333	278.5
7.70000	278.7
7.71667	278.5
7.73333	278.5
7.75000	278.8
7.76667	278.3
7.78333	278.3
7.80000	277.6
7.81667	277.2
7.83333	277.6
7.85000	277.8
7.86667	277.5
7.88333	277.5
7.90000	277.9
7.91667	277.9
7.93333	278.1
7.95000	278.3
7.96667	278.4
7.98333	277.9
8.00000	278.3
8.01667	278.7
8.03333	278.4
8.05000	278.5
8.06667	278.8
8.08333	278.7
8.10000	278.8
8.11667	278.8
8.13333	278.8
8.15000	279.1
8.16667	279.1
8.18333	279.1
8.20000	278.3
8.21667	277.9
8.23333	277.6
8.25000	277.5
8.26667	277.6
8.28333	277.8
8.30000	277.5
8.31667	277.6
8.33333	277.9
8.35000	278.0
8.36667	278.0
8.38333	278.1
8.40000	278.4
8.41667	277.9
8.43333	278.3
8.45000	278.1
8.46667	278.3
8.48333	278.4
8.50000	278.5
8.51667	278.1
8.53333	278.3
8.55000	278.4
8.56667	278.4
8.58333	278.5
8.60000	278.3
8.61667	277.2
8.63333	277.1
8.65000	277.2
8.66667	277.5
8.68333	277.5
8.70000	277.5
8.71667	278.0
8.73333	278.0
8.75000	278.0
8.76667	278.1
8.78333	278.1
8.80000	278.1
8.81667	278.4
8.83333	278.1
8.85000	278.3
8.86667	278.5
8.88333	278.4
8.90000	278.7
8.91667	278.8
8.93333	278.8
8.95000	278.7
8.96667	278.8
8.98333	279.1
9.00000	278.5
9.01667	278.0
9.03333	277.5
9.05000	277.2
9.06667	277.5
9.08333	277.5
9.10000	277.5
9.11667	277.8
9.13333	278.0
9.15000	277.8
9.16667	277.8
9.18333	278.0
9.20000	278.1
9.21667	278.0
9.23333	278.1
9.25000	278.4
9.26667	278.0
9.28333	278.1
9.30000	278.4
9.31667	278.5
9.33333	278.5
9.35000	278.7
9.36667	278.3
9.38333	278.5
9.40000	278.0
9.41667	277.8
9.43333	277.2
9.45000	277.5
9.46667	277.6
9.48333	277.6
9.50000	277.9
9.51667	278.1
9.53333	278.0
9.55000	278.1
9.56667	278.3
9.58333	278.0
9.60000	278.5
9.61667	278.7
9.63333	278.7
9.65000	278.7
9.66667	278.8
9.68333	279.1
9.70000	278.7
9.71667	279.1
9.73333	279.1
9.75000	279.2
9.76667	279.1
9.78333	279.1
9.80000	278.5
9.81667	277.9
9.83333	277.9
9.85000	277.8
9.86667	278.1
9.88333	278.1
9.90000	278.3
9.91667	278.1
9.93333	278.3
9.95000	278.1
9.96667	278.3
9.98333	278.4
10.00000	278.7
10.01667	278.5
10.03333	278.7
10.05000	278.8
10.06667	278.7
10.08333	278.9
10.10000	279.1
10.11667	278.7
10.13333	278.9
10.15000	279.2
10.16667	279.1
10.18333	278.7
10.20000	278.0
10.21667	278.0
10.23333	277.8
10.25000	278.0
10.26667	278.3
10.28333	278.1
10.30000	278.4
10.31667	278.5
10.33333	278.5
10.35000	278.3
10.36667	278.8
10.38333	278.7
10.40000	278.8
10.41667	278.9
10.43333	279.2
10.45000	279.1
10.46667	279.3
10.48333	279.6
10.50000	279.2
10.51667	279.3
10.53333	279.4
10.55000	279.2
10.56667	278.8
10.58333	278.5
10.60000	278.1
10.61667	278.0
10.63333	278.1
10.65000	278.3
10.66667	277.9
10.68333	278.3
10.70000	278.3
10.71667	278.4
10.73333	278.4
10.75000	278.7
10.76667	278.4
10.78333	278.4
10.80000	278.8
10.81667	278.8
10.83333	278.8
10.85000	279.1
10.86667	279.2
10.88333	278.8
10.90000	279.1
10.91667	279.3
10.93333	278.8
10.95000	278.0
10.96667	277.9
10.98333	277.9
11.00000	278.1
11.01667	278.4
11.03333	278.4
11.05000	278.5
11.06667	278.8
11.08333	278.4
11.10000	278.7
11.11667	279.1
11.13333	279.1
11.15000	279.1
11.16667	279.2
11.18333	279.4
11.20000	279.2
11.21667	279.3
11.23333	279.6
11.25000	279.4
11.26667	279.6
11.28333	279.7
11.30000	279.8
11.31667	278.8
11.33333	278.3
11.35000	278.1
11.36667	278.1
11.38333	278.3
11.40000	278.5
11.41667	278.1
11.43333	278.5
11.45000	278.7
11.46667	278.5
11.48333	278.7
11.50000	278.8
11.51667	278.9
11.53333	278.8
11.55000	278.8
11.56667	279.2
11.58333	279.1
11.60000	279.3
11.61667	279.4
11.63333	279.1
11.65000	279.1
11.66667	279.3
11.68333	279.1
11.70000	278.4
11.71667	278.3
11.73333	278.3
11.75000	278.4
11.76667	278.5
11.78333	278.5
11.80000	278.8
11.81667	278.8
11.83333	279.1
11.85000	278.8
11.86667	279.2
11.88333	279.2
11.90000	279.2
11.91667	279.4
11.93333	279.6
11.95000	279.4
11.96667	279.4
11.98333	279.7
12.00000	279.7
12.01667	279.8
12.03333	279.6
12.05000	279.3
12.06667	278.1
12.08333	278.4
12.10000	278.7
12.11667	278.4
12.13333	278.8
12.15000	278.8
12.16667	278.8
12.18333	278.7
12.20000	278.9
12.21667	279.1
12.23333	278.9
12.25000	279.1
12.26667	279.4
12.28333	279.1
12.30000	279.3
12.31667	279.4
12.33333	279.6
12.35000	279.4
12.36667	279.7
12.38333	279.4
12.40000	279.1
12.41667	278.5
12.43333	278.5
12.45000	278.4
12.46667	278.5
12.48333	278.8
12.50000	278.7
12.51667	278.9
12.53333	279.2
12.55000	279.1
12.56667	279.2
12.58333	279.4
12.60000	279.2
12.61667	279.3
12.63333	279.4
12.65000	279.7
12.66667	279.4
12.68333	279.7
12.70000	279.7
12.71667	279.8
12.73333	279.8
12.75000	279.6
12.76667	279.1
12.78333	279.1
12.80000	278.7
12.81667	278.4
12.83333	278.7
12.85000	278.7
12.86667	278.9
12.88333	278.8
12.90000	279.1
12.91667	279.1
12.93333	279.3
12.95000	279.2
12.96667	279.3
12.98333	279.1
13.00000	279.3
13.01667	279.4
13.03333	279.4
13.05000	279.4
13.06667	279.6
13.08333	279.7
13.10000	279.4
13.11667	278.9
13.13333	278.4
13.15000	278.1
13.16667	278.4
13.18333	278.8
13.20000	278.8
13.21667	278.8
13.23333	279.1
13.25000	279.3
13.26667	278.9
13.28333	279.2
13.30000	279.3
13.31667	279.3
13.33333	279.6
13.35000	279.8
13.36667	279.4
13.38333	279.6
13.40000	280.0
13.41667	280.0
13.43333	280.0
13.45000	279.4
13.46667	279.2
13.48333	278.3
13.50000	278.4
13.51667	278.7
13.53333	278.5
13.55000	278.8
13.56667	278.9
13.58333	278.9
13.60000	278.8
13.61667	279.1
13.63333	279.1
13.65000	278.9
13.66667	279.2
13.68333	279.3
13.70000	279.6
13.71667	279.3
13.73333	279.3
13.75000	279.6
13.76667	279.6
13.78333	279.7
13.80000	278.7
13.81667	278.3
13.83333	278.4
13.85000	278.7
13.86667	278.7
13.88333	278.7
13.90000	279.1
13.91667	278.7
13.93333	278.9
13.95000	279.2
13.96667	279.3
13.98333	279.3
14.00000	279.4
14.01667	279.7
14.03333	279.4
14.05000	279.7
14.06667	279.6
14.08333	279.7
14.10000	279.8
14.11667	280.1
14.13333	280.2
14.15000	279.2
14.16667	278.5
14.18333	278.5
14.20000	278.7
14.21667	278.8
14.23333	279.1
14.25000	278.7
14.26667	278.9
14.28333	279.1
14.30000	279.1
14.31667	279.3
14.33333	279.4
14.35000	279.3
14.36667	279.2
14.38333	279.4
14.40000	279.6
14.41667	279.6
14.43333	279.8
14.45000	279.8
14.46667	279.4
14.48333	279.2
14.50000	278.5
14.51667	278.4
14.53333	278.5
14.55000	278.8
14.56667	278.9
14.58333	278.8
14.60000	279.2
14.61667	279.4
14.63333	279.4
14.65000	279.4
14.66667	279.8
14.68333	279.6
14.70000	279.7
14.71667	280.0
14.73333	280.1
14.75000	280.0
14.76667	280.2
14.78333	280.4
14.80000	279.8
14.81667	279.1
14.83333	278.8
14.85000	278.7
14.86667	278.8
14.88333	279.1
14.90000	278.7
14.91667	278.9
14.93333	279.2
14.95000	279.2
14.96667	279.3
14.98333	279.6
15.00000	279.6
15.01667	279.3
15.03333	279.6
15.05000	279.8
15.06667	279.7
15.08333	279.8
15.10000	280.0
15.11667	279.7
15.13333	279.8
15.15000	279.1
15.16667	278.7
15.18333	278.8
15.20000	278.9
15.21667	279.2
15.23333	278.9
15.25000	279.1
15.26667	279.3
15.28333	279.4
15.30000	279.3
15.31667	279.6
15.33333	279.4
15.35000	279.6
15.36667	280.0
15.38333	280.0
15.40000	280.1
15.41667	280.1
15.43333	280.4
15.45000	280.0
15.46667	279.7
15.48333	279.1
15.50000	278.8
15.51667	278.8
15.53333	279.1
15.55000	278.8
15.56667	278.9
15.58333	279.3
15.60000	279.4
15.61667	279.6
15.63333	279.4
15.65000	279.4
15.66667	279.4
15.68333	279.6
15.70000	279.6
15.71667	280.1
15.73333	280.1
15.75000	280.1
15.76667	280.1
15.78333	280.0
15.80000	278.9
15.81667	278.9
15.83333	278.7
15.85000	278.9
15.86667	279.2
15.88333	279.3
15.90000	279.2
15.91667	279.4
15.93333	279.6
15.95000	279.7
15.96667	280.0
15.98333	280.0
16.00000	280.2
16.01667	280.1
16.03333	280.4
16.05000	280.4
16.06667	280.5
16.08333	280.6
16.10000	280.6
16.11667	279.8
16.13333	279.6
16.15000	279.2
16.16667	279.1
16.18333	279.2
16.20000	279.4
16.21667	279.7
16.23333	279.4
16.25000	279.6
16.26667	279.7
16.28333	279.6
16.30000	279.7
16.31667	280.1
16.33333	279.7
16.35000	280.2
16.36667	280.2
16.38333	280.4
16.40000	280.4
16.41667	280.4
16.43333	279.8
16.45000	278.9
16.46667	279.2
16.48333	279.6
16.50000	279.6
16.51667	279.6
16.53333	279.8
16.55000	279.7
16.56667	279.8
16.58333	280.0
16.60000	280.4
16.61667	280.2
16.63333	280.4
16.65000	280.5
16.66667	280.4
16.68333	280.4
16.70000	280.8
16.71667	280.6
16.73333	280.6
16.75000	280.0
16.76667	279.2
16.78333	279.2
16.80000	279.3
16.81667	279.4
16.83333	279.6
16.85000	279.7
16.86667	280.0
16.88333	280.0
16.90000	279.8
16.91667	280.2
16.93333	280.2
16.95000	280.2
16.96667	280.2
16.98333	280.6
17.00000	280.4
17.01667	280.6
17.03333	280.6
17.05000	280.9
17.06667	279.4
17.08333	279.4
17.10000	279.6
17.11667	279.4
17.13333	279.7
17.15000	279.8
17.16667	279.8
17.18333	280.0
17.20000	280.1
17.21667	280.0
17.23333	280.2
17.25000	280.4
17.26667	280.8
17.28333	280.8
17.30000	280.9
17.31667	281.0
17.33333	280.5
17.35000	281.1
17.36667	280.9
17.38333	279.8
17.40000	279.4
17.41667	279.8
17.43333	279.8
17.45000	279.6
17.46667	280.0
17.48333	280.1
17.50000	280.1
17.51667	280.1
17.53333	280.2
17.55000	280.6
17.56667	280.2
17.58333	280.2
17.60000	280.8
17.61667	280.6
17.63333	280.8
17.65000	280.9
17.66667	280.6
17.68333	280.2
17.70000	279.6
17.71667	279.6
17.73333	279.6
17.75000	280.0
17.76667	280.2
17.78333	279.8
17.80000	280.4
17.81667	280.2
17.83333	280.4
17.85000	280.6
17.86667	280.9
17.88333	280.6
17.90000	280.9
17.91667	280.9
17.93333	281.1
17.95000	281.0
17.96667	281.1
17.98333	280.8
18.00000	280.0
18.01667	279.6
18.03333	280.0
18.05000	279.7
18.06667	279.8
18.08333	280.2
18.10000	280.2
18.11667	280.1
18.13333	280.2
18.15000	280.4
18.16667	280.4
18.18333	280.5
18.20000	280.6
18.21667	280.5
18.23333	280.5
18.25000	280.8
18.26667	281.0
18.28333	280.5
18.30000	280.0
18.31667	279.8
18.33333	279.4
18.35000	280.0
18.36667	280.0
18.38333	280.2
18.40000	280.1
18.41667	280.2
18.43333	280.5
18.45000	280.4
18.46667	280.5
18.48333	280.8
18.50000	280.8
18.51667	280.8
18.53333	281.0
18.55000	280.8
18.56667	280.9
18.58333	280.9
18.60000	280.2
18.61667	279.4
18.63333	279.6
18.65000	279.7
18.66667	279.6
18.68333	279.8
18.70000	280.1
18.71667	280.2
18.73333	280.1
18.75000	280.5
18.76667	280.2
18.78333	280.4
18.80000	280.5
18.81667	280.8
18.83333	280.6
18.85000	280.8
18.86667	280.8
18.88333	280.8
18.90000	279.6
18.91667	279.6
18.93333	279.8
18.95000	279.8
18.96667	279.8
18.98333	280.2
19.00000	280.1
19.01667	280.2
19.03333	280.4
19.05000	280.8
19.06667	280.6
19.08333	280.6
19.10000	281.0
19.11667	280.8
19.13333	281.1
19.15000	281.4
19.16667	281.5
19.18333	280.8
19.20000	280.1
19.21667	280.0
19.23333	279.7
19.25000	280.0
19.26667	280.2
19.28333	280.1
19.30000	280.2
19.31667	280.4
19.33333	280.2
19.35000	280.2
19.36667	280.5
19.38333	280.6
19.40000	280.6
19.41667	280.6
19.43333	280.9
19.45000	280.6
19.46667	280.4
19.48333	279.8
19.50000	279.4
19.51667	279.6
19.53333	279.8
19.55000	280.1
19.56667	279.8
19.58333	280.0
19.60000	280.4
19.61667	280.4
19.63333	280.2
19.65000	280.4
19.66667	280.5
19.68333	280.4
19.70000	280.6
19.71667	281.0
19.73333	281.1
19.75000	280.9
19.76667	280.1
19.78333	279.3
19.80000	279.4
19.81667	279.6
19.83333	279.8
19.85000	279.7
19.86667	280.0
19.88333	280.0
19.90000	280.2
19.91667	280.1
19.93333	280.2
19.95000	280.2
19.96667	280.2
19.98333	280.5
20.00000	280.8
20.01667	280.6
20.03333	280.6
20.05000	280.5
20.06667	279.7
20.08333	279.3
20.10000	279.6
20.11667	279.8
20.13333	279.7
20.15000	280.1
20.16667	280.2
20.18333	280.2
20.20000	280.1
20.21667	280.4
20.23333	280.5
20.25000	280.5
20.26667	280.6
20.28333	280.9
20.30000	280.8
20.31667	280.9
20.33333	281.0
20.35000	279.3
20.36667	279.3
20.38333	279.6
20.40000	279.4
20.41667	279.6
20.43333	279.8
20.45000	280.1
20.46667	279.7
20.48333	280.1
20.50000	280.4
20.51667	280.4
20.53333	280.4
20.55000	280.5
20.56667	280.6
20.58333	280.4
20.60000	280.6
20.61667	280.6
20.63333	280.4
20.65000	279.6
20.66667	279.6
20.68333	279.7
20.70000	279.8
20.71667	280.1
20.73333	280.4
20.75000	280.2
20.76667	280.2
20.78333	280.4
20.80000	280.4
20.81667	280.6
20.83333	280.9
20.85000	281.0
20.86667	280.9
20.88333	281.1
20.90000	280.8
20.91667	279.8
20.93333	279.4
20.95000	279.8
20.96667	279.6
20.98333	279.7
21.00000	280.0
21.01667	280.2
21.03333	280.0
21.05000	280.1
21.06667	280.6
21.08333	280.2
21.10000	280.5
21.11667	280.5
21.13333	280.8
21.15000	280.5
21.16667	280.6
21.18333	280.4
21.20000	280.1
21.21667	279.6
21.23333	279.7
21.25000	279.6
21.26667	279.8
21.28333	279.8
21.30000	280.2
21.31667	280.1
21.33333	280.4
21.35000	280.8
21.36667	280.6
21.38333	280.4
21.40000	280.9
21.41667	281.0
21.43333	280.9
21.45000	281.0
21.46667	280.8
21.48333	279.6
21.50000	279.6
21.51667	279.8
21.53333	280.0
21.55000	280.0
21.56667	280.1
21.58333	280.1
21.60000	280.1
21.61667	280.1
21.63333	280.4
21.65000	280.5
21.66667	280.5
21.68333	280.6
21.70000	281.0
21.71667	280.6
21.73333	280.9
21.75000	280.0
21.76667	279.6
21.78333	279.6
21.80000	279.8
21.81667	280.1
21.83333	280.1
21.85000	280.4
21.86667	280.5
21.88333	280.5
21.90000	280.8
21.91667	280.9
21.93333	280.6
21.95000	281.0
21.96667	281.1
21.98333	281.1
22.00000	281.1
22.01667	280.5
22.03333	280.1
22.05000	280.0
22.06667	279.7
22.08333	280.0
22.10000	280.0
22.11667	280.0
22.13333	280.2
22.15000	280.4
22.16667	280.1
22.18333	280.4
22.20000	280.6
22.21667	280.6
22.23333	280.5
22.25000	280.8
22.26667	281.0
22.28333	280.5
22.30000	279.7
22.31667	279.8
22.33333	279.8
22.35000	280.0
22.36667	280.2
22.38333	280.5
22.40000	280.2
22.41667	280.4
22.43333	280.8
22.45000	280.8
22.46667	280.8
22.48333	281.0
22.50000	280.9
22.51667	281.0
22.53333	281.3
22.55000	281.3
22.56667	280.6
22.58333	279.8
22.60000	279.8
22.61667	280.0
22.63333	279.8
22.65000	280.1
22.66667	280.2
22.68333	280.2
22.70000	280.4
22.71667	280.6
22.73333	280.8
22.75000	280.6
22.76667	281.0
22.78333	281.0
22.80000	280.9
22.81667	281.0
22.83333	280.8
22.85000	279.6
22.86667	280.0
22.88333	280.0
22.90000	280.4
22.91667	280.4
22.93333	280.5
22.95000	280.9
22.96667	280.5
22.98333	280.8
23.00000	281.1
23.01667	281.1
23.03333	281.0
23.05000	281.3
23.06667	281.4
23.08333	281.1
23.10000	281.0
23.11667	280.4
23.13333	279.8
23.15000	280.1
23.16667	280.1
23.18333	280.2
23.20000	280.1
23.21667	280.4
23.23333	280.5
23.25000	280.8
23.26667	280.8
23.28333	281.0
23.30000	280.6
23.31667	281.0
23.33333	281.0
23.35000	281.4
23.36667	280.6
23.38333	279.8
23.40000	280.1
23.41667	280.4
23.43333	280.1
23.45000	280.4
23.46667	280.6
23.48333	280.6
23.50000	280.8
23.51667	281.0
23.53333	280.8
23.55000	281.0
23.56667	281.3
23.58333	281.3
23.60000	281.4
23.61667	281.5
23.63333	281.0
23.65000	280.8
23.66667	280.1
23.68333	280.1
23.70000	280.5
23.71667	280.5
23.73333	280.6
23.75000	280.9
23.76667	280.5
23.78333	280.8
23.80000	281.1
23.81667	281.1
23.83333	281.1
23.85000	281.3
23.86667	281.4
23.88333	281.1
23.90000	280.4
23.91667	280.2
23.93333	280.1
23.95000	280.5
23.96667	280.8
23.98333	280.9
24.00000	280.5
24.01667	280.9
24.03333	281.3
24.05000	281.4
24.06667	281.3
24.08333	281.7
24.10000	281.7
24.11667	281.4
24.13333	281.5
24.15000	281.9
24.16667	280.8
24.18333	280.2
24.20000	280.4
24.21667	280.6
24.23333	280.6
24.25000	280.9
24.26667	281.0
24.28333	281.0
24.30000	281.1
24.31667	281.1
24.33333	281.4
24.35000	281.4
24.36667	281.4
24.38333	281.7
24.40000	281.5
24.41667	281.3
24.43333	280.5
24.45000	280.2
24.46667	280.4
24.48333	280.8
24.50000	281.0
24.51667	280.8
24.53333	281.0
24.55000	281.1
24.56667	281.3
24.58333	281.1
24.60000	281.5
24.61667	281.8
24.63333	281.7
24.65000	281.8
24.66667	281.8
24.68333	280.9
24.70000	280.5
24.71667	280.6
24.73333	280.9
24.75000	280.9
24.76667	281.1
24.78333	281.3
24.80000	281.4
24.81667	281.3
24.83333	281.4
24.85000	281.4
24.86667	281.5
24.88333	281.5
24.90000	282.0
24.91667	281.7
24.93333	281.3
24.95000	280.8
24.96667	280.8
24.98333	280.8
25.00000	280.9
25.01667	281.3
25.03333	281.0
25.05000	281.1
25.06667	281.5
25.08333	281.5
25.10000	281.7
25.11667	281.8
25.13333	282.0
25.15000	281.9
25.16667	282.0
25.18333	281.9
25.20000	281.4
25.21667	280.8
25.23333	280.9
25.25000	281.0
25.26667	280.6
25.28333	280.9
25.30000	281.1
25.31667	281.3
25.33333	281.4
25.35000	281.5
25.36667	281.7
25.38333	281.4
25.40000	281.7
25.41667	281.9
25.43333	281.5
25.45000	280.6
25.46667	280.6
25.48333	280.9
25.50000	280.8
25.51667	280.9
25.53333	281.3
25.55000	281.4
25.56667	281.4
25.58333	281.4
25.60000	281.8
25.61667	281.7
25.63333	281.9
25.65000	281.9
25.66667	282.0
25.68333	282.0
25.70000	281.8
25.71667	280.6
25.73333	280.6
25.75000	280.9
25.76667	281.0
25.78333	281.1
25.80000	281.3
25.81667	281.4
25.83333	281.4
25.85000	281.3
25.86667	281.5
25.88333	281.8
25.90000	281.8
25.91667	281.8
25.93333	281.9
25.95000	280.6
25.96667	280.6
25.98333	280.8
26.00000	281.0
26.01667	281.0
26.03333	281.3
26.05000	281.4
26.06667	281.5
26.08333	281.4
26.10000	281.8
26.11667	281.8
26.13333	281.9
26.15000	281.8
26.16667	282.3
26.18333	281.9
26.20000	281.7
26.21667	280.6
26.23333	281.0
26.25000	280.8
26.26667	281.0
26.28333	281.1
26.30000	281.5
26.31667	281.0
26.33333	281.4
26.35000	281.7
26.36667	281.5
26.38333	281.7
26.40000	281.9
26.41667	281.9
26.43333	281.7
26.45000	281.4
26.46667	280.8
26.48333	280.5
26.50000	281.0
26.51667	281.1
26.53333	281.0
26.55000	281.1
26.56667	281.3
26.58333	281.8
26.60000	281.7
26.61667	281.8
26.63333	282.2
26.65000	282.3
26.66667	281.9
26.68333	282.0
26.70000	281.1
26.71667	280.6
26.73333	280.6
26.75000	281.0
26.76667	280.9
26.78333	281.0
26.80000	281.1
26.81667	281.5
26.83333	281.4
26.85000	281.7
26.86667	281.8
26.88333	281.5
26.90000	281.7
26.91667	282.0
26.93333	281.7
26.95000	280.8
26.96667	280.9
26.98333	281.0
27.00000	281.3
27.01667	281.0
27.03333	281.4
27.05000	281.7
27.06667	281.5
27.08333	281.7
27.10000	281.8
27.11667	281.7
27.13333	281.9
27.15000	282.2
27.16667	282.4
27.18333	281.9
27.20000	280.9
27.21667	280.9
27.23333	280.8
27.25000	280.9
27.26667	281.3
27.28333	281.4
27.30000	281.4
27.31667	281.4
27.33333	281.7
27.35000	281.5
27.36667	281.7
27.38333	281.9
27.40000	281.9
27.41667	281.9
27.43333	281.5
27.45000	280.9
27.46667	280.6
27.48333	280.9
27.50000	281.0
27.51667	281.5
27.53333	281.4
27.55000	281.7
27.56667	281.7
