[Header]
Application Name	LabSolutions
Version	5.92
Data File Name	C:\LabSolutions\Data\Rokyta\Icenc-CLP2288_V1897.lcd
Output Date	2/6/2020
Output Time	8:18:11 AM

[File Information]
Type	Data File
Generated	10/11/2019 6:42:20 PM
Generated by	System Administrator
Modified	10/11/2019 9:02:48 PM
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	10/11/2019 6:42:46 PM
Sample Type	0:Unknown
Level	0
Sample Name	Icenc-CLP2288_V1897
Sample ID	Icenc-CLP2288_V1897
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	1
Injection Volume	44

[Original Files]
Data File	C:\LabSolutions\Data\Rokyta\Icenc-CLP2288_V1897.lcd
Method File	C:\LabSolutions\Data\Rokyta\Rokyta_HPLC.lcm
Batch File	C:\LabSolutions\Data\Rokyta\ACW_9samples_10-11-2019.lcb
Report Format File	C:\LabSolutions\System\Default.lsr

[File Description]


[Configuration]
Instrument Name	50DPCP2-Instrument1
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	Detector A
Detector Name	Detector A
# of Channels	1

[Peak Table(Detector A)]
# of Peaks	119
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
34.90000	285.4
34.91667	285.3
34.93333	285.6
34.95000	286.1
34.96667	285.9
34.98333	285.7
35.00000	286.1
35.01667	286.2
35.03333	286.3
35.05000	285.3
35.06667	285.0
35.08333	285.2
35.10000	285.2
35.11667	285.3
35.13333	285.7
35.15000	285.8
35.16667	285.9
35.18333	285.9
35.20000	286.6
35.21667	286.1
35.23333	286.3
35.25000	286.6
35.26667	285.7
35.28333	285.0
35.30000	285.3
35.31667	285.4
35.33333	285.6
35.35000	285.4
35.36667	285.7
35.38333	286.1
35.40000	285.8
35.41667	285.8
35.43333	286.2
35.45000	286.3
35.46667	285.7
35.48333	285.2
35.50000	285.4
35.51667	285.2
35.53333	285.4
35.55000	285.8
35.56667	285.9
35.58333	285.8
35.60000	285.9
35.61667	286.5
35.63333	286.6
35.65000	286.5
35.66667	286.3
35.68333	285.3
35.70000	285.3
35.71667	285.0
35.73333	285.2
35.75000	285.4
35.76667	285.7
35.78333	285.6
35.80000	285.7
35.81667	286.1
35.83333	285.8
35.85000	285.9
35.86667	286.2
35.88333	285.8
35.90000	284.6
35.91667	284.9
35.93333	285.2
35.95000	284.9
35.96667	285.2
35.98333	285.7
36.00000	285.6
36.01667	285.7
36.03333	285.8
36.05000	286.1
36.06667	285.8
36.08333	285.3
36.10000	284.5
36.11667	284.6
36.13333	284.5
36.15000	285.0
36.16667	284.9
36.18333	285.2
36.20000	284.9
36.21667	285.4
36.23333	285.6
36.25000	285.4
36.26667	285.4
36.28333	285.8
36.30000	284.6
36.31667	284.3
36.33333	284.5
36.35000	284.9
36.36667	285.2
36.38333	284.9
36.40000	285.2
36.41667	285.4
36.43333	285.3
36.45000	285.6
36.46667	285.9
36.48333	285.9
36.50000	284.3
36.51667	284.4
36.53333	284.6
36.55000	284.4
36.56667	284.5
36.58333	284.5
36.60000	285.0
36.61667	284.9
36.63333	285.2
36.65000	285.4
36.66667	285.6
36.68333	285.3
36.70000	284.1
36.71667	284.4
36.73333	284.8
36.75000	284.6
36.76667	284.8
36.78333	285.2
36.80000	285.3
36.81667	285.3
36.83333	285.3
36.85000	285.7
36.86667	285.7
36.88333	285.7
36.90000	285.2
36.91667	284.4
36.93333	284.3
36.95000	284.5
36.96667	284.6
36.98333	284.6
37.00000	284.9
37.01667	285.0
37.03333	285.0
37.05000	285.2
37.06667	285.2
37.08333	285.6
37.10000	284.1
37.11667	284.3
37.13333	284.4
37.15000	284.6
37.16667	284.8
37.18333	284.5
37.20000	285.0
37.21667	285.0
37.23333	285.0
37.25000	285.4
37.26667	285.4
37.28333	285.8
37.30000	284.4
37.31667	284.0
37.33333	284.1
37.35000	284.3
37.36667	284.3
37.38333	284.6
37.40000	284.8
37.41667	284.6
37.43333	284.6
37.45000	285.0
37.46667	285.3
37.48333	285.2
37.50000	284.1
37.51667	284.3
37.53333	284.0
37.55000	284.3
37.56667	284.5
37.58333	284.8
37.60000	284.6
37.61667	284.9
37.63333	285.0
37.65000	285.3
37.66667	284.9
37.68333	285.3
37.70000	284.8
37.71667	283.9
37.73333	283.9
37.75000	284.1
37.76667	284.3
37.78333	284.1
37.80000	284.3
37.81667	284.6
37.83333	284.8
37.85000	284.8
37.86667	284.8
37.88333	285.2
37.90000	284.5
37.91667	283.6
37.93333	284.0
37.95000	284.1
37.96667	284.4
37.98333	284.3
38.00000	284.5
38.01667	284.8
38.03333	284.6
38.05000	284.9
38.06667	285.2
38.08333	285.3
38.10000	284.4
38.11667	283.7
38.13333	283.9
38.15000	283.7
38.16667	283.7
38.18333	284.0
38.20000	284.4
38.21667	284.5
38.23333	284.5
38.25000	284.6
38.26667	284.9
38.28333	284.4
38.30000	283.5
38.31667	283.7
38.33333	283.9
38.35000	283.7
38.36667	284.3
38.38333	284.3
38.40000	284.6
38.41667	284.5
38.43333	284.8
38.45000	285.2
38.46667	285.0
38.48333	284.6
38.50000	283.7
38.51667	283.5
38.53333	283.7
38.55000	283.9
38.56667	284.3
38.58333	284.0
38.60000	284.4
38.61667	284.5
38.63333	284.5
38.65000	284.6
38.66667	284.6
38.68333	284.0
38.70000	283.6
38.71667	283.5
38.73333	283.7
38.75000	284.0
38.76667	284.1
38.78333	284.1
38.80000	284.4
38.81667	284.5
38.83333	284.6
38.85000	284.9
38.86667	285.0
38.88333	284.8
38.90000	283.2
38.91667	283.6
38.93333	283.9
38.95000	284.0
38.96667	283.9
38.98333	284.1
39.00000	284.4
39.01667	284.1
39.03333	284.4
39.05000	284.8
39.06667	284.8
39.08333	283.3
39.10000	283.7
39.11667	283.7
39.13333	283.9
39.15000	284.0
39.16667	284.0
39.18333	284.4
39.20000	284.4
39.21667	284.5
39.23333	284.9
39.25000	285.2
39.26667	284.5
39.28333	283.6
39.30000	283.3
39.31667	283.9
39.33333	283.7
39.35000	284.0
39.36667	284.3
39.38333	284.4
39.40000	284.1
39.41667	284.6
39.43333	284.6
39.45000	284.3
39.46667	283.7
39.48333	283.5
39.50000	283.6
39.51667	283.7
39.53333	283.9
39.55000	284.1
39.56667	284.4
39.58333	284.4
39.60000	284.4
39.61667	284.8
39.63333	284.9
39.65000	284.0
39.66667	283.5
39.68333	283.5
39.70000	283.6
39.71667	283.7
39.73333	284.0
39.75000	284.3
39.76667	283.9
39.78333	284.3
39.80000	284.5
39.81667	284.6
39.83333	284.6
39.85000	283.3
39.86667	283.6
39.88333	283.7
39.90000	283.6
39.91667	283.9
39.93333	284.4
39.95000	284.3
39.96667	284.4
39.98333	284.6
40.00000	284.9
40.01667	284.5
40.03333	284.3
40.05000	283.5
40.06667	283.5
40.08333	283.6
40.10000	283.6
40.11667	283.9
40.13333	284.1
40.15000	284.0
40.16667	284.3
40.18333	284.3
40.20000	284.4
40.21667	284.5
40.23333	283.5
40.25000	283.5
40.26667	283.3
40.28333	283.6
40.30000	284.0
40.31667	284.3
40.33333	284.3
40.35000	284.4
40.36667	284.5
40.38333	284.8
40.40000	284.5
40.41667	283.9
40.43333	283.5
40.45000	283.5
40.46667	283.6
40.48333	283.7
40.50000	284.1
40.51667	284.0
40.53333	284.0
40.55000	284.4
40.56667	284.6
40.58333	284.5
40.60000	284.6
40.61667	283.6
40.63333	283.7
40.65000	283.5
40.66667	283.7
40.68333	284.0
40.70000	284.4
40.71667	284.3
40.73333	284.5
40.75000	284.8
40.76667	284.6
40.78333	284.8
40.80000	284.4
40.81667	283.6
40.83333	283.3
40.85000	283.6
40.86667	283.7
40.88333	284.0
40.90000	283.9
40.91667	284.0
40.93333	284.5
40.95000	284.1
40.96667	284.5
40.98333	283.9
41.00000	283.5
41.01667	283.6
41.03333	283.3
41.05000	283.9
41.06667	284.0
41.08333	284.1
41.10000	284.1
41.11667	284.6
41.13333	284.8
41.15000	284.5
41.16667	284.5
41.18333	284.0
41.20000	283.2
41.21667	283.3
41.23333	283.6
41.25000	283.7
41.26667	284.0
41.28333	283.9
41.30000	284.1
41.31667	284.4
41.33333	284.3
41.35000	284.0
41.36667	283.2
41.38333	283.3
41.40000	283.2
41.41667	283.5
41.43333	283.7
41.45000	284.1
41.46667	283.9
41.48333	284.1
41.50000	284.4
41.51667	284.3
41.53333	284.4
41.55000	283.3
41.56667	283.1
41.58333	283.0
41.60000	283.1
41.61667	283.3
41.63333	283.7
41.65000	283.6
41.66667	283.6
41.68333	284.1
41.70000	284.3
41.71667	284.1
41.73333	283.5
41.75000	283.1
41.76667	283.0
41.78333	283.1
41.80000	283.2
41.81667	283.5
41.83333	283.5
41.85000	283.9
41.86667	283.9
41.88333	284.3
41.90000	284.1
41.91667	283.2
41.93333	282.8
41.95000	283.0
41.96667	283.0
41.98333	283.2
42.00000	283.5
42.01667	283.3
42.03333	283.6
42.05000	283.7
42.06667	283.9
42.08333	284.0
42.10000	284.0
42.11667	283.0
42.13333	283.1
42.15000	283.0
42.16667	283.1
42.18333	283.2
42.20000	283.7
42.21667	283.9
42.23333	284.0
42.25000	284.3
42.26667	284.3
42.28333	283.9
42.30000	282.7
42.31667	283.0
42.33333	283.1
42.35000	283.1
42.36667	283.3
42.38333	283.5
42.40000	283.3
42.41667	283.6
42.43333	283.7
42.45000	284.1
42.46667	283.2
42.48333	282.7
42.50000	283.1
42.51667	283.2
42.53333	283.0
42.55000	283.3
42.56667	283.6
42.58333	284.0
42.60000	284.0
42.61667	284.1
42.63333	284.3
42.65000	284.4
42.66667	282.8
42.68333	282.7
42.70000	283.1
42.71667	283.1
42.73333	283.3
42.75000	283.3
42.76667	283.6
42.78333	283.3
42.80000	283.9
42.81667	284.0
42.83333	283.9
42.85000	283.1
42.86667	282.7
42.88333	283.1
42.90000	283.5
42.91667	283.3
42.93333	283.5
42.95000	283.9
42.96667	284.0
42.98333	283.9
43.00000	284.1
43.01667	283.5
43.03333	283.1
43.05000	282.7
43.06667	282.8
43.08333	283.0
43.10000	283.3
43.11667	283.5
43.13333	283.6
43.15000	283.9
43.16667	283.3
43.18333	283.5
43.20000	283.1
43.21667	282.8
43.23333	282.7
43.25000	283.0
43.26667	283.1
43.28333	283.6
43.30000	283.5
43.31667	283.7
43.33333	284.0
43.35000	283.7
43.36667	284.0
43.38333	283.3
43.40000	283.0
43.41667	282.7
43.43333	282.7
43.45000	283.2
43.46667	283.3
43.48333	283.3
43.50000	283.5
43.51667	283.6
43.53333	284.0
43.55000	283.7
43.56667	283.1
43.58333	282.7
43.60000	283.0
43.61667	283.0
43.63333	283.2
43.65000	283.3
43.66667	283.6
43.68333	283.5
43.70000	283.9
43.71667	284.1
43.73333	284.3
43.75000	283.3
43.76667	282.6
43.78333	283.0
43.80000	282.6
43.81667	282.8
43.83333	283.2
43.85000	283.5
43.86667	283.3
43.88333	283.6
43.90000	283.9
43.91667	283.9
43.93333	282.4
43.95000	282.7
43.96667	283.1
43.98333	283.2
44.00000	283.2
44.01667	283.3
44.03333	283.7
44.05000	283.7
44.06667	283.7
44.08333	283.9
44.10000	284.1
44.11667	282.4
44.13333	282.6
44.15000	283.0
44.16667	283.0
44.18333	283.2
44.20000	283.2
44.21667	283.5
44.23333	283.7
44.25000	283.9
44.26667	283.7
44.28333	283.7
44.30000	282.7
44.31667	282.7
44.33333	282.7
44.35000	283.2
44.36667	283.5
44.38333	283.5
44.40000	283.7
44.41667	284.1
44.43333	284.3
44.45000	283.7
44.46667	282.6
44.48333	282.7
44.50000	282.7
44.51667	283.0
44.53333	283.1
44.55000	283.2
44.56667	283.5
44.58333	283.3
44.60000	283.7
44.61667	284.0
44.63333	283.2
44.65000	282.6
44.66667	282.7
44.68333	283.0
44.70000	282.8
44.71667	283.2
44.73333	283.3
44.75000	283.3
44.76667	283.5
44.78333	283.9
44.80000	283.9
44.81667	282.2
44.83333	282.2
44.85000	282.4
44.86667	282.6
44.88333	282.8
44.90000	282.8
44.91667	283.1
44.93333	283.3
44.95000	283.1
44.96667	283.3
44.98333	283.3
45.00000	282.4
45.01667	282.3
45.03333	282.2
45.05000	282.7
45.06667	282.8
45.08333	283.0
45.10000	282.8
45.11667	283.5
45.13333	283.6
45.15000	283.6
45.16667	283.2
45.18333	282.4
45.20000	282.4
45.21667	282.2
45.23333	282.3
45.25000	282.6
45.26667	283.0
45.28333	282.8
45.30000	283.1
45.31667	283.2
45.33333	283.5
45.35000	282.6
45.36667	282.3
45.38333	282.6
45.40000	282.4
45.41667	282.8
45.43333	283.0
45.45000	283.2
45.46667	283.1
45.48333	283.2
45.50000	283.7
45.51667	282.7
45.53333	282.0
45.55000	282.2
45.56667	282.4
45.58333	282.6
45.60000	282.3
45.61667	282.6
45.63333	282.8
45.65000	283.2
45.66667	283.1
45.68333	283.2
45.70000	282.8
45.71667	282.3
45.73333	282.0
45.75000	282.4
45.76667	282.8
45.78333	283.1
45.80000	283.0
45.81667	283.2
45.83333	283.5
45.85000	283.3
45.86667	283.0
45.88333	282.0
45.90000	282.4
45.91667	282.2
45.93333	282.3
45.95000	282.7
45.96667	283.1
45.98333	282.6
46.00000	283.0
46.01667	283.2
46.03333	283.3
46.05000	281.9
46.06667	282.2
46.08333	282.3
46.10000	282.6
46.11667	282.7
46.13333	282.7
46.15000	283.1
46.16667	283.5
46.18333	283.2
46.20000	283.6
46.21667	282.3
46.23333	282.4
46.25000	282.0
46.26667	282.3
46.28333	282.4
46.30000	283.0
46.31667	282.8
46.33333	283.0
46.35000	283.3
46.36667	283.2
46.38333	283.0
46.40000	282.2
46.41667	282.6
46.43333	282.3
46.45000	282.7
46.46667	282.8
46.48333	283.2
46.50000	282.8
46.51667	283.3
46.53333	283.5
46.55000	283.7
46.56667	282.6
46.58333	281.9
46.60000	282.3
46.61667	282.6
46.63333	282.3
46.65000	282.6
46.66667	283.0
46.68333	283.2
46.70000	283.1
46.71667	283.3
46.73333	282.7
46.75000	282.2
46.76667	282.2
46.78333	282.3
46.80000	282.8
46.81667	282.8
46.83333	283.1
46.85000	283.2
46.86667	283.3
46.88333	283.5
46.90000	282.8
46.91667	282.2
46.93333	282.3
46.95000	282.2
46.96667	282.3
46.98333	282.6
47.00000	282.7
47.01667	282.7
47.03333	282.8
47.05000	283.1
47.06667	283.3
47.08333	281.9
47.10000	282.2
47.11667	282.4
47.13333	282.3
47.15000	282.4
47.16667	282.6
47.18333	283.1
47.20000	283.2
47.21667	283.2
47.23333	283.3
47.25000	283.1
47.26667	282.2
47.28333	281.8
47.30000	282.0
47.31667	282.3
47.33333	282.7
47.35000	282.7
47.36667	282.8
47.38333	283.2
47.40000	283.1
47.41667	282.4
47.43333	281.9
47.45000	282.2
47.46667	282.3
47.48333	282.4
47.50000	282.6
47.51667	282.8
47.53333	282.8
47.55000	283.0
47.56667	283.2
47.58333	283.0
47.60000	281.9
47.61667	281.9
47.63333	282.2
47.65000	282.4
47.66667	282.2
47.68333	282.4
47.70000	283.0
47.71667	283.1
47.73333	282.8
47.75000	283.0
47.76667	281.8
47.78333	281.9
47.80000	281.9
47.81667	282.3
47.83333	282.4
47.85000	282.8
47.86667	282.6
47.88333	283.0
47.90000	283.2
47.91667	282.6
47.93333	281.7
47.95000	281.7
47.96667	282.0
47.98333	282.2
48.00000	282.2
48.01667	282.3
48.03333	282.6
48.05000	282.6
48.06667	282.6
48.08333	282.8
48.10000	281.5
48.11667	281.9
48.13333	281.7
48.15000	281.9
48.16667	282.4
48.18333	282.4
48.20000	282.3
48.21667	282.7
48.23333	282.8
48.25000	282.7
48.26667	282.2
48.28333	281.4
48.30000	281.7
48.31667	281.9
48.33333	281.9
48.35000	282.2
48.36667	282.6
48.38333	282.3
48.40000	282.6
48.41667	282.7
48.43333	281.9
48.45000	281.5
48.46667	281.7
48.48333	281.9
48.50000	282.2
48.51667	282.3
48.53333	282.4
48.55000	282.6
48.56667	283.0
48.58333	282.8
48.60000	281.8
48.61667	281.8
48.63333	281.8
48.65000	281.7
48.66667	281.9
48.68333	282.2
48.70000	282.3
48.71667	282.3
48.73333	282.4
48.75000	282.7
48.76667	282.0
48.78333	281.4
48.80000	281.7
48.81667	281.9
48.83333	282.2
48.85000	282.0
48.86667	282.2
48.88333	282.4
48.90000	282.7
48.91667	282.7
48.93333	282.0
48.95000	281.5
48.96667	281.5
48.98333	281.5
49.00000	281.9
49.01667	282.3
49.03333	282.3
49.05000	282.2
49.06667	282.4
49.08333	282.6
49.10000	281.1
49.11667	281.1
49.13333	281.4
49.15000	281.9
49.16667	281.8
49.18333	282.0
49.20000	282.2
49.21667	282.4
49.23333	282.7
49.25000	282.6
49.26667	281.9
49.28333	281.4
49.30000	281.5
49.31667	281.5
49.33333	281.8
49.35000	282.2
49.36667	281.9
49.38333	282.0
49.40000	282.4
49.41667	282.2
49.43333	281.3
49.45000	281.3
49.46667	281.7
49.48333	281.7
49.50000	282.0
49.51667	281.9
49.53333	282.3
49.55000	282.4
49.56667	282.4
49.58333	282.6
49.60000	281.9
49.61667	281.3
49.63333	281.0
49.65000	281.4
49.66667	281.7
49.68333	281.8
49.70000	281.7
49.71667	282.0
49.73333	282.3
49.75000	282.0
49.76667	281.0
49.78333	281.3
49.80000	281.4
49.81667	281.7
49.83333	281.7
49.85000	281.9
49.86667	282.0
49.88333	282.4
49.90000	282.4
49.91667	282.4
49.93333	281.1
49.95000	281.3
49.96667	281.3
49.98333	281.3
50.00000	281.7
50.01667	281.5
50.03333	281.8
50.05000	281.9
50.06667	282.2
50.08333	281.8
50.10000	280.9
50.11667	281.1
50.13333	281.3
50.15000	281.9
50.16667	281.5
50.18333	281.7
50.20000	282.0
50.21667	282.3
50.23333	282.2
50.25000	281.3
50.26667	280.9
50.28333	281.0
50.30000	281.0
50.31667	281.4
50.33333	281.7
50.35000	281.7
50.36667	281.9
50.38333	282.0
50.40000	282.2
50.41667	280.8
50.43333	280.9
50.45000	281.1
50.46667	281.5
50.48333	281.5
50.50000	281.7
50.51667	281.9
50.53333	282.2
50.55000	282.3
50.56667	282.0
50.58333	280.8
50.60000	280.9
50.61667	281.0
50.63333	281.1
50.65000	281.3
50.66667	281.4
50.68333	281.8
50.70000	281.7
50.71667	281.9
50.73333	281.5
50.75000	280.9
50.76667	280.8
50.78333	281.0
50.80000	281.3
50.81667	281.1
50.83333	281.4
50.85000	281.7
50.86667	281.8
50.88333	282.2
50.90000	281.0
50.91667	280.6
50.93333	280.8
50.95000	280.6
50.96667	280.9
50.98333	281.1
51.00000	281.3
51.01667	281.5
51.03333	281.5
51.05000	281.5
51.06667	280.6
51.08333	280.6
51.10000	280.5
51.11667	280.8
51.13333	281.3
51.15000	281.3
51.16667	281.3
51.18333	281.5
51.20000	281.9
51.21667	281.8
51.23333	280.8
51.25000	280.4
51.26667	280.6
51.28333	280.9
51.30000	280.9
51.31667	281.1
51.33333	281.4
51.35000	281.1
51.36667	281.4
51.38333	280.8
51.40000	280.4
51.41667	280.5
51.43333	280.8
51.45000	281.0
51.46667	281.3
51.48333	281.3
51.50000	281.1
51.51667	281.7
51.53333	281.8
51.55000	280.1
51.56667	280.4
51.58333	280.5
51.60000	280.6
51.61667	280.9
51.63333	280.9
51.65000	281.1
51.66667	281.4
51.68333	281.5
51.70000	281.4
51.71667	280.2
51.73333	280.6
51.75000	280.5
51.76667	281.0
51.78333	281.0
51.80000	281.4
51.81667	281.5
51.83333	281.5
51.85000	281.8
51.86667	280.4
51.88333	280.4
51.90000	280.4
51.91667	280.6
51.93333	280.8
51.95000	280.9
51.96667	281.3
51.98333	281.4
52.00000	281.5
52.01667	281.8
52.03333	280.2
52.05000	280.6
52.06667	281.0
52.08333	281.0
52.10000	281.0
52.11667	281.3
52.13333	281.7
52.15000	281.4
52.16667	281.7
52.18333	281.7
52.20000	280.4
52.21667	280.6
52.23333	280.5
52.25000	280.8
52.26667	281.0
52.28333	281.1
52.30000	281.3
52.31667	281.4
52.33333	281.4
52.35000	280.2
52.36667	280.4
52.38333	280.8
52.40000	280.9
52.41667	281.1
52.43333	281.1
52.45000	281.3
52.46667	281.5
52.48333	281.9
52.50000	280.5
52.51667	280.2
52.53333	280.5
52.55000	280.6
52.56667	280.5
52.58333	280.9
52.60000	281.3
52.61667	281.4
52.63333	281.4
52.65000	281.5
52.66667	280.2
52.68333	280.6
52.70000	280.4
52.71667	280.6
52.73333	281.1
52.75000	281.4
52.76667	281.1
52.78333	281.4
52.80000	281.8
52.81667	281.0
52.83333	280.1
52.85000	280.4
52.86667	280.4
52.88333	280.8
52.90000	280.8
52.91667	280.9
52.93333	281.1
52.95000	281.4
52.96667	280.2
52.98333	280.0
53.00000	280.2
53.01667	280.4
53.03333	280.6
53.05000	280.9
53.06667	281.1
53.08333	281.1
53.10000	281.0
53.11667	281.3
53.13333	280.2
53.15000	280.2
53.16667	280.2
53.18333	280.2
53.20000	280.5
53.21667	280.6
53.23333	280.9
53.25000	280.8
53.26667	281.3
53.28333	281.3
53.30000	280.0
53.31667	280.2
53.33333	280.5
53.35000	280.6
53.36667	280.8
53.38333	280.9
53.40000	281.3
53.41667	281.5
53.43333	281.1
53.45000	279.8
53.46667	280.0
53.48333	280.2
53.50000	280.5
53.51667	280.4
53.53333	280.6
53.55000	281.0
53.56667	281.0
53.58333	281.3
53.60000	280.9
53.61667	280.1
53.63333	280.1
53.65000	280.2
53.66667	280.8
53.68333	280.9
53.70000	280.9
53.71667	281.0
53.73333	281.3
53.75000	280.6
53.76667	279.7
53.78333	279.8
53.80000	280.2
53.81667	280.2
53.83333	280.4
53.85000	280.6
53.86667	280.9
53.88333	281.0
53.90000	280.5
53.91667	279.7
53.93333	280.0
53.95000	280.2
53.96667	280.5
53.98333	280.4
54.00000	280.8
54.01667	280.9
54.03333	281.3
54.05000	280.9
54.06667	280.5
54.08333	279.8
54.10000	279.8
54.11667	280.0
54.13333	280.1
54.15000	280.4
54.16667	280.6
54.18333	280.4
54.20000	280.6
54.21667	280.6
54.23333	279.7
54.25000	280.0
54.26667	280.0
54.28333	280.4
54.30000	280.8
54.31667	280.5
54.33333	280.8
54.35000	281.0
54.36667	280.0
54.38333	279.6
54.40000	279.8
54.41667	279.7
54.43333	280.4
54.45000	279.8
54.46667	280.5
54.48333	280.8
54.50000	281.0
54.51667	280.9
54.53333	279.7
54.55000	280.0
54.56667	280.4
54.58333	280.2
54.60000	280.4
54.61667	280.8
54.63333	281.0
54.65000	281.1
54.66667	281.0
54.68333	280.2
54.70000	280.0
54.71667	279.7
54.73333	280.0
54.75000	280.4
54.76667	280.5
54.78333	280.5
54.80000	280.9
54.81667	281.0
54.83333	280.4
54.85000	279.6
54.86667	279.8
54.88333	280.1
54.90000	280.5
54.91667	280.6
54.93333	280.6
54.95000	281.0
54.96667	281.1
54.98333	281.3
55.00000	279.6
55.01667	279.7
55.03333	280.1
55.05000	280.2
55.06667	280.4
55.08333	280.5
55.10000	280.9
55.11667	280.9
55.13333	280.8
55.15000	279.6
55.16667	280.0
55.18333	280.0
55.20000	280.1
55.21667	280.4
55.23333	280.5
55.25000	281.0
55.26667	280.9
55.28333	280.9
55.30000	279.7
55.31667	280.0
55.33333	279.8
55.35000	280.0
55.36667	280.2
55.38333	280.6
55.40000	280.5
55.41667	280.8
55.43333	281.0
55.45000	280.2
55.46667	279.6
55.48333	279.8
55.50000	280.4
55.51667	280.6
55.53333	280.4
55.55000	280.5
55.56667	281.0
55.58333	281.1
55.60000	279.4
55.61667	279.7
55.63333	279.8
55.65000	280.0
55.66667	280.5
55.68333	280.4
55.70000	280.6
55.71667	281.0
55.73333	281.0
55.75000	279.7
55.76667	279.8
55.78333	280.1
55.80000	280.1
55.81667	280.4
55.83333	280.6
55.85000	280.9
55.86667	281.1
55.88333	281.0
55.90000	279.8
55.91667	280.0
55.93333	280.0
55.95000	280.0
55.96667	280.2
55.98333	280.5
56.00000	280.8
56.01667	280.6
56.03333	280.9
56.05000	279.7
56.06667	280.1
56.08333	280.1
56.10000	280.0
56.11667	280.5
56.13333	280.6
56.15000	280.8
56.16667	280.9
56.18333	281.1
56.20000	280.0
56.21667	279.4
56.23333	279.7
56.25000	280.2
56.26667	280.2
56.28333	280.2
56.30000	280.5
56.31667	280.9
56.33333	281.0
56.35000	279.7
56.36667	279.8
56.38333	280.0
56.40000	280.4
56.41667	280.2
56.43333	280.4
56.45000	280.8
56.46667	281.1
56.48333	281.1
56.50000	280.5
56.51667	279.4
56.53333	280.0
56.55000	279.8
56.56667	280.1
56.58333	280.2
56.60000	280.4
56.61667	280.9
56.63333	280.6
56.65000	279.6
56.66667	279.8
56.68333	280.1
56.70000	279.8
56.71667	280.1
56.73333	280.5
56.75000	280.9
56.76667	280.6
56.78333	280.9
56.80000	279.7
56.81667	279.4
56.83333	279.4
56.85000	279.8
56.86667	280.2
56.88333	280.5
56.90000	280.2
56.91667	280.4
56.93333	280.4
56.95000	279.4
56.96667	279.6
56.98333	279.6
57.00000	279.7
57.01667	280.0
57.03333	280.5
57.05000	280.4
57.06667	280.8
57.08333	280.8
57.10000	280.6
57.11667	279.4
57.13333	279.7
57.15000	279.8
57.16667	280.2
57.18333	280.2
57.20000	280.5
57.21667	280.8
57.23333	281.0
57.25000	279.6
57.26667	280.0
57.28333	280.2
57.30000	280.6
57.31667	280.4
57.33333	280.6
57.35000	280.9
57.36667	281.1
57.38333	281.1
57.40000	279.8
57.41667	280.0
57.43333	280.2
57.45000	280.0
57.46667	280.4
57.48333	280.5
57.50000	280.6
57.51667	281.0
57.53333	280.9
57.55000	279.8
57.56667	280.2
57.58333	280.2
57.60000	280.1
57.61667	280.6
57.63333	280.8
57.65000	281.3
57.66667	281.3
57.68333	280.9
57.70000	279.8
57.71667	279.8
57.73333	279.7
57.75000	280.2
57.76667	280.5
57.78333	280.6
57.80000	280.8
57.81667	280.8
57.83333	280.4
57.85000	279.8
57.86667	280.0
57.88333	280.0
57.90000	280.4
57.91667	280.5
57.93333	280.8
57.95000	280.8
57.96667	281.0
57.98333	280.4
58.00000	279.7
58.01667	279.6
58.03333	279.8
58.05000	280.4
58.06667	280.4
58.08333	280.4
58.10000	280.6
58.11667	281.0
58.13333	280.8
58.15000	279.4
58.16667	279.7
58.18333	280.0
58.20000	280.2
58.21667	280.4
58.23333	280.5
58.25000	281.0
58.26667	280.6
58.28333	279.2
58.30000	279.6
58.31667	279.8
58.33333	279.8
58.35000	280.1
58.36667	280.4
58.38333	280.4
58.40000	280.9
58.41667	279.8
58.43333	279.4
58.45000	279.6
58.46667	280.0
58.48333	280.4
58.50000	280.4
58.51667	280.6
58.53333	280.9
58.55000	281.0
58.56667	280.4
58.58333	279.6
58.60000	279.8
58.61667	280.1
58.63333	280.1
58.65000	280.4
58.66667	280.6
58.68333	280.8
58.70000	280.6
58.71667	279.6
58.73333	279.7
58.75000	280.1
58.76667	280.1
58.78333	280.2
58.80000	280.6
58.81667	280.9
58.83333	280.9
58.85000	280.5
58.86667	279.8
58.88333	279.7
58.90000	279.7
